Title,Author,Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,Genres
No Longer Human (Paperback),Osamu Dazai,4.06,"132,342","14,887",648,1948,4.07,88544,"Fiction,Classics,Asian Literature,Cultural,Literature,Novels,Literature,Literary Fiction,Cultural,Literature"
Since You've Been Gone (Hardcover),Morgan Matson,4.02,"321,484","38,720",14,2014,4.09,109718,"Contemporary,Young Adult,Romance,Fiction,Young Adult,Realistic Fiction,Mystery,Womens Fiction,Audiobook,Young Adult"
Nausea (Hardcover),Jean-Paul Sartre,4.0,"369,368","17,108",554,1938,3.93,104806,"Philosophy,Fiction,Classics,Cultural,Literature,European Literature,Novels,Literature,Nobel Prize,Unfinished"
SPQR: A History of Ancient Rome (Paperback),Mary Beard,4.01,"98,214","8,594",53,2015,4.04,53053,"History,Nonfiction,History,Historical,Cultural,Audiobook,Classics,History,History,Literature"
Since You've Been Gone (Hardcover),Morgan Matson,4.02,"321,484","38,720",14,2014,4.09,109718,"Contemporary,Young Adult,Romance,Fiction,Young Adult,Realistic Fiction,Mystery,Womens Fiction,Audiobook,Young Adult"
"The Friend Zone (The Friend Zone, #1)",Abby Jimenez,4.15,"300,605","36,931",5,2019,3.90,95455,"Romance,Contemporary,Fiction,Romance,Womens Fiction,Adult,Audiobook,Adult Fiction,New Adult,Humor"
Moonwalking with Einstein: The Art and Science of Remembering Everything (Hardcover),Joshua Foer,3.9,"91,741","7,210",8,2011,3.88,85097,"Nonfiction,Science,Psychology,Self Help,Autobiography,Self Help,Audiobook,Education,Biography,Neuroscience"
Moonwalking with Einstein: The Art and Science of Remembering Everything (Hardcover),Joshua Foer,3.9,"91,741","7,210",8,2011,3.88,85097,"Nonfiction,Science,Psychology,Self Help,Autobiography,Self Help,Audiobook,Education,Biography,Neuroscience"
Moonwalking with Einstein: The Art and Science of Remembering Everything (Hardcover),Joshua Foer,3.9,"91,741","7,210",8,2011,3.88,85097,"Nonfiction,Science,Psychology,Self Help,Autobiography,Self Help,Audiobook,Education,Biography,Neuroscience"
"The ​Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,4.21,"3,294,553","292,072",120,2021,4.23,174216,"Fantasy,Romance,Romance,New Adult,Paranormal,Fiction,Fantasy,Adult,Fantasy,Fantasy"
Braiding Sweetgrass (Hardcover),Robin Wall Kimmerer,4.55,"81,683","11,940",19,2013,4.57,72989,"Nonfiction,Science,Environment,Environment,Audiobook,Autobiography,Writing,History,Spirituality,Biology"
Gulliver's Travels: Travels into Several Remote Nations of the World. (Paperback),Jonathan Swift,3.68,"343,085","9,656","1,203",1726,3.58,259208,"Classics,Fiction,Fantasy,Adventure,Literature,Novels,Classics,Literature,Academic,European Literature"
"The Heir (The Selection, #4)",Kiera Cass,3.99,"3,603,898","223,858",33,2015,3.67,307131,"Young Adult,Romance,Science Fiction,Fantasy,Fiction,Audiobook,Science Fiction,Young Adult,Womens Fiction,Young Adult"
Last Night at the Telegraph Club (Hardcover),Malinda Lo,3.92,"139,559","20,546",51,2021,4.26,48675,"Historical,LGBT,Romance,Young Adult,LGBT,LGBT,Fiction,Historical,Contemporary,Audiobook"
The Gene: An Intimate History (Hardcover),Siddhartha Mukherjee,4.32,"145,037","12,607",28,2016,4.35,43553,"Science,Nonfiction,History,Science,Health,Biology,Health,Audiobook,Medical,Science"
Once There Were Wolves (Hardcover),Charlotte McConaghy,4.15,"114,049","16,133",21,2021,4.14,57957,"Fiction,Mystery,Contemporary,Thriller,Thriller,Audiobook,Literary Fiction,Environment,Cultural,Animals"
Built to Last: Successful Habits of Visionary Companies (Hardcover),James C. Collins,4.1,"285,802","8,170",71,1994,4.04,71699,"Business,Nonfiction,Leadership,Business,Business,Buisness,Self Help,Economics,Self Help,Economics"
Winter Garden (Hardcover),Kristin Hannah,4.31,"3,556,534","296,625",82,2010,4.24,208996,"Historical,Fiction,Womens Fiction,Historical,Contemporary,Cultural,Romance,Audiobook,War,Adult Fiction"
"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,4.1,"207,786","23,624",22,2018,4.08,80443,"Fantasy,Romance,Romance,New Adult,Fiction,Audiobook,Adult,Fantasy,Young Adult,Young Adult"
"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,4.1,"207,786","23,624",22,2018,4.08,80443,"Fantasy,Romance,Romance,New Adult,Fiction,Audiobook,Adult,Fantasy,Young Adult,Young Adult"
"Cilka's Journey (The Tattooist of Auschwitz, #2)",Heather   Morris,4.3,"934,711","63,078",14,2019,4.39,138333,"Historical,Fiction,Historical,Audiobook,War,World War II,War,Adult,Adult Fiction,Cultural"
How to Stop Time (Paperback),Matt Haig,4.01,"1,668,423","188,003",89,2017,3.85,129480,"Fiction,Fantasy,Historical,Science Fiction,Science Fiction,Romance,Audiobook,Contemporary,Historical,Adult"
The School for Good Mothers (Hardcover),Jessamine Chan,3.56,"49,840","7,703",1,2022,3.56,50025,"Fiction,Science Fiction,Science Fiction,Audiobook,Contemporary,Adult,Literary Fiction,Fantasy,Adult Fiction,Speculative Fiction"
The Forgotten Garden (Paperback),Kate Morton,4.03,"748,734","76,103",20,2008,4.14,211314,"Fiction,Historical,Mystery,Historical,Cultural,Romance,Adult Fiction,Adult,European Literature,Book Club"
Under the Tuscan Sun (Paperback),Frances Mayes,3.76,"363,013","7,649",45,1996,3.77,323262,"Travel,Nonfiction,Autobiography,Cultural,Biography,Romance,Womens Fiction,Food and Drink,Contemporary,Biography Memoir"
Alice in Wonderland (Hardcover),Jane Carruth,4.03,"386,950","5,605",142,1865,4.03,384833,"Classics,Fantasy,Fiction,Childrens,Young Adult,Adventure,Literature,Novels,Childrens,Classics"
To Paradise (Hardcover),Hanya Yanagihara,4.26,"463,337","71,968",14,2022,3.79,26314,"Fiction,Historical,LGBT,Literary Fiction,Contemporary,Science Fiction,Historical,Science Fiction,LGBT,Adult"
The Call of the Wild (Mass Market Paperback),Jack London,3.98,"884,084","35,031","3,102",1903,3.89,395725,"Classics,Fiction,Adventure,Young Adult,Animals,Historical,Literature,Academic,Childrens,Novels"
Hidden Pictures (Hardcover),Jason Rekulak,4.14,"72,953","10,173",9,2022,4.21,59256,"Horror,Thriller,Mystery,Fiction,Thriller,Fantasy,Suspense,Audiobook,Adult,Fantasy"
Midnight Sun (Hardcover),Stephenie Meyer,3.68,"13,006,278","387,894",74,2020,3.72,201399,"Fantasy,Romance,Young Adult,Paranormal,Fiction,Fantasy,Audiobook,Romance,Fantasy,Young Adult"
"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence (Hardcover)",Michael Pollan,4.12,"613,429","47,259",62,2018,4.26,64824,"Nonfiction,Science,Psychology,Health,Philosophy,Self Help,Audiobook,Spirituality,History,Health"
"Killing Floor (Jack Reacher, #1)",Lee Child,4.07,"2,611,584","131,252",360,1997,4.07,292996,"Thriller,Fiction,Mystery,Mystery,Thriller,Suspense,Action,Audiobook,Mystery,Adventure"
This Time Tomorrow (Hardcover),Emma Straub,3.49,"270,035","26,165",22,2022,3.83,63803,"Fiction,Science Fiction,Science Fiction,Audiobook,Contemporary,Fantasy,Adult,Adult Fiction,Magical Realism,Literary Fiction"
Shuggie Bain (Hardcover),Douglas   Stuart,4.33,"136,684","16,852",13,2020,4.32,114842,"Fiction,Historical,Literary Fiction,Cultural,LGBT,Contemporary,Audiobook,Historical,LGBT,Novels"
Dead Wake: The Last Crossing of the Lusitania (Hardcover),Erik Larson,4.0,"1,154,518","87,030",26,2015,4.10,132216,"Nonfiction,History,Audiobook,Historical,War,War,North American Hi...,Adult,Biography,Book Club"
"The Death Cure (The Maze Runner, #3)",James Dashner,3.95,"2,764,979","144,706",50,2011,3.78,407098,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Adventure,Apocalyptic,Audiobook,Young Adult,Action"
Breakfast of Champions (Paperback),Kurt Vonnegut Jr.,4.07,"2,787,266","100,773",464,1973,4.07,245500,"Fiction,Classics,Science Fiction,Humor,Literature,Novels,Literature,Literary Fiction,Audiobook,Literature"
A Slow Fire Burning (Hardcover),Paula Hawkins,3.89,"3,113,071","158,298",16,2021,3.50,117658,"Mystery,Thriller,Fiction,Audiobook,Thriller,Suspense,Mystery,Adult,Contemporary,Adult Fiction"
Vanity Fair (Paperback),William Makepeace Thackeray,3.79,"133,753","4,969","1,101",1847,3.80,124143,"Classics,Fiction,Historical,Literature,Literature,Romance,European Literature,Historical,Classics,Novels"
After I Do (Paperback),Taylor Jenkins Reid,4.27,"3,848,787","430,375",19,2014,3.99,85137,"Romance,Fiction,Contemporary,Womens Fiction,Audiobook,Adult,Adult Fiction,Romance,Marriage,Womens Fiction"
"Love & Gelato (Love & Gelato, #1)",Jenna Evans Welch,4.02,"155,769","22,204",6,2016,4.09,107779,"Romance,Young Adult,Contemporary,Fiction,Travel,Young Adult,Realistic Fiction,Audiobook,Cultural,Young Adult"
How High We Go in the Dark (Hardcover),Sequoia Nagamatsu,3.89,"23,768","4,465",10,2022,3.89,22739,"Science Fiction,Fiction,Science Fiction,Fantasy,Short Stories,Audiobook,Adult,Speculative Fiction,Literary Fiction,Science Fiction Fantasy"
The One (Kindle Edition),John Marrs,4.1,"249,380","30,318",15,2016,4.12,112175,"Thriller,Fiction,Science Fiction,Thriller,Mystery,Romance,Audiobook,Adult,Contemporary,Suspense"
"The Kill Order (The Maze Runner, #0.4)",James Dashner,3.95,"2,764,979","144,706",50,2012,3.71,205903,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Apocalyptic,Adventure,Young Adult,Audiobook,Action"
No Exit (Kindle Edition),Taylor  Adams,3.98,"128,417","18,302",5,2018,4.03,111867,"Thriller,Thriller,Mystery,Fiction,Horror,Adult,Suspense,Mystery,Audiobook,Contemporary"
"Fantastic Beasts and Where to Find Them: The Original Screenplay (Fantastic Beasts: The Original Screenplay, #1)",J.K. Rowling,4.46,"32,200,425","716,343",385,2016,4.19,148545,"Fantasy,Fiction,Young Adult,Plays,Fantasy,Adventure,Childrens,Historical,Childrens,Young Adult"
"The Awakening (Zodiac Academy, #1)",Caroline Peckham,4.34,"662,696","57,944",87,2019,3.96,81580,"Fantasy,Romance,Fantasy,Fairies,New Adult,Romance,Paranormal,Fantasy,Romance,Young Adult"
Once Upon a River (Hardcover),Diane Setterfield,3.93,"399,522","40,667",8,2018,3.95,79903,"Historical,Fiction,Fantasy,Magical Realism,Mystery,Historical,Audiobook,Adult,Literary Fiction,Adult Fiction"
"Bloodlines (Bloodlines, #1)",Richelle Mead,4.24,"3,310,108","152,580",80,2011,4.20,180742,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Fantasy,Fantasy,Fantasy,Romance,Fiction"
The Last Time I Lied (Kindle Edition),Riley Sager,3.87,"711,761","95,191",10,2018,4.05,117909,"Thriller,Mystery,Thriller,Fiction,Adult,Audiobook,Suspense,Horror,Contemporary,Mystery"
Daisy Darker (Hardcover),Alice Feeney,3.89,"501,430","62,912",15,2022,3.85,61600,"Mystery,Thriller,Thriller,Fiction,Audiobook,Suspense,Adult,Horror,Mystery,Contemporary"
Notes from Underground (Paperback),Fyodor Dostoevsky,4.19,"1,947,728","101,872","2,344",1864,4.17,122066,"Classics,Fiction,Philosophy,Cultural,Literature,Literature,Novels,Literature,Psychology,Literary Fiction"
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,3.93,"1,632,066","84,238",112,2001,4.08,483618,"Historical,Fiction,Historical,Romance,Adult,European Literature,Romance,English History,Adult Fiction,Womens Fiction"
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,3.93,"1,632,066","84,238",112,2001,4.08,483618,"Historical,Fiction,Historical,Romance,Adult,European Literature,Romance,English History,Adult Fiction,Womens Fiction"
"Never Never (Never Never, #1)",Colleen Hoover,4.24,"9,640,565","874,692",62,2015,4.01,88673,"Romance,Young Adult,Contemporary,Mystery,New Adult,Fiction,Fantasy,Fantasy,Suspense,Romance"
Hidden Valley Road: Inside the Mind of an American Family (Hardcover),Robert Kolker,4.06,"125,434","12,561",3,2020,4.16,104000,"Nonfiction,Psychology,Science,Audiobook,Biography,Health,History,Mental Health,Autobiography,Health"
"Vengeful (Villains, #2)",V.E. Schwab,4.17,"1,701,537","237,368",61,2018,4.19,71929,"Fantasy,Science Fiction,Fiction,Adult,Fantasy,Fantasy,Audiobook,Young Adult,Comics,Adult Fiction"
"Vengeful (Villains, #2)",V.E. Schwab,4.17,"1,701,537","237,368",61,2018,4.19,71929,"Fantasy,Science Fiction,Fiction,Adult,Fantasy,Fantasy,Audiobook,Young Adult,Comics,Adult Fiction"
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.01,"3,903,640","172,963",156,1994,4.04,523097,"Mystery,Fiction,Humor,Womens Fiction,Romance,Mystery,Thriller,Contemporary,Adult,Audiobook"
"Elantris (Elantris, #1)",Brandon Sanderson,4.4,"4,950,300","345,009",340,2005,4.19,226019,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Audiobook,Fantasy,Science Fiction Fantasy,Romance,Science Fiction"
Cinderella Is Dead (ebook),Kalynn  Bayron,3.84,"75,005","13,682",17,2020,3.71,53967,"Fantasy,Young Adult,LGBT,Retellings,Romance,LGBT,LGBT,Fiction,Young Adult,Fantasy"
"Girl, Wash Your Face: Stop Believing the Lies about Who You Are So You Can Become Who You Were Meant to Be (ebook)",Rachel Hollis,3.69,"337,910","28,672",19,2018,3.61,228744,"Nonfiction,Self Help,Audiobook,Self Help,Autobiography,Christian,Adult,Inspirational,Biography,Unfinished"
"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,3.79,"348,051","35,276",11,2009,3.82,254579,"Fiction,Humor,Contemporary,Historical,Audiobook,Adventure,Humor,Cultural,Novels,Book Club"
"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,3.79,"348,051","35,276",11,2009,3.82,254579,"Fiction,Humor,Contemporary,Historical,Audiobook,Adventure,Humor,Cultural,Novels,Book Club"
"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,4.17,"1,701,537","237,368",61,2017,4.33,129645,"Fantasy,Fiction,Young Adult,Fantasy,Adult,LGBT,Romance,Audiobook,Adventure,New Adult"
"If You Tell: a True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood (Kindle Edition)",Gregg Olsen,4.01,"418,724","30,644",108,2019,4.01,170322,"Crime,Nonfiction,Mystery,Audiobook,Mystery,Thriller,Horror,Autobiography,Biography,Thriller"
Under the Banner of Heaven: A Story of Violent Faith (Paperback),Jon Krakauer,4.06,"1,816,845","69,479",43,2003,4.00,189204,"Nonfiction,Religion,History,Crime,Mystery,Audiobook,Religion,Biography,Historical,Writing"
Washington: A Life (Hardcover),Ron Chernow,4.2,"306,037","18,367",14,2010,4.13,67403,"Biography,History,Nonfiction,Politics,North American Hi...,Politics,Biography Memoir,Military History,Audiobook,Historical"
"Girl, Wash Your Face: Stop Believing the Lies about Who You Are So You Can Become Who You Were Meant to Be (ebook)",Rachel Hollis,3.69,"337,910","28,672",19,2018,3.61,228744,"Nonfiction,Self Help,Audiobook,Self Help,Autobiography,Christian,Adult,Inspirational,Biography,Unfinished"
The Book Woman of Troublesome Creek (Paperback),Kim Michele Richardson,4.2,"215,190","24,967",7,2019,4.23,168032,"Historical,Fiction,Audiobook,Historical,Writing,Adult,Adult Fiction,Book Club,Romance,American"
White Teeth (Paperback),Zadie Smith,Missing,Missing,Missing,Missing,2000,3.79,144303,"Fiction,Contemporary,Novels,Literary Fiction,European Literature,Literature,Historical,Classics,Adult Fiction,Race"
A Thousand Ships (Hardcover),Natalie Haynes,4.07,"75,603","10,708",17,2019,4.10,46851,"Fantasy,Historical,Fiction,Fantasy,Mythology,Retellings,Historical,Audiobook,Feminism,Adult"
"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,4.12,"129,617","16,631",10,2013,4.12,116406,"Fantasy,Historical,Fiction,Magical Realism,Historical,Audiobook,Fantasy,Fantasy,Adult,Fantasy"
Alice's Adventures in Wonderland (Hardcover),Lewis Carroll,4.05,"1,522,832","42,980","1,631",1865,4.00,340948,"Classics,Fantasy,Fiction,Childrens,Audiobook,Adventure,Childrens,Young Adult,Literature,Literature"
Hotel on the Corner of Bitter and Sweet (Hardcover),Jamie Ford,3.99,"345,996","30,768",23,2009,4.03,286129,"Historical,Fiction,Historical,Romance,War,Book Club,Adult Fiction,War,Adult,Audiobook"
"Evermore (The Immortals, #1)",Alyson Noel,3.68,"743,254","31,589",54,2009,3.59,282668,"Young Adult,Fantasy,Fantasy,Romance,Romance,Fantasy,Fiction,Fantasy,Paranormal,Fantasy"
Hunger: A Memoir of (My) Body,Roxane Gay,4.06,"303,086","35,484",123,2017,4.18,100117,"Nonfiction,Autobiography,Feminism,Audiobook,Biography,Biography Memoir,Writing,Health,Biography,Adult"
"The Dry (Aaron Falk, #1)",Jane Harper,3.98,"474,287","45,324",12,2016,4.05,208453,"Mystery,Fiction,Thriller,Mystery,Thriller,Cultural,Audiobook,Suspense,Adult,Contemporary"
Billy Summers (Hardcover),Stephen King,4.06,"17,485,134","775,869","1,886",2021,4.23,113634,"Fiction,Thriller,Horror,Mystery,Mystery,Audiobook,Thriller,Suspense,Adult,Contemporary"
The Hunting Party (Paperback),Lucy Foley,3.78,"1,187,424","108,270",14,2018,3.65,201122,"Mystery,Thriller,Fiction,Thriller,Audiobook,Mystery,Suspense,Adult,Contemporary,Cultural"
Twelve Years a Slave (ebook),Solomon Northup,4.2,"115,869","7,915",82,1853,4.20,110448,"Nonfiction,History,Classics,Biography,Autobiography,Historical,Biography,Audiobook,Cultural,Biography Memoir"
The Absolutely True Diary of a Part-Time Indian (Hardcover),Sherman Alexie,4.05,"422,872","41,734",114,2007,4.08,254260,"Young Adult,Fiction,Contemporary,Realistic Fiction,Humor,Young Adult,Academic,Young Adult,Literature,Audiobook"
The Wall of Winnipeg and Me (Kindle Edition),Mariana Zapata,4.2,"901,990","100,956",15,2016,4.27,193273,"Romance,Sports,Contemporary Romance,Contemporary,Romance,New Adult,Adult,Fiction,Audiobook,Football"
The Only Good Indians (Hardcover),Stephen Graham Jones,3.69,"141,710","28,101",211,2020,3.72,56964,"Horror,Fiction,Thriller,Audiobook,Adult,Fantasy,Mystery,Fantasy,Contemporary,Thriller"
"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,4.34,"11,197,670","446,248",278,2012,4.46,534806,
"Icebreaker (UCMH, #1)",Hannah  Grace,4.17,"86,916","11,256",1,2022,4.17,86907,"Romance,Contemporary Romance,Sports,Contemporary,Academic,Romance,Sports,New Adult,Fiction,Adult"
"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,4.25,"502,750","24,160",117,1999,3.91,106824,"Fantasy,Fiction,Fantasy,Fantasy,Epic,Science Fiction Fantasy,Fantasy,Fantasy,Adult,Young Adult"
Luster (Hardcover),Raven Leilani,3.56,"82,410","10,825",1,2020,3.56,82410,"Fiction,Contemporary,Literary Fiction,Audiobook,Romance,Adult,Race,Novels,Adult Fiction,Cultural"
"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,4.21,"3,294,553","292,072",120,2020,4.42,242616,"Fantasy,Romance,New Adult,Romance,Paranormal,Fantasy,Fiction,Adult,Fantasy,Young Adult"
"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,4.21,"3,294,553","292,072",120,2020,4.42,242616,"Fantasy,Romance,New Adult,Romance,Paranormal,Fantasy,Fiction,Adult,Fantasy,Young Adult"
Evicted: Poverty and Profit in the American City (Hardcover),Matthew Desmond,4.47,"84,689","10,472",12,2016,4.47,84186,"Nonfiction,Sociology,Politics,Social Movements,Economics,History,Audiobook,Social Issues,Social Issues,Race"
"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,3.74,"261,952","37,684",22,2012,3.73,195385,"Fiction,Mystery,Fantasy,Writing,Contemporary,Audiobook,Adult,Adult Fiction,Magical Realism,Adventure"
Holding Up the Universe (Hardcover),Jennifer Niven,4.06,"624,222","60,562",19,2016,3.75,108471,"Young Adult,Romance,Contemporary,Fiction,Health,Realistic Fiction,Audiobook,Young Adult,Young Adult,Young Adult"
"Smile (Smile, #1)",Raina Telgemeier,4.26,"821,917","41,701",49,2009,4.25,247027,"Sequential Art,Childrens,Young Adult,Sequential Art,Realistic Fiction,Childrens,Fiction,Contemporary,Humor,Young Adult"
