Title,Author,Year,Rating,Raters,Genres
"Ready Player One (Ready Player One, #1)",Ernest Cline,2011,4.24,1052931,"Science Fiction,Fiction,Young Adult,Fantasy,Science Fiction,Audiobook,Adventure,Science Fiction Fantasy,Adult,Science Fiction"
Bossypants (Kindle Edition),Tina Fey,2011,3.96,947831,"Nonfiction,Autobiography,Humor,Biography,Audiobook,Humor,Biography,Biography Memoir,Feminism,Adult"
"The Golden Compass (His Dark Materials, #1)",Philip Pullman,1995,4.01,1437316,"Fantasy,Young Adult,Fiction,Childrens,Adventure,Childrens,Science Fiction,Classics,Science Fiction Fantasy,Science Fiction"
A Man Called Ove (Hardcover),Fredrik Backman,2012,4.37,815960,"Fiction,Contemporary,Audiobook,Humor,Adult,Adult Fiction,Book Club,Literary Fiction,Cultural,Novels"
Coraline (Paperback),Neil Gaiman,2002,4.09,605121,"Fantasy,Horror,Fiction,Young Adult,Childrens,Childrens,Audiobook,Fantasy,Adventure,Mystery"
The Curious Incident of the Dog in the Night-Time (Paperback),Mark Haddon,2003,3.89,1378208,"Fiction,Mystery,Young Adult,Contemporary,Classics,Novels,Neurodiversity,Psychology,Academic,Literature"
"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,2015,4.07,293162,"Fantasy,Fiction,Young Adult,Fantasy,Adult,Audiobook,Adventure,Historical,Fantasy,Young Adult"
Anxious People (Paperback),Fredrik Backman,2019,4.19,487643,"Fiction,Contemporary,Audiobook,Mystery,Humor,Adult,Literary Fiction,Health,Adult Fiction,Book Club"
The House in the Cerulean Sea (Kindle Edition),T.J. Klune,2020,4.44,383377,"Fantasy,Fiction,LGBT,Romance,Young Adult,Audiobook,LGBT,Adult,Fantasy,Contemporary"
The Old Man and the Sea (Hardcover),Ernest Hemingway,1952,3.79,1020219,"Classics,Fiction,Literature,Novels,Literature,Academic,Adventure,Literary Fiction,Classics,Literature"
The Secret Garden (Hardcover),Frances Hodgson Burnett,1911,4.15,1063793,"Classics,Fiction,Childrens,Young Adult,Historical,Childrens,Fantasy,Historical,Literature,Audiobook"
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,1990,4.25,657789,"Fantasy,Fiction,Humor,Fantasy,Humor,Audiobook,Science Fiction Fantasy,Adult,Science Fiction,Fantasy"
"The Spanish Love Deception (Spanish Love Deception, #1)",Elena  Armas,2021,3.94,420264,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,New Adult,Audiobook,Love,Adult Fiction"
Persuasion (Paperback),Jane Austen,1817,4.15,628666,"Classics,Fiction,Romance,Historical,Literature,Historical,Literature,Audiobook,Classics,Romance"
"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,2022,4.07,329779,"Romance,Contemporary,Fiction,Adult,Romance,Audiobook,New Adult,Womens Fiction,Love,Young Adult"
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Hardcover),Steven D. Levitt,2005,4.0,806703,"Nonfiction,Economics,Business,Science,Psychology,Sociology,Economics,Politics,Audiobook,Social Science"
The Woman in the Window (Kindle Edition),A.J. Finn,2018,3.96,677520,"Thriller,Mystery,Fiction,Thriller,Suspense,Audiobook,Mystery,Adult,Thriller,Adult Fiction"
The Art of War (Paperback),Sun Tzu,1772,3.97,423768,"Classics,Nonfiction,Philosophy,History,War,Politics,Business,War,Cultural,Leadership"
Blink: The Power of Thinking Without Thinking (Paperback),Malcolm Gladwell,2005,3.96,558416,"Nonfiction,Psychology,Business,Self Help,Science,Sociology,Audiobook,Self Help,Philosophy,Leadership"
A Brief History of Time (Paperback),Stephen Hawking,1988,4.2,390360,"Science,Nonfiction,Science,History,Classics,Science,Philosophy,Science,Space,Audiobook"
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,2011,4.04,632999,"Romance,New Adult,Contemporary,Young Adult,Romance,Academic,Fiction,Womens Fiction,Adult,Love"
Milk and Honey (Paperback),Rupi Kaur,2014,4.01,586214,"Poetry,Feminism,Nonfiction,Contemporary,Adult,Romance,Health,Audiobook,Cultural,Womens"
A Gentleman in Moscow (Paperback),Amor Towles,2016,4.34,449117,"Historical,Fiction,Historical,Cultural,Audiobook,Book Club,Literary Fiction,Novels,Adult,Adult Fiction"
Great Expectations (Paperback),Charles Dickens,1860,3.79,744355,"Classics,Fiction,Literature,Historical,Academic,Novels,Literature,Classics,European Literature,Historical"
Rebecca (ebook),Daphne du Maurier,1938,4.24,564349,"Classics,Fiction,Mystery,Gothic,Romance,Historical,Thriller,Horror,Thriller,Suspense"
The Secret Life of Bees (Paperback),Sue Monk Kidd,2001,4.08,1226813,"Fiction,Historical,Young Adult,Classics,Historical,Contemporary,Adult Fiction,Young Adult,Adult,Novels"
"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,2002,3.93,1636301,"Fantasy,Young Adult,Fiction,Fantasy,Adventure,Fantasy,Fantasy,Young Adult,Science Fiction Fantasy,Childrens"
"Zero to One: Notes on Startups, or How to Build the Future (Hardcover)",Peter Thiel,2014,4.18,301067,"Business,Nonfiction,Business,Self Help,Economics,Science,Business,Leadership,Buisness,Economics"
"Ninth House (Alex Stern, #1)",Leigh Bardugo,2019,4.03,192700,"Fantasy,Fiction,Mystery,Adult,Horror,Fantasy,Fantasy,Contemporary,Audiobook,Fantasy"
"Guns, Germs, and Steel: The Fates of Human Societies (Paperback)",Jared Diamond,1997,4.04,373265,"History,Nonfiction,Science,Anthropology,Sociology,Politics,Economics,Historical,History,Audiobook"
Big Little Lies (Paperback),Liane Moriarty,2014,4.3,908242,"Fiction,Mystery,Contemporary,Womens Fiction,Thriller,Audiobook,Adult,Thriller,Adult Fiction,Cultural"
Thirteen Reasons Why (Hardcover),Jay Asher,2007,3.86,905234,"Young Adult,Contemporary,Fiction,Realistic Fiction,Health,Mystery,Young Adult,Romance,Audiobook,Young Adult"
The Kiss Quotient (The Kiss Quotient #1),Helen Hoang,2018,3.93,344468,"Romance,Contemporary,Fiction,Romance,Adult,Womens Fiction,Audiobook,Adult Fiction,New Adult,Neurodiversity"
"Caraval (Caraval, #1)",Stephanie Garber,2016,4.0,305846,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Mystery,Audiobook,Adventure,Fantasy"
"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future (Hardcover)",Ashlee Vance,2015,4.21,344654,"Biography,Nonfiction,Business,Science,Science,Audiobook,Biography Memoir,Business,Biography,Leadership"
The Seven Deaths of Evelyn Hardcastle (Hardcover),Stuart Turton,2018,3.87,268867,"Mystery,Fiction,Thriller,Fantasy,Thriller,Mystery,Audiobook,Historical,Adult,Science Fiction"
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,2010,3.99,431609,"Romance,Young Adult,Contemporary,Womens Fiction,Fiction,Realistic Fiction,Romance,Young Adult,Young Adult,Young Adult"
"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,2020,4.23,308581,"Mystery,Young Adult,Fiction,Contemporary,Romance,Fantasy,Thriller,Thriller,Audiobook,Young Adult"
"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,2001,4.29,569712,"Fiction,Historical,Mystery,Fantasy,Writing,Historical,Cultural,Magical Realism,European Literature,Gothic"
"Night  (The Night Trilogy, #1)",Elie Wiesel,1956,4.36,1134916,"Nonfiction,Classics,History,Autobiography,World War II,Biography,Academic,Historical,War,War"
Yes Please (Hardcover),Amy Poehler,2014,3.84,490438,"Nonfiction,Autobiography,Humor,Audiobook,Biography,Humor,Biography,Biography Memoir,Feminism,Adult"
In Cold Blood (Paperback),Truman Capote,1965,4.08,606817,"Nonfiction,Classics,Crime,Mystery,Mystery,History,Thriller,Literature,Audiobook,Literature"
The Ocean at the End of the Lane (Hardcover),Neil Gaiman,2013,4.01,561853,"Fantasy,Fiction,Magical Realism,Horror,Audiobook,Young Adult,Adult,Science Fiction Fantasy,Adult Fiction,Fantasy"
"Moby-Dick or, the Whale (Paperback)",Herman Melville,1851,3.53,525236,"Classics,Fiction,Literature,Adventure,Historical,Novels,Literature,Literature,Classics,Audiobook"
Born a Crime: Stories From a South African Childhood (Hardcover),Trevor Noah,2016,4.49,582692,"Nonfiction,Autobiography,Biography,Audiobook,Humor,Biography,Cultural,Biography Memoir,Race,Southern Africa"
"In the Woods (Dublin Murder Squad, #1)",Tana French,2007,3.78,367246,"Mystery,Fiction,Thriller,Mystery,Thriller,Cultural,Suspense,Adult,Audiobook,Contemporary"
A Short History of Nearly Everything (Paperback),Bill Bryson,2003,4.21,357124,"Nonfiction,Science,History,Audiobook,Humor,Science,Science,Historical,Philosophy,Unfinished"
"The Final Empire (Mistborn, #1)",Brandon Sanderson,2006,4.47,545971,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Audiobook,Science Fiction Fantasy,Young Adult,Adventure"
"Legend (Legend, #1)",Marie Lu,2011,4.16,490709,"Young Adult,Science Fiction,Fantasy,Science Fiction,Romance,Fiction,Adventure,Young Adult,Audiobook,Action"
Regretting You (Kindle Edition),Colleen Hoover,2019,4.21,324848,"Romance,Contemporary,Fiction,Young Adult,Romance,New Adult,Audiobook,Adult,Womens Fiction,Adult Fiction"
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,2005,4.58,2949503,"Fantasy,Young Adult,Fiction,Fantasy,Childrens,Adventure,Audiobook,Childrens,Classics,Science Fiction Fantasy"
Pachinko (Kindle Edition),Min Jin Lee,2017,4.32,364808,"Historical,Fiction,Historical,Cultural,Cultural,Audiobook,Literary Fiction,Adult,Literature,Novels"
The Road (Hardcover),Cormac McCarthy,2006,3.98,817411,"Fiction,Science Fiction,Science Fiction,Apocalyptic,Classics,Horror,Literature,Novels,Science Fiction,Contemporary"
Such a Fun Age (Hardcover),Kiley Reid,2019,3.82,442721,"Fiction,Contemporary,Audiobook,Adult,Race,Literary Fiction,Adult Fiction,Novels,Realistic Fiction,Book Club"
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,2003,4.5,3045977,"Fantasy,Young Adult,Fiction,Fantasy,Childrens,Adventure,Audiobook,Childrens,Classics,Science Fiction Fantasy"
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America (Hardcover)",Erik Larson,2003,3.99,621528,"Nonfiction,History,Crime,Mystery,Historical,Mystery,Audiobook,North American Hi...,Biography,Book Club"
"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,2003,3.9,2200857,"Fiction,Mystery,Thriller,Thriller,Historical,Suspense,Adventure,Novels,Mystery,Adult"
"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,2020,4.48,329412,"Fantasy,Romance,Fiction,Adult,New Adult,Fantasy,Fairies,Fantasy,Fantasy,Romance"
Where the Sidewalk Ends (Hardcover),Shel Silverstein,1974,4.32,1309485,"Poetry,Childrens,Classics,Fiction,Humor,Young Adult,Childrens,Childrens,Childrens,Fantasy"
"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,2019,4.23,118299,"Fantasy,LGBT,Fiction,Adult,LGBT,LGBT,Fantasy,Romance,Fantasy,Fantasy"
"Matched (Matched, #1)",Ally Condie,2010,3.63,735166,"Young Adult,Science Fiction,Romance,Science Fiction,Fiction,Fantasy,Young Adult,Audiobook,Futuristic,Apocalyptic"
On Earth We're Briefly Gorgeous (Hardcover),Ocean Vuong,2019,4.05,206853,"Fiction,Poetry,LGBT,Contemporary,LGBT,Literary Fiction,Adult,Audiobook,Novels,Adult Fiction"
Wild: From Lost to Found on the Pacific Crest Trail (Hardcover),Cheryl Strayed,2012,4.04,724034,"Nonfiction,Autobiography,Travel,Biography,Adventure,Audiobook,Biography Memoir,Biography,Environment,Adult"
The 4-Hour Workweek (ebook),Timothy Ferriss,2007,3.92,262991,"Business,Nonfiction,Self Help,Productivity,Self Help,Business,Economics,Audiobook,Psychology,Buisness"
"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,2009,3.94,663787,"Young Adult,Fantasy,Romance,Fantasy,Paranormal,Romance,Fiction,Fantasy,Fantasy,Young Adult"
In Five Years (Hardcover),Rebecca Serle,2020,3.81,339094,"Romance,Fiction,Contemporary,Audiobook,Womens Fiction,Adult,Magical Realism,Adult Fiction,Science Fiction,Romance"
"Hopeless (Hopeless, #1)",Colleen Hoover,2012,4.28,400195,"Romance,New Adult,Young Adult,Contemporary,Romance,Fiction,Sociology,Young Adult,Drama,Womens Fiction"
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,2012,4.05,334865,"Fantasy,Young Adult,Fantasy,Romance,Fiction,Fantasy,Fantasy,Audiobook,Young Adult,Fantasy"
The Metamorphosis (Paperback),Franz Kafka,1915,3.84,860449,"Classics,Fiction,Fantasy,Literature,Philosophy,Short Stories,Academic,Horror,European Literature,Novels"
Turtles All the Way Down (Hardcover),John Green,2017,3.91,485028,"Young Adult,Fiction,Contemporary,Health,Romance,Audiobook,Realistic Fiction,Mental Health,Mystery,Young Adult"
"Everything, Everything (Hardcover)",Nicola Yoon,2015,4.0,547153,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Audiobook,Young Adult,Young Adult,Young Adult,Young Adult"
The Giving Tree (Hardcover),Shel Silverstein,1964,4.37,1044070,"Childrens,Fiction,Childrens,Classics,Poetry,Young Adult,Fantasy,Childrens,Kids,Short Stories"
The Boy in the Striped Pajamas (Hardcover),John Boyne,2006,4.15,702720,"Historical,Fiction,Young Adult,Historical,Classics,World War II,War,War,Academic,Childrens"
"Neverwhere (London Below, #1)",Neil Gaiman,1996,4.17,489022,"Fantasy,Fiction,Fantasy,Audiobook,Science Fiction Fantasy,Science Fiction,Horror,Adventure,Adult,Young Adult"
"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,2016,3.52,904519,"Fantasy,Fiction,Young Adult,Plays,Fantasy,Adventure,Childrens,Drama,Science Fiction,Childrens"
Talking to Strangers: What We Should Know About the People We Don’t Know (Hardcover),Malcolm Gladwell,2019,4.02,249627,"Nonfiction,Psychology,Audiobook,Self Help,Sociology,Science,Business,Self Help,Language,Adult"
Kafka on the Shore (Paperback),Haruki Murakami,2002,4.14,404437,"Fiction,Magical Realism,Fantasy,Cultural,Asian Literature,Contemporary,Novels,Literature,Classics,Literary Fiction"
The Underground Railroad (Hardcover),Colson Whitehead,2016,4.05,366663,
"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,1989,4.33,718248,"Historical,Fiction,Historical,Fantasy,Classics,Historical,Audiobook,Novels,European Literature,Adult"
November 9 (Paperback),Colleen Hoover,2015,4.26,608213,"Romance,Contemporary,New Adult,Fiction,Romance,Young Adult,Audiobook,Adult,Womens Fiction,Love"
Norwegian Wood (Paperback),Haruki Murakami,1987,4.03,500849,"Fiction,Cultural,Romance,Contemporary,Asian Literature,Novels,Classics,Literature,Literary Fiction,Magical Realism"
Me Talk Pretty One Day (Paperback),David Sedaris,2000,4.0,672032,"Nonfiction,Humor,Autobiography,Writing,Short Stories,Humor,Biography,Audiobook,Biography Memoir,Biography"
Mexican Gothic (Hardcover),Silvia Moreno-Garcia,2020,3.68,268930,"Horror,Fiction,Historical,Gothic,Mystery,Fantasy,Thriller,Adult,Audiobook,Historical"
House of Leaves (Paperback),Mark Z. Danielewski,2000,4.09,150202,"Horror,Fiction,Fantasy,Mystery,Thriller,Contemporary,Novels,Adult,Literature,Fantasy"
Siddhartha (Mass Market Paperback),Hermann Hesse,1922,4.05,697517,"Classics,Fiction,Philosophy,Spirituality,Religion,Literature,Religion,European Literature,Novels,Historical"
Room (Kindle Edition),Emma Donoghue,2010,4.07,772025,"Fiction,Contemporary,Adult,Adult Fiction,Thriller,Audiobook,Book Club,Drama,Mystery,Novels"
Project Hail Mary (Hardcover),Andy Weir,2021,4.52,353933,"Science Fiction,Fiction,Audiobook,Space,Fantasy,Adult,Thriller,Science Fiction Fantasy,Adventure,Mystery"
"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,1908,4.29,887519,"Classics,Fiction,Young Adult,Childrens,Historical,Childrens,Audiobook,Historical,Cultural,Young Adult"
"The Atlas Six (The Atlas, #1)",Olivie Blake,2020,3.77,93287,"Fantasy,Fiction,Adult,LGBT,Mystery,Fantasy,Young Adult,Science Fiction,LGBT,Audiobook"
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,2011,4.0,352327,"Fantasy,Young Adult,Romance,Fantasy,Paranormal,Fantasy,Fiction,Fantasy,Young Adult,Fantasy"
"Things We Never Got Over (Knockemout, #1)",Lucy Score,2022,4.28,220036,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,New Adult,Audiobook,Humor"
A Tree Grows in Brooklyn (Paperback),Betty  Smith,1943,4.29,433468,"Classics,Fiction,Historical,Young Adult,Young Adult,Historical,Literature,New York,Novels,Book Club"
"Graceling (Graceling Realm, #1)",Kristin Cashore,2008,4.07,434523,"Fantasy,Young Adult,Romance,Fiction,Adventure,Young Adult,Fantasy,Fantasy,Fantasy,Young Adult"
Love in the Time of Cholera (Paperback),Gabriel García Márquez,1985,3.93,469490,"Fiction,Classics,Historical,Romance,Magical Realism,Literature,Novels,European Literature,Literary Fiction,Historical"
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,2000,4.57,3224362,"Fantasy,Young Adult,Fiction,Fantasy,Childrens,Childrens,Adventure,Audiobook,Classics,Science Fiction Fantasy"
Love and Other Words (Hardcover),Christina Lauren,2018,4.35,247297,"Romance,Contemporary,Fiction,Romance,Adult,Womens Fiction,Audiobook,New Adult,Adult Fiction,Young Adult"
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,1999,4.58,3641651,"Fantasy,Fiction,Young Adult,Fantasy,Childrens,Childrens,Adventure,Audiobook,Classics,Science Fiction Fantasy"
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,1999,4.58,3641651,"Fantasy,Fiction,Young Adult,Fantasy,Childrens,Childrens,Adventure,Audiobook,Classics,Science Fiction Fantasy"
"Rich Dad, Poor Dad (Paperback)",Robert T. Kiyosaki,1997,4.12,528243,"Business,Economics,Nonfiction,Self Help,Finance,Currency,Self Help,Economics,Audiobook,Business"
The Adventures of Huckleberry Finn (Paperback),Mark Twain,1884,3.83,1224141,"Classics,Fiction,Historical,Literature,Young Adult,Adventure,Academic,Novels,Academic,Young Adult"
"Delirium (Delirium, #1)",Lauren Oliver,2011,3.96,452199,"Young Adult,Science Fiction,Romance,Science Fiction,Fantasy,Fiction,Young Adult,Audiobook,Love,Apocalyptic"
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses (Hardcover),Eric Ries,2011,4.11,294958,"Business,Nonfiction,Business,Business,Leadership,Buisness,Self Help,Science,Self Help,Productivity"
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses (Hardcover),Eric Ries,2011,4.11,294958,"Business,Nonfiction,Business,Business,Leadership,Buisness,Self Help,Science,Self Help,Productivity"
The Autobiography of Malcolm X (Mass Market Paperback),Malcolm X,1965,4.34,248434,"Nonfiction,Biography,History,Autobiography,Biography,Race,Politics,Classics,Biography Memoir,Cultural"
The Maid (Hardcover),Nita Prose,2022,3.85,228534,"Mystery,Fiction,Thriller,Audiobook,Thriller,Contemporary,Adult,Mystery,Adult Fiction,Suspense"
"Fallen (Fallen, #1)",Lauren Kate,2009,3.72,555433,"Young Adult,Fantasy,Romance,Fantasy,Paranormal,Romance,Fiction,Fantasy,Fantasy,Young Adult"
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,2007,4.13,399927,"Romance,Fiction,LGBT,Contemporary,LGBT,Audiobook,LGBT,Young Adult,Young Adult,Adult"
The Graveyard Book (Hardcover),Neil Gaiman,2008,4.15,500362,"Fantasy,Young Adult,Fiction,Horror,Childrens,Fantasy,Childrens,Audiobook,Paranormal,Fantasy"
