,Title,Author,Year,Rating,Raters,Genres
660,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,1988,4.23,519620,"Horror,Fiction,Thriller,Mystery,Mystery,Classics,Thriller,Suspense,Novels,Adult"
661,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,2014,3.95,211452,"Horror,Fiction,Science Fiction,Horror,Science Fiction,Apocalyptic,Fantasy,Audiobook,Thriller,Adult"
662,My Best Friend's Exorcism (Kindle Edition),Grady Hendrix,2016,3.97,72217,"Horror,Fiction,Young Adult,Fantasy,Audiobook,Fantasy,Thriller,Fantasy,Adult,Humor"
663,Horns (Hardcover),Joe Hill,2009,3.93,108986,"Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Fantasy,Adult,Audiobook,Adult Fiction"
664,The Troop (Hardcover),Nick Cutter,2014,3.83,53687,"Horror,Fiction,Thriller,Science Fiction,Audiobook,Adult,Mystery,Adventure,Thriller,Adult Fiction"
665,The Picture of Dorian Gray (Paperback),Oscar Wilde,1890,4.11,1289539,"Fiction,Classics,Horror,Fantasy,Gothic,Literature,Novels,Literature,LGBT,Classics"
666,The Turn of the Screw (Paperback),Henry James,1898,3.4,137126,"Classics,Horror,Fiction,Gothic,Mystery,Audiobook,Literature,Literature,Paranormal,Fantasy"
667,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,1962,3.92,119175,"Horror,Fantasy,Fiction,Classics,Science Fiction,Young Adult,Holiday,Audiobook,Mystery,Science Fiction Fantasy"
668,Bag of Bones (Paperback),Stephen King,1998,3.91,188101,"Horror,Fiction,Thriller,Mystery,Fantasy,Fantasy,Suspense,Fantasy,Paranormal,Audiobook"
669,The Tommyknockers (Mass Market Paperback),Stephen King,1987,3.58,141438,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Science Fiction,Fantasy,Fantasy,Suspense,Audiobook"
670,Thinner (Mass Market Paperback),Richard Bachman,1984,3.76,195750,"Horror,Fiction,Thriller,Fantasy,Fantasy,Fantasy,Mystery,Suspense,Audiobook,Novels"
671,Under the Dome (Hardcover),Stephen King,2009,3.91,282705,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Mystery,Audiobook,Suspense,Adult,Science Fiction"
672,The Final Girl Support Group (Hardcover),Grady Hendrix,2021,3.56,81233,"Horror,Thriller,Fiction,Mystery,Thriller,Adult,Audiobook,Contemporary,Suspense,Adult Fiction"
673,The Institute (Hardcover),Stephen King,2019,4.2,216577,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Audiobook,Mystery,Fantasy,Thriller,Adult"
676,The Shining (Paperback),Stephen King,1977,4.26,1341750,"Horror,Fiction,Thriller,Classics,Fantasy,Fantasy,Mystery,Adult,Suspense,Audiobook"
677,It (Paperback),Stephen King,1984,4.25,988111,"Horror,Fiction,Thriller,Fantasy,Audiobook,Classics,Mystery,Adult,Fantasy,Fantasy"
678,Dracula (Paperback),Bram Stoker,1897,4.01,1134016,"Classics,Horror,Fiction,Fantasy,Paranormal,Gothic,Fantasy,Literature,Audiobook,Literature"
679,Carrie (Mass Market Paperback),Stephen King,1974,3.98,636369,"Horror,Fiction,Thriller,Fantasy,Fantasy,Classics,Adult,Fantasy,Novels,Audiobook"
680,Pet Sematary (Kindle Edition),Stephen King,1983,4.04,521135,"Horror,Fiction,Thriller,Fantasy,Audiobook,Fantasy,Adult,Fantasy,Mystery,Suspense"
681,Frankenstein: The 1818 Text (Paperback),Mary Wollstonecraft Shelley,1818,3.84,1410363,"Classics,Fiction,Horror,Science Fiction,Gothic,Fantasy,Academic,Literature,Novels,Academic"
682,The Haunting of Hill House (Paperback),Shirley Jackson,1959,3.83,243029,"Horror,Classics,Fiction,Gothic,Mystery,Fantasy,Audiobook,Thriller,Paranormal,Adult"
683,'Salem's Lot (Paperback),Stephen King,1975,4.05,402828,"Horror,Fiction,Paranormal,Fantasy,Thriller,Fantasy,Fantasy,Audiobook,Adult,Mystery"
684,Misery (Paperback),Stephen King,1987,4.2,611751,"Horror,Fiction,Thriller,Suspense,Mystery,Adult,Thriller,Audiobook,Novels,Mystery"
685,The Stand (Hardcover),Stephen King,1978,4.34,706240,"Horror,Fiction,Fantasy,Science Fiction,Apocalyptic,Thriller,Science Fiction,Audiobook,Science Fiction,Classics"
686,Mexican Gothic (Hardcover),Silvia Moreno-Garcia,2020,3.68,268580,"Horror,Fiction,Historical,Gothic,Mystery,Fantasy,Thriller,Adult,Audiobook,Historical"
687,House of Leaves (Paperback),Mark Z. Danielewski,2000,4.09,150128,"Horror,Fiction,Fantasy,Mystery,Thriller,Contemporary,Novels,Adult,Literature,Fantasy"
688,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,1976,4.01,544473,"Horror,Fantasy,Fiction,Paranormal,Fantasy,Classics,Gothic,Fantasy,Fantasy,Historical"
689,"Doctor Sleep (The Shining, #2)",Stephen King,2013,4.12,234910,"Horror,Fiction,Thriller,Fantasy,Fantasy,Audiobook,Fantasy,Mystery,Suspense,Adult"
690,World War Z: An Oral History of the Zombie War (Hardcover),Max Brooks,2006,4.01,491851,"Horror,Fiction,Horror,Science Fiction,Fantasy,Apocalyptic,Science Fiction,Audiobook,Science Fiction,War"
691,We Have Always Lived in the Castle (Paperback),Shirley Jackson,1962,3.96,176210,"Horror,Classics,Fiction,Gothic,Mystery,Audiobook,Thriller,Adult,Thriller,Novels"
692,Cujo (Paperback),Stephen King,1981,3.76,260152,"Horror,Fiction,Thriller,Suspense,Animals,Adult,Audiobook,Fantasy,Novels,Animals"
693,NOS4A2 (Hardcover),Joe Hill,2013,4.08,117420,"Horror,Fiction,Fantasy,Thriller,Audiobook,Fantasy,Paranormal,Fantasy,Adult,Mystery"
694,The Exorcist (Mass Market Paperback),William Peter Blatty,1971,4.19,212435,"Horror,Fiction,Classics,Fantasy,Thriller,Fantasy,Fantasy,Religion,Audiobook,Adult"
695,"Bird Box (Bird Box, #1)",Josh Malerman,2014,4.04,171445,"Horror,Fiction,Thriller,Science Fiction,Mystery,Science Fiction,Apocalyptic,Audiobook,Adult,Suspense"
696,Coraline (Paperback),Neil Gaiman,2002,4.09,604776,"Fantasy,Horror,Fiction,Young Adult,Childrens,Childrens,Audiobook,Fantasy,Adventure,Mystery"
697,Heart-Shaped Box (Hardcover),Joe Hill,2007,3.84,124505,"Horror,Fiction,Thriller,Fantasy,Paranormal,Fantasy,Fantasy,Mystery,Audiobook,Adult"
698,Needful Things (Paperback),Stephen King,1991,3.95,233568,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Fantasy,Audiobook,Suspense,Adult"
699,Christine (Paperback),Stephen King,1983,3.82,224579,"Horror,Fiction,Thriller,Fantasy,Fantasy,Fantasy,Mystery,Audiobook,Suspense,Adult"
700,Dr. Jekyll and Mr. Hyde (Paperback),Robert Louis Stevenson,1886,3.83,497008,"Classics,Horror,Fiction,Science Fiction,Mystery,Gothic,Fantasy,Literature,Academic,Literature"
701,The Southern Book Club's Guide to Slaying Vampires (Kindle Edition),Grady Hendrix,2020,3.82,149436,"Horror,Fiction,Fantasy,Paranormal,Audiobook,Fantasy,Thriller,Adult,Mystery,Fantasy"
702,Let the Right One In (Hardcover),John Ajvide Lindqvist,2004,4.04,102940,"Horror,Fiction,Paranormal,Fantasy,Fantasy,Thriller,Fantasy,Mystery,Cultural,European Literature"
703,Night Shift (Paperback),Stephen King,1978,4.02,166667,"Horror,Short Stories,Fiction,Thriller,Fantasy,Mystery,Anthologies,Fantasy,Suspense,Fantasy"
704,The Only Good Indians (Hardcover),Stephen Graham Jones,2020,3.72,56229,"Horror,Fiction,Thriller,Audiobook,Adult,Fantasy,Mystery,Fantasy,Contemporary,Thriller"
705,The Outsider (Hardcover),Stephen King,2018,3.99,253225,"Horror,Fiction,Thriller,Mystery,Mystery,Audiobook,Thriller,Fantasy,Fantasy,Suspense"
706,"Rosemary's Baby (Rosemary's Baby, #1)",Ira Levin,1967,4.02,128417,"Horror,Fiction,Classics,Thriller,Mystery,Fantasy,Fantasy,Audiobook,Fantasy,Suspense"
707,A Head Full of Ghosts (Hardcover),Paul Tremblay,2015,3.8,66991,"Horror,Fiction,Thriller,Mystery,Fantasy,Audiobook,Adult,Suspense,Fantasy,Thriller"
708,Firestarter (Mass Market Paperback),Stephen King,1980,3.91,212753,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Fantasy,Suspense,Fantasy,Adult,Audiobook"
709,The Dead Zone (Mass Market Paperback),Stephen King,1979,3.95,207046,"Horror,Fiction,Thriller,Fantasy,Science Fiction,Fantasy,Mystery,Fantasy,Suspense,Audiobook"
710,Horrorstör (Paperback),Grady Hendrix,2014,3.66,62585,"Horror,Fiction,Humor,Mystery,Fantasy,Thriller,Adult,Fantasy,Audiobook,Paranormal"
711,Cell (Mass Market Paperback),Stephen King,2006,3.66,211484,"Horror,Fiction,Horror,Thriller,Science Fiction,Apocalyptic,Fantasy,Science Fiction,Science Fiction,Suspense"
712,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,1988,4.23,519620,"Horror,Fiction,Thriller,Mystery,Mystery,Classics,Thriller,Suspense,Novels,Adult"
713,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,2014,3.95,211452,"Horror,Fiction,Science Fiction,Horror,Science Fiction,Apocalyptic,Fantasy,Audiobook,Thriller,Adult"
714,My Best Friend's Exorcism (Kindle Edition),Grady Hendrix,2016,3.97,72217,"Horror,Fiction,Young Adult,Fantasy,Audiobook,Fantasy,Thriller,Fantasy,Adult,Humor"
715,Horns (Hardcover),Joe Hill,2009,3.93,108986,"Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Fantasy,Adult,Audiobook,Adult Fiction"
716,The Troop (Hardcover),Nick Cutter,2014,3.83,53687,"Horror,Fiction,Thriller,Science Fiction,Audiobook,Adult,Mystery,Adventure,Thriller,Adult Fiction"
717,The Picture of Dorian Gray (Paperback),Oscar Wilde,1890,4.11,1289539,"Fiction,Classics,Horror,Fantasy,Gothic,Literature,Novels,Literature,LGBT,Classics"
718,The Turn of the Screw (Paperback),Henry James,1898,3.4,137126,"Classics,Horror,Fiction,Gothic,Mystery,Audiobook,Literature,Literature,Paranormal,Fantasy"
719,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,1962,3.92,119175,"Horror,Fantasy,Fiction,Classics,Science Fiction,Young Adult,Holiday,Audiobook,Mystery,Science Fiction Fantasy"
720,Bag of Bones (Paperback),Stephen King,1998,3.91,188101,"Horror,Fiction,Thriller,Mystery,Fantasy,Fantasy,Suspense,Fantasy,Paranormal,Audiobook"
721,The Tommyknockers (Mass Market Paperback),Stephen King,1987,3.58,141438,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Science Fiction,Fantasy,Fantasy,Suspense,Audiobook"
722,Thinner (Mass Market Paperback),Richard Bachman,1984,3.76,195750,"Horror,Fiction,Thriller,Fantasy,Fantasy,Fantasy,Mystery,Suspense,Audiobook,Novels"
723,Under the Dome (Hardcover),Stephen King,2009,3.91,282705,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Mystery,Audiobook,Suspense,Adult,Science Fiction"
724,The Final Girl Support Group (Hardcover),Grady Hendrix,2021,3.56,81233,"Horror,Thriller,Fiction,Mystery,Thriller,Adult,Audiobook,Contemporary,Suspense,Adult Fiction"
725,The Institute (Hardcover),Stephen King,2019,4.2,216577,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Audiobook,Mystery,Fantasy,Thriller,Adult"
728,The Shining (Paperback),Stephen King,1977,4.26,1341750,"Horror,Fiction,Thriller,Classics,Fantasy,Fantasy,Mystery,Adult,Suspense,Audiobook"
729,It (Paperback),Stephen King,1984,4.25,988113,"Horror,Fiction,Thriller,Fantasy,Audiobook,Classics,Mystery,Adult,Fantasy,Fantasy"
730,Dracula (Paperback),Bram Stoker,1897,4.01,1134016,"Classics,Horror,Fiction,Fantasy,Paranormal,Gothic,Fantasy,Literature,Audiobook,Literature"
731,Carrie (Mass Market Paperback),Stephen King,1974,3.98,636369,"Horror,Fiction,Thriller,Fantasy,Fantasy,Classics,Adult,Fantasy,Novels,Audiobook"
732,Pet Sematary (Kindle Edition),Stephen King,1983,4.04,521138,"Horror,Fiction,Thriller,Fantasy,Audiobook,Fantasy,Adult,Fantasy,Mystery,Suspense"
733,Frankenstein: The 1818 Text (Paperback),Mary Wollstonecraft Shelley,1818,3.84,1410363,"Classics,Fiction,Horror,Science Fiction,Gothic,Fantasy,Academic,Literature,Novels,Academic"
734,The Haunting of Hill House (Paperback),Shirley Jackson,1959,3.83,243029,"Horror,Classics,Fiction,Gothic,Mystery,Fantasy,Audiobook,Thriller,Paranormal,Adult"
735,'Salem's Lot (Paperback),Stephen King,1975,4.05,402828,"Horror,Fiction,Paranormal,Fantasy,Thriller,Fantasy,Fantasy,Audiobook,Adult,Mystery"
736,Misery (Paperback),Stephen King,1987,4.2,611751,"Horror,Fiction,Thriller,Suspense,Mystery,Adult,Thriller,Audiobook,Novels,Mystery"
737,The Stand (Hardcover),Stephen King,1978,4.34,706240,"Horror,Fiction,Fantasy,Science Fiction,Apocalyptic,Thriller,Science Fiction,Audiobook,Science Fiction,Classics"
738,Mexican Gothic (Hardcover),Silvia Moreno-Garcia,2020,3.68,268580,"Horror,Fiction,Historical,Gothic,Mystery,Fantasy,Thriller,Adult,Audiobook,Historical"
739,House of Leaves (Paperback),Mark Z. Danielewski,2000,4.09,150128,"Horror,Fiction,Fantasy,Mystery,Thriller,Contemporary,Novels,Adult,Literature,Fantasy"
740,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,1976,4.01,544473,"Horror,Fantasy,Fiction,Paranormal,Fantasy,Classics,Gothic,Fantasy,Fantasy,Historical"
741,"Doctor Sleep (The Shining, #2)",Stephen King,2013,4.12,234910,"Horror,Fiction,Thriller,Fantasy,Fantasy,Audiobook,Fantasy,Mystery,Suspense,Adult"
742,World War Z: An Oral History of the Zombie War (Hardcover),Max Brooks,2006,4.01,491851,"Horror,Fiction,Horror,Science Fiction,Fantasy,Apocalyptic,Science Fiction,Audiobook,Science Fiction,War"
743,We Have Always Lived in the Castle (Paperback),Shirley Jackson,1962,3.96,176210,"Horror,Classics,Fiction,Gothic,Mystery,Audiobook,Thriller,Adult,Thriller,Novels"
744,Cujo (Paperback),Stephen King,1981,3.76,260152,"Horror,Fiction,Thriller,Suspense,Animals,Adult,Audiobook,Fantasy,Novels,Animals"
745,NOS4A2 (Hardcover),Joe Hill,2013,4.08,117420,"Horror,Fiction,Fantasy,Thriller,Audiobook,Fantasy,Paranormal,Fantasy,Adult,Mystery"
746,The Exorcist (Mass Market Paperback),William Peter Blatty,1971,4.19,212435,"Horror,Fiction,Classics,Fantasy,Thriller,Fantasy,Fantasy,Religion,Audiobook,Adult"
747,"Bird Box (Bird Box, #1)",Josh Malerman,2014,4.04,171445,"Horror,Fiction,Thriller,Science Fiction,Mystery,Science Fiction,Apocalyptic,Audiobook,Adult,Suspense"
748,Coraline (Paperback),Neil Gaiman,2002,4.09,604776,"Fantasy,Horror,Fiction,Young Adult,Childrens,Childrens,Audiobook,Fantasy,Adventure,Mystery"
749,Heart-Shaped Box (Hardcover),Joe Hill,2007,3.84,124505,"Horror,Fiction,Thriller,Fantasy,Paranormal,Fantasy,Fantasy,Mystery,Audiobook,Adult"
750,Needful Things (Paperback),Stephen King,1991,3.95,233568,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Fantasy,Audiobook,Suspense,Adult"
751,Christine (Paperback),Stephen King,1983,3.82,224580,"Horror,Fiction,Thriller,Fantasy,Fantasy,Fantasy,Mystery,Audiobook,Suspense,Adult"
752,Dr. Jekyll and Mr. Hyde (Paperback),Robert Louis Stevenson,1886,3.83,497008,"Classics,Horror,Fiction,Science Fiction,Mystery,Gothic,Fantasy,Literature,Academic,Literature"
753,The Southern Book Club's Guide to Slaying Vampires (Kindle Edition),Grady Hendrix,2020,3.82,149436,"Horror,Fiction,Fantasy,Paranormal,Audiobook,Fantasy,Thriller,Adult,Mystery,Fantasy"
754,Let the Right One In (Hardcover),John Ajvide Lindqvist,2004,4.04,102940,"Horror,Fiction,Paranormal,Fantasy,Fantasy,Thriller,Fantasy,Mystery,Cultural,European Literature"
755,Night Shift (Paperback),Stephen King,1978,4.02,166667,"Horror,Short Stories,Fiction,Thriller,Fantasy,Mystery,Anthologies,Fantasy,Suspense,Fantasy"
756,The Only Good Indians (Hardcover),Stephen Graham Jones,2020,3.72,56229,"Horror,Fiction,Thriller,Audiobook,Adult,Fantasy,Mystery,Fantasy,Contemporary,Thriller"
757,The Outsider (Hardcover),Stephen King,2018,3.99,253225,"Horror,Fiction,Thriller,Mystery,Mystery,Audiobook,Thriller,Fantasy,Fantasy,Suspense"
758,"Rosemary's Baby (Rosemary's Baby, #1)",Ira Levin,1967,4.02,128417,"Horror,Fiction,Classics,Thriller,Mystery,Fantasy,Fantasy,Audiobook,Fantasy,Suspense"
759,A Head Full of Ghosts (Hardcover),Paul Tremblay,2015,3.8,66991,"Horror,Fiction,Thriller,Mystery,Fantasy,Audiobook,Adult,Suspense,Fantasy,Thriller"
760,Firestarter (Mass Market Paperback),Stephen King,1980,3.91,212753,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Fantasy,Suspense,Fantasy,Adult,Audiobook"
761,The Dead Zone (Mass Market Paperback),Stephen King,1979,3.95,207046,"Horror,Fiction,Thriller,Fantasy,Science Fiction,Fantasy,Mystery,Fantasy,Suspense,Audiobook"
762,Horrorstör (Paperback),Grady Hendrix,2014,3.66,62585,"Horror,Fiction,Humor,Mystery,Fantasy,Thriller,Adult,Fantasy,Audiobook,Paranormal"
763,Cell (Mass Market Paperback),Stephen King,2006,3.66,211484,"Horror,Fiction,Horror,Thriller,Science Fiction,Apocalyptic,Fantasy,Science Fiction,Science Fiction,Suspense"
764,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,1988,4.23,519621,"Horror,Fiction,Thriller,Mystery,Mystery,Classics,Thriller,Suspense,Novels,Adult"
765,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,2014,3.95,211452,"Horror,Fiction,Science Fiction,Horror,Science Fiction,Apocalyptic,Fantasy,Audiobook,Thriller,Adult"
766,My Best Friend's Exorcism (Kindle Edition),Grady Hendrix,2016,3.97,72218,"Horror,Fiction,Young Adult,Fantasy,Audiobook,Fantasy,Thriller,Fantasy,Adult,Humor"
767,Horns (Hardcover),Joe Hill,2009,3.93,108986,"Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Fantasy,Adult,Audiobook,Adult Fiction"
768,The Troop (Hardcover),Nick Cutter,2014,3.83,53687,"Horror,Fiction,Thriller,Science Fiction,Audiobook,Adult,Mystery,Adventure,Thriller,Adult Fiction"
769,The Picture of Dorian Gray (Paperback),Oscar Wilde,1890,4.11,1289539,"Fiction,Classics,Horror,Fantasy,Gothic,Literature,Novels,Literature,LGBT,Classics"
770,The Turn of the Screw (Paperback),Henry James,1898,3.4,137126,"Classics,Horror,Fiction,Gothic,Mystery,Audiobook,Literature,Literature,Paranormal,Fantasy"
771,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,1962,3.92,119175,"Horror,Fantasy,Fiction,Classics,Science Fiction,Young Adult,Holiday,Audiobook,Mystery,Science Fiction Fantasy"
772,Bag of Bones (Paperback),Stephen King,1998,3.91,188101,"Horror,Fiction,Thriller,Mystery,Fantasy,Fantasy,Suspense,Fantasy,Paranormal,Audiobook"
773,The Tommyknockers (Mass Market Paperback),Stephen King,1987,3.58,141438,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Science Fiction,Fantasy,Fantasy,Suspense,Audiobook"
774,Thinner (Mass Market Paperback),Richard Bachman,1984,3.76,195750,"Horror,Fiction,Thriller,Fantasy,Fantasy,Fantasy,Mystery,Suspense,Audiobook,Novels"
775,Under the Dome (Hardcover),Stephen King,2009,3.91,282705,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Mystery,Audiobook,Suspense,Adult,Science Fiction"
776,The Final Girl Support Group (Hardcover),Grady Hendrix,2021,3.56,81233,"Horror,Thriller,Fiction,Mystery,Thriller,Adult,Audiobook,Contemporary,Suspense,Adult Fiction"
777,The Institute (Hardcover),Stephen King,2019,4.2,216577,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Audiobook,Mystery,Fantasy,Thriller,Adult"
780,The Shining (Paperback),Stephen King,1977,4.26,1341750,"Horror,Fiction,Thriller,Classics,Fantasy,Fantasy,Mystery,Adult,Suspense,Audiobook"
781,It (Paperback),Stephen King,1984,4.25,988113,"Horror,Fiction,Thriller,Fantasy,Audiobook,Classics,Mystery,Adult,Fantasy,Fantasy"
782,Dracula (Paperback),Bram Stoker,1897,4.01,1134016,"Classics,Horror,Fiction,Fantasy,Paranormal,Gothic,Fantasy,Literature,Audiobook,Literature"
783,Carrie (Mass Market Paperback),Stephen King,1974,3.98,636369,"Horror,Fiction,Thriller,Fantasy,Fantasy,Classics,Adult,Fantasy,Novels,Audiobook"
784,Pet Sematary (Kindle Edition),Stephen King,1983,4.04,521138,"Horror,Fiction,Thriller,Fantasy,Audiobook,Fantasy,Adult,Fantasy,Mystery,Suspense"
785,Frankenstein: The 1818 Text (Paperback),Mary Wollstonecraft Shelley,1818,3.84,1410363,"Classics,Fiction,Horror,Science Fiction,Gothic,Fantasy,Academic,Literature,Novels,Academic"
786,The Haunting of Hill House (Paperback),Shirley Jackson,1959,3.83,243029,"Horror,Classics,Fiction,Gothic,Mystery,Fantasy,Audiobook,Thriller,Paranormal,Adult"
787,'Salem's Lot (Paperback),Stephen King,1975,4.05,402828,"Horror,Fiction,Paranormal,Fantasy,Thriller,Fantasy,Fantasy,Audiobook,Adult,Mystery"
788,Misery (Paperback),Stephen King,1987,4.2,611751,"Horror,Fiction,Thriller,Suspense,Mystery,Adult,Thriller,Audiobook,Novels,Mystery"
789,The Stand (Hardcover),Stephen King,1978,4.34,706240,"Horror,Fiction,Fantasy,Science Fiction,Apocalyptic,Thriller,Science Fiction,Audiobook,Science Fiction,Classics"
790,Mexican Gothic (Hardcover),Silvia Moreno-Garcia,2020,3.68,268580,"Horror,Fiction,Historical,Gothic,Mystery,Fantasy,Thriller,Adult,Audiobook,Historical"
791,House of Leaves (Paperback),Mark Z. Danielewski,2000,4.09,150128,"Horror,Fiction,Fantasy,Mystery,Thriller,Contemporary,Novels,Adult,Literature,Fantasy"
792,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,1976,4.01,544473,"Horror,Fantasy,Fiction,Paranormal,Fantasy,Classics,Gothic,Fantasy,Fantasy,Historical"
793,"Doctor Sleep (The Shining, #2)",Stephen King,2013,4.12,234910,"Horror,Fiction,Thriller,Fantasy,Fantasy,Audiobook,Fantasy,Mystery,Suspense,Adult"
794,World War Z: An Oral History of the Zombie War (Hardcover),Max Brooks,2006,4.01,491851,"Horror,Fiction,Horror,Science Fiction,Fantasy,Apocalyptic,Science Fiction,Audiobook,Science Fiction,War"
795,We Have Always Lived in the Castle (Paperback),Shirley Jackson,1962,3.96,176210,"Horror,Classics,Fiction,Gothic,Mystery,Audiobook,Thriller,Adult,Thriller,Novels"
796,Cujo (Paperback),Stephen King,1981,3.76,260153,"Horror,Fiction,Thriller,Suspense,Animals,Adult,Audiobook,Fantasy,Novels,Animals"
797,NOS4A2 (Hardcover),Joe Hill,2013,4.08,117420,"Horror,Fiction,Fantasy,Thriller,Audiobook,Fantasy,Paranormal,Fantasy,Adult,Mystery"
798,The Exorcist (Mass Market Paperback),William Peter Blatty,1971,4.19,212435,"Horror,Fiction,Classics,Fantasy,Thriller,Fantasy,Fantasy,Religion,Audiobook,Adult"
799,"Bird Box (Bird Box, #1)",Josh Malerman,2014,4.04,171445,"Horror,Fiction,Thriller,Science Fiction,Mystery,Science Fiction,Apocalyptic,Audiobook,Adult,Suspense"
800,Coraline (Paperback),Neil Gaiman,2002,4.09,604776,"Fantasy,Horror,Fiction,Young Adult,Childrens,Childrens,Audiobook,Fantasy,Adventure,Mystery"
801,Heart-Shaped Box (Hardcover),Joe Hill,2007,3.84,124505,"Horror,Fiction,Thriller,Fantasy,Paranormal,Fantasy,Fantasy,Mystery,Audiobook,Adult"
802,Needful Things (Paperback),Stephen King,1991,3.95,233568,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Fantasy,Audiobook,Suspense,Adult"
803,Christine (Paperback),Stephen King,1983,3.82,224580,"Horror,Fiction,Thriller,Fantasy,Fantasy,Fantasy,Mystery,Audiobook,Suspense,Adult"
804,Dr. Jekyll and Mr. Hyde (Paperback),Robert Louis Stevenson,1886,3.83,497008,"Classics,Horror,Fiction,Science Fiction,Mystery,Gothic,Fantasy,Literature,Academic,Literature"
805,The Southern Book Club's Guide to Slaying Vampires (Kindle Edition),Grady Hendrix,2020,3.82,149436,"Horror,Fiction,Fantasy,Paranormal,Audiobook,Fantasy,Thriller,Adult,Mystery,Fantasy"
806,Let the Right One In (Hardcover),John Ajvide Lindqvist,2004,4.04,102940,"Horror,Fiction,Paranormal,Fantasy,Fantasy,Thriller,Fantasy,Mystery,Cultural,European Literature"
807,Night Shift (Paperback),Stephen King,1978,4.02,166667,"Horror,Short Stories,Fiction,Thriller,Fantasy,Mystery,Anthologies,Fantasy,Suspense,Fantasy"
808,The Only Good Indians (Hardcover),Stephen Graham Jones,2020,3.72,56229,"Horror,Fiction,Thriller,Audiobook,Adult,Fantasy,Mystery,Fantasy,Contemporary,Thriller"
809,The Outsider (Hardcover),Stephen King,2018,3.99,253226,"Horror,Fiction,Thriller,Mystery,Mystery,Audiobook,Thriller,Fantasy,Fantasy,Suspense"
810,"Rosemary's Baby (Rosemary's Baby, #1)",Ira Levin,1967,4.02,128417,"Horror,Fiction,Classics,Thriller,Mystery,Fantasy,Fantasy,Audiobook,Fantasy,Suspense"
811,A Head Full of Ghosts (Hardcover),Paul Tremblay,2015,3.8,66991,"Horror,Fiction,Thriller,Mystery,Fantasy,Audiobook,Adult,Suspense,Fantasy,Thriller"
812,Firestarter (Mass Market Paperback),Stephen King,1980,3.91,212753,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Fantasy,Suspense,Fantasy,Adult,Audiobook"
813,The Dead Zone (Mass Market Paperback),Stephen King,1979,3.95,207046,"Horror,Fiction,Thriller,Fantasy,Science Fiction,Fantasy,Mystery,Fantasy,Suspense,Audiobook"
814,Horrorstör (Paperback),Grady Hendrix,2014,3.66,62585,"Horror,Fiction,Humor,Mystery,Fantasy,Thriller,Adult,Fantasy,Audiobook,Paranormal"
815,Cell (Mass Market Paperback),Stephen King,2006,3.66,211484,"Horror,Fiction,Horror,Thriller,Science Fiction,Apocalyptic,Fantasy,Science Fiction,Science Fiction,Suspense"
816,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,1988,4.23,519621,"Horror,Fiction,Thriller,Mystery,Mystery,Classics,Thriller,Suspense,Novels,Adult"
817,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,2014,3.95,211452,"Horror,Fiction,Science Fiction,Horror,Science Fiction,Apocalyptic,Fantasy,Audiobook,Thriller,Adult"
818,My Best Friend's Exorcism (Kindle Edition),Grady Hendrix,2016,3.97,72218,"Horror,Fiction,Young Adult,Fantasy,Audiobook,Fantasy,Thriller,Fantasy,Adult,Humor"
819,Horns (Hardcover),Joe Hill,2009,3.93,108986,"Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Fantasy,Adult,Audiobook,Adult Fiction"
820,The Troop (Hardcover),Nick Cutter,2014,3.83,53687,"Horror,Fiction,Thriller,Science Fiction,Audiobook,Adult,Mystery,Adventure,Thriller,Adult Fiction"
