Title,Author,Year,Rating,Raters
And the Trees Crept In (Hardcover),Dawn Kurtagich,Missing,3.56,5815
"Ghost Road Blues (Pine Deep, #1)",Jonathan Maberry,Missing,3.78,8099
Kin (Hardcover),Kealan Patrick Burke,Missing,3.91,4360
"The Merciless (The Merciless, #1)",Danielle Vega,Missing,3.60,15483
A Certain Hunger (Audible Audio),Chelsea G. Summers,Missing,3.95,11889
The Children on the Hill (Hardcover),Jennifer  McMahon,Missing,3.89,13683
"American Gods (American Gods, #1)",Neil Gaiman,Missing,4.11,857733
"The Best Defense (The Walking Dead, #5)",Robert Kirkman,Missing,4.28,25002
Imajica (Paperback),Clive Barker,Missing,4.17,22051
Burn Our Bodies Down (ebook),Rory Power,Missing,3.54,9359
The King in Yellow and Other Horror Stories (Paperback),Robert W. Chambers,Missing,3.69,7912
Fledgling (Paperback),Octavia E. Butler,Missing,3.85,26336
"Pandora (New Tales of the Vampires, #1)",Anne Rice,Missing,3.78,43671
The Shining Girls (Hardcover),Lauren Beukes,Missing,3.54,46714
"Tokyo Ghoul, Tome 1 (Tokyo Ghoul, #1)",Sui Ishida,Missing,4.42,121113
Mongrels (Hardcover),Stephen Graham Jones,Missing,3.94,6220
The Fall of the House of Usher and Other Tales (Paperback),Edgar Allan Poe,Missing,4.17,71471
One Past Midnight: The Langoliers (Audio Cassette),Stephen King,Missing,3.92,38099
"Night of the Living Dummy (Goosebumps, #7)",R.L. Stine,Missing,3.84,28149
"The Murders of Molly Southbourne (Molly Southbourne, #1)",Tade Thompson,Missing,3.82,5074
Wylding Hall (ebook),Elizabeth Hand,Missing,3.83,5361
"Blackout (Newsflesh, #3)",Mira Grant,Missing,4.09,21930
The Bone Houses (Hardcover),Emily Lloyd-Jones,Missing,4.01,17189
Lock Every Door (ebook),Riley Sager,Missing,3.91,142749
Between Two Fires (Hardcover),Christopher Buehlman,Missing,4.24,7917
Sharp Objects (Paperback),Gillian Flynn,Missing,4.01,870211
Suffer the Children (Paperback),John Saul,Missing,3.92,29999
The Wind Through the Keyhole (Kindle Edition),Stephen King,Missing,4.15,75549
Missing,Missing,Missing,0,0
Missing,Missing,Missing,0,0
"Chilling Adventures of Sabrina, Vol. 1: The Crucible (Paperback)",Roberto Aguirre-Sacasa,Missing,3.95,12547
The Last Days of Jack Sparks (Paperback),Jason Arnopp,Missing,3.89,7712
Gallant (Hardcover),V.E. Schwab,Missing,3.80,54283
"Blood And Gold (The Vampire Chronicles, #8)",Anne Rice,Missing,3.91,33613
I Remember You (Paperback),Yrsa Sigurðardóttir,Missing,3.86,9572
The Dangers of Smoking in Bed (Hardcover),Mariana Enríquez,Missing,3.88,18887
More Tales to Chill Your Bones (Paperback),Alvin Schwartz,Missing,4.16,15138
Collected Ghost Stories (Hardcover),M.R. James,Missing,4.14,7172
Growing Things and Other Stories (Hardcover),Paul Tremblay,Missing,3.50,5285
The Child Thief (Hardcover),Brom,Missing,4.09,16403
The Bad Seed (Paperback),William March,Missing,4.03,17794
The Drowning Kind (Hardcover),Jennifer  McMahon,Missing,3.83,19473
"Say Cheese and Die! (Goosebumps, #4)",R.L. Stine,Missing,3.77,24054
The Scarlet Gospels (Hardcover),Clive Barker,Missing,3.49,8722
Shutter Island (Mass Market Paperback),Dennis Lehane,Missing,4.10,181082
The Dunwich Horror and Others (Hardcover),H.P. Lovecraft,Missing,4.19,14751
Songs of a Dead Dreamer and Grimscribe (Paperback),Thomas Ligotti,Missing,3.99,3921
Twilight Eyes (Paperback),Dean Koontz,Missing,3.91,26088
"This Sorrowful Life (The Walking Dead, #6)",Robert Kirkman,Missing,4.30,23753
"The Reapers are the Angels (Reapers, #1)",Alden Bell,Missing,3.89,11684
A Winter Haunting (Seasons of Horror #4),Dan Simmons,Missing,3.60,8995
Fragments of Horror (Hardcover),Junji Ito,Missing,4.10,11479
"The Madman's Daughter (The Madman's Daughter, #1)",Megan Shepherd,Missing,3.67,23575
Whispers (Paperback),Dean Koontz,Missing,3.93,32393
Dark Places (Hardcover),Gillian Flynn,Missing,3.95,674619
Experimental Film (Paperback),Gemma Files,Missing,3.60,2546
Little Heaven (Hardcover),Nick Cutter,Missing,3.79,5363
They Thirst (Hardcover),Robert McCammon,Missing,3.91,12008
Sorrowland (Hardcover),Rivers Solomon,Missing,3.83,8675
Wakenhyrst (Hardcover),Michelle Paver,Missing,3.88,14334
The Carrow Haunt (Kindle Edition),Darcy Coates,Missing,4.11,8612
"Books of Blood, Volume Two (Books of Blood, #2)",Clive Barker,Missing,4.09,11128
The Devil All the Time (Hardcover),Donald Ray Pollock,Missing,4.12,30655
The Walking Dead: Compendium One (Paperback),Robert Kirkman,Missing,4.44,67401
"Neverwhere (London Below, #1)",Neil Gaiman,Missing,4.17,486300
FantasticLand (Hardcover),Mike Bockoven,Missing,3.99,9168
The Invisible Man (Paperback),H.G. Wells,Missing,3.64,173642
"Afraid (Afraid, #1)",Jack Kilborn,Missing,3.91,9129
The Dead and the Dark (Hardcover),Courtney Gould,Missing,3.95,6252
The Funhouse (Paperback),Dean Koontz,Missing,3.64,22633
False Memory (Paperback),Dean Koontz,Missing,3.89,45255
Geek Love (Paperback),Katherine Dunn,Missing,3.96,62758
Roadwork (Paperback),Richard Bachman,Missing,3.60,33555
The Complete Works of H.P. Lovecraft (Kindle Edition),H.P. Lovecraft,Missing,4.35,16091
The Cellar (Paperback),Richard Laymon,Missing,3.65,7552
Revenge (Paperback),Yōko Ogawa,Missing,4.01,15988
The Day of the Triffids (Paperback),John Wyndham,Missing,4.01,99946
The Saturday Night Ghost Club (Hardcover),Craig Davidson,Missing,3.89,12946
"Blackwood Farm (The Vampire Chronicles, #9)",Anne Rice,Missing,3.88,31826
The Burning Girls (Hardcover),C.J. Tudor,Missing,4.04,27060
Missing,Missing,Missing,0,0
Missing,Missing,Missing,0,0
The Rising (The Rising #1),Brian Keene,Missing,3.80,9942
The Woman in White (Paperback),Wilkie Collins,Missing,4.00,144927
Manhunt (Paperback),Gretchen Felker-Martin,Missing,3.64,4234
"The Calm Before (The Walking Dead, #7)",Robert Kirkman,Missing,4.26,21920
"Made to Suffer (The Walking Dead, #8)",Robert Kirkman,Missing,4.45,26283
The Night Sister (Hardcover),Jennifer  McMahon,Missing,3.70,21033
"Fear Nothing (Moonlight Bay, #1)",Dean Koontz,Missing,4.00,36275
Remina (Hardcover),Junji Ito,Missing,3.67,10093
"Uzumaki: Spiral into Horror, Vol. 2. (Paperback)",Junji Ito,Missing,4.32,11039
"Here We Remain (The Walking Dead, #9)",Robert Kirkman,Missing,4.24,18064
Smashed: Junji Ito Story Collection (Hardcover),Junji Ito,Missing,4.13,10058
The Hatching (The Hatching #1),Ezekiel Boone,Missing,3.67,6091
Maplecroft (The Borden Dispatches #1),Cherie Priest,Missing,3.58,4448
"Darkhouse (Experiment in Terror, #1)",Karina Halle,Missing,3.77,17117
"Bad Girls Don't Die (Bad Girls Don't Die, #1)",Katie Alender,Missing,4.02,28032
All's Well (Hardcover),Mona Awad,Missing,3.66,10114
"Lord Loss (The Demonata, #1)",Darren Shan,Missing,4.23,21844
The Imago Sequence and Other Stories (Hardcover),Laird Barron,Missing,4.01,3710
Teatro Grottesco (Hardcover),Thomas Ligotti,Missing,4.10,4496
"The Call (The Call, #1)",Peadar Ó Guilín,Missing,3.84,13078
"The Descent (Descent, #1)",Jeff Long,Missing,3.96,8179
The Family Plot (Hardcover),Cherie Priest,Missing,3.65,3528
"Twilight (The Twilight Saga, #1)",Stephenie Meyer,Missing,3.63,5921891
Lost Boy: The True Story of Captain Hook (Paperback),Christina Henry,Missing,4.22,21589
The Vampyre (Paperback),John William Polidori,Missing,3.30,9561
The Vegetarian (Hardcover),Han Kang,Missing,3.59,131177
The Anomaly (The Anomaly Files #1),Michael Rutger,Missing,3.79,9868
The Shuddering (Paperback),Ania Ahlborn,Missing,3.73,5336
"Stay Out of the Basement  (Goosebumps, #2)",R.L. Stine,Missing,3.69,18903
"The Haunted Mask (Goosebumps, #11)",R.L. Stine,Missing,3.84,21153
"What We Become (The Walking Dead, #10)",Robert Kirkman,Missing,4.27,18054
The Red Tree (Paperback),Caitlín R. Kiernan,Missing,3.66,3322
Velocity (Mass Market Paperback),Dean Koontz,Missing,3.87,61857
"This is Not a Test (This is Not a Test, #1)",Courtney Summers,Missing,3.85,14061
"The Atrocity Archives (Laundry Files, #1)",Charles Stross,Missing,3.90,24221
Coldheart Canyon (Paperback),Clive Barker,Missing,3.70,8071
Apt Pupil (Paperback),Stephen King,Missing,3.91,31206
The Last Werewolf (The Last Werewolf #1),Glen Duncan,Missing,3.46,15642
Earthlings (Hardcover),Sayaka Murata,Missing,3.58,28274
The Monkey's Paw (Hardcover),W.W. Jacobs,Missing,3.84,12355
"Uzumaki: Spiral Into Horror, Vol. 3 (Paperback)",Junji Ito,Missing,4.26,9964
The Chalk Man (Hardcover),C.J. Tudor,Missing,3.71,89239
The Traveling Vampire Show (Mass Market Paperback),Richard Laymon,Missing,3.84,8386
The Pallbearers Club (Hardcover),Paul Tremblay,Missing,3.22,4632
City of Night (Dean Koontz's Frankenstein #2),Dean Koontz,Missing,3.99,22639
Slewfoot: A Tale of Bewitchery (Hardcover),Brom,Missing,4.35,5159
"Ararat (Ben Walker, #1)",Christopher Golden,Missing,3.38,5735
North American Lake Monsters (Hardcover),Nathan Ballingrud,Missing,4.00,4217
House of Hunger (Hardcover),Alexis Henderson,Missing,3.76,1886
Audition (Hardcover),Ryū Murakami,Missing,3.52,9603
Missing,Missing,Missing,0,0
Missing,Missing,Missing,0,0
Legion (Hardcover),William Peter Blatty,Missing,3.72,10337
The Wendigo (Paperback),Algernon Blackwood,Missing,3.82,5349
This House Is Haunted (Hardcover),John Boyne,Missing,3.60,12897
Cold Fire (Paperback),Dean Koontz,Missing,3.82,24649
"What the Hell Did I Just Read (John Dies at the End, #3)",David  Wong,Missing,4.16,12267
"30 Days of Night, Vol. 1 (Paperback)",Steve Niles,Missing,3.79,19521
Lullaby (Paperback),Chuck Palahniuk,Missing,3.74,94735
The Patient (Kindle Edition),Jasper DeWitt,Missing,3.51,11867
"Rise of the Governor (The Walking Dead: Novels, #1)",Robert Kirkman,Missing,3.89,19271
"I Hunt Killers (I Hunt Killers, #1)",Barry Lyga,Missing,4.02,37661
Harbor (Hardcover),John Ajvide Lindqvist,Missing,3.66,7250
Fairy Tale (Hardcover),Stephen King,Missing,4.29,37487
The Devil Crept In (Paperback),Ania Ahlborn,Missing,3.64,4858
Storm of the Century (Paperback),Stephen King,Missing,3.95,22922
Dragon Tears (Paperback),Dean Koontz,Missing,3.76,22265
Fellside (Hardcover),M.R. Carey,Missing,3.57,13467
"Fear the Hunters (The Walking Dead, #11)",Robert Kirkman,Missing,4.32,18091
"Harrow County, Vol. 1: Countless Haints (Paperback)",Cullen Bunn,Missing,4.04,5944
Mr. Murder (Paperback),Dean Koontz,Missing,3.78,26102
The Vampire's Assistant (Cirque du Freak #2),Darren Shan,Missing,4.13,41704
"The Inhuman Condition (Books of Blood, #4)",Clive Barker,Missing,3.96,7887
No One Gets Out Alive (Paperback),Adam Nevill,Missing,3.69,3814
Servant of the Bones (Hardcover),Anne Rice,Missing,3.74,29719
Suffer the Children (Paperback),Craig DiLouie,Missing,3.91,3464
The Boatman's Daughter (Paperback),Andy  Davidson,Missing,3.52,3749
Gone to See the River Man (Kindle Edition),Kristopher Triana,Missing,3.72,6222
The Beautiful Thing That Awaits Us All (Hardcover),Laird Barron,Missing,3.98,3670
"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",Laurell K. Hamilton,Missing,4.12,82738
The Book of Lost Things (Hardcover),John Connolly,Missing,3.95,74814
Naomi's Room (Paperback),Jonathan Aycliffe,Missing,3.69,4294
The Haunted (Paperback),Bentley Little,Missing,3.57,7764
Drood (Hardcover),Dan Simmons,Missing,3.52,15601
The Wolf's Hour (Michael Gallatin #1),Robert McCammon,Missing,4.07,10920
Children of the Night (Seasons of Horror #2),Dan Simmons,Missing,3.72,7559
77 Shadow Street (Hardcover),Dean R. Koontz,Missing,3.36,20364
"The Walking Dead, Book One (Hardcover)",Robert Kirkman,Missing,4.35,36508
Under the Skin (Paperback),Michel Faber,Missing,3.74,23597
The Store (Paperback),Bentley Little,Missing,3.85,7537
"Nightmare at 20,000 Feet (Paperback)",Richard Matheson,Missing,4.07,7672
"Odd Hours (Odd Thomas, #4)",Dean Koontz,Missing,3.96,45326
"Too Far Gone (The Walking Dead, #13)",Robert Kirkman,Missing,4.21,14916
Invasion of the Body Snatchers (Paperback),Jack Finney,Missing,3.90,21044
The Rats in the Walls (Paperback),H.P. Lovecraft,Missing,4.02,8749
The Broken Girls (Kindle Edition),Simone St. James,Missing,4.07,81772
The Rats in the Walls (Paperback),H.P. Lovecraft,Missing,4.02,8749
"Meg (MEG, #1)",Steve Alten,Missing,3.76,20510
Smoke and Mirrors: Short Fiction and Illusions (Mass Market Paperback),Neil Gaiman,Missing,4.02,68775
"Life Among Them (The Walking Dead, #12)",Robert Kirkman,Missing,4.31,19753
"Night Watch (Watch, #1)",Sergei Lukyanenko,Missing,3.97,42037
Fragile Things: Short Fictions and Wonders (Paperback),Neil Gaiman,Missing,3.96,66840
Missing,Missing,Missing,0,0
Missing,Missing,Missing,0,0
Doll Bones (Hardcover),Holly Black,Missing,3.68,27375
"Vittorio, The Vampire (New Tales of the Vampires, #2)",Anne Rice,Missing,3.53,27009
What Big Teeth (Hardcover),Rose Szabo,Missing,3.42,4959
Black Hole (Hardcover),Charles Burns,Missing,3.84,46938
Within These Walls (Paperback),Ania Ahlborn,Missing,3.61,4388
Bone White (Paperback),Ronald Malfi,Missing,3.89,3870
Goth (Paperback),Otsuichi,Missing,4.05,3738
172 Hours on the Moon (Paperback),Johan Harstad,Missing,3.54,12847
"Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)",Joseph Delaney,Missing,4.00,46647
"Unwind (Unwind, #1)",Neal Shusterman,Missing,4.17,213013
Creepshow (Paperback),Stephen King,Missing,4.07,37555
Just Like Mother (Hardcover),Anne Heltzel,Missing,3.74,4467
Zombie (Paperback),Joyce Carol Oates,Missing,3.34,9840
The Last Final Girl (Paperback),Stephen Graham Jones,Missing,3.14,2936
"Haunted (David Ash, #1)",James Herbert,Missing,3.79,7191
From the Corner of His Eye (Mass Market Paperback),Dean Koontz,Missing,4.05,31139
You Should Have Left (Kindle Edition),Daniel Kehlmann,Missing,3.50,5825
"The Enemy (The Enemy, #1)",Charlie Higson,Missing,4.10,23223
Last Days (Paperback),Brian Evenson,Missing,3.78,3649
"Down Among the Sticks and Bones (Wayward Children, #2)",Seanan McGuire,Missing,4.15,44230
The Door to December (Paperback),Richard Paige,Missing,3.96,36578
The Night Gardener (Hardcover),Jonathan Auxier,Missing,4.06,18510
The Toll (Paperback),Cherie Priest,Missing,3.42,2758
"Hollow City (Miss Peregrine's Peculiar Children, #2)",Ransom Riggs,Missing,4.06,223135
Ghost Stories of an Antiquary (Paperback),M.R. James,Missing,4.07,4854
"Books of Blood, Volume Three (Books of Blood, #3)",Clive Barker,Missing,4.17,11379
"Reliquary (Pendergast, #2)",Douglas Preston,Missing,4.03,43381
"Vamphyri! (Necroscope, #2)",Brian Lumley,Missing,4.11,7496
The Ghost Tree (Paperback),Christina Henry,Missing,3.82,4661
American Elsewhere (Paperback),Robert Jackson Bennett,Missing,3.78,6377
Road of Bones (Hardcover),Christopher Golden,Missing,3.46,2970
"Metro 2033 (Metro, #1)",Dmitry Glukhovsky,Missing,4.00,53729
Night Chills (Paperback),Dean Koontz,Missing,3.89,25248
"Blood Canticle (The Vampire Chronicles, #10)",Anne Rice,Missing,3.73,23342
The Devil in Silver (Hardcover),Victor LaValle,Missing,3.55,4866
Cackle (Paperback),Rachel   Harrison,Missing,3.71,11598
Hunted (Kindle Edition),Darcy Coates,Missing,4.08,9505
Who Goes There? (Paperback),John W. Campbell Jr.,Missing,3.82,8333
Floating Dragon (Paperback),Peter Straub,Missing,3.84,11900
"The Curse of the Wendigo (The Monstrumologist, #2)",Rick Yancey,Missing,4.17,7207
"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,Missing,4.16,91919
The Lesser Dead (Hardcover),Christopher Buehlman,Missing,4.03,4130
"Hater (Hater, #1)",David Moody,Missing,3.65,10078
The Thing on the Doorstep and Other Weird Stories (Paperback),H.P. Lovecraft,Missing,4.29,9491
"City of Ghosts (Cassidy Blake, #1)",Victoria Schwab,Missing,3.90,56656
The Loney (Hardcover),Andrew Michael Hurley,Missing,3.27,15101
The Weight of Blood (Hardcover),Tiffany D. Jackson,Missing,4.35,3644
"Dream Country (The Sandman, #3)",Neil Gaiman,Missing,4.24,112513
The Secret of Crickley Hall (Hardcover),James Herbert,Missing,3.91,8730
Suicide Forest (World's Scariest Places #1),Jeremy Bates,Missing,3.70,5889
Missing,Missing,Missing,0,0
Missing,Missing,Missing,0,0
The Mary Shelley Club (Hardcover),Goldy Moldavsky,Missing,3.94,7409
The Replacement (Hardcover),Brenna Yovanoff,Missing,3.55,19682
Tunnels of Blood (Cirque du Freak #3),Darren Shan,Missing,4.14,35922
"Attack on Titan, Vol. 1 (Attack on Titan, #1)",Hajime Isayama,Missing,4.47,198844
Daughters Unto Devils (Hardcover),Amy Lukavics,Missing,3.58,3859
"Your House Is on Fire, Your Children All Gone (Paperback)",Stefan Kiesbye,Missing,3.32,3679
Ghost Wall (Hardcover),Sarah Moss,Missing,3.77,19653
"Johannes Cabal the Necromancer (Johannes Cabal, #1)",Jonathan L. Howard,Missing,3.92,19337
"Monster Blood (Goosebumps, #3)",R.L. Stine,Missing,3.52,12051
"Spiral (Ring, #2)",Kōji Suzuki,Missing,3.76,5672
"The Three (The Three, #1)",Sarah Lotz,Missing,3.31,13600
The Midwich Cuckoos (Mass Market Paperback),John Wyndham,Missing,3.92,22452
Alice Isn't Dead (Hardcover),Joseph Fink,Missing,3.65,7650
"No Way Out (The Walking Dead, #14)",Robert Kirkman,Missing,4.32,17070
We Need to Talk About Kevin (Paperback),Lionel Shriver,Missing,4.07,181893
"Mr. Monster (John Cleaver, #2)",Dan Wells,Missing,4.11,12931
Thornhill (Kindle Edition),Pam Smy,Missing,3.78,11630
Tales of H.P. Lovecraft (Paperback),H.P. Lovecraft,Missing,4.23,9150
"Dead Voices (Small Spaces, #2)",Katherine Arden,Missing,4.07,7771
Come with Me (Kindle Edition),Ronald Malfi,Missing,4.02,5992
"Hammers on Bone (Persons Non Grata, #1)",Cassandra Khaw,Missing,3.64,3624
"Lockdown (Escape from Furnace, #1)",Alexander Gordon Smith,Missing,4.11,19101
Hell Followed With Us (Hardcover),Andrew Joseph White,Missing,4.26,3754
Cursed Bunny (Paperback),Bora Chung,Missing,3.91,5224
Demon Seed (Paperback),Dean Koontz,Missing,3.44,14813
The Turn of the Key (Hardcover),Ruth Ware,Missing,3.94,216710
Occultation and Other Stories (Hardcover),Laird Barron,Missing,4.08,3174
The Need (Hardcover),Helen          Phillips,Missing,3.15,13059
Frankenstein in Baghdad (Paperback),Ahmed Saadawi,Missing,3.57,14095
"One Day at Horrorland (Goosebumps, #16)",R.L. Stine,Missing,3.91,17920
Cold Moon Over Babylon (Paperback),Michael McDowell,Missing,3.98,3189
Billy Summers (Hardcover),Stephen King,Missing,4.24,108034
Foe (Hardcover),Iain Reid,Missing,3.72,13793
"Lair (Rats, #2)",James Herbert,Missing,3.94,7154
Beloved (Kindle Edition),Toni Morrison,Missing,3.92,387766
"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,Missing,3.82,60592
Catherine House (Hardcover),Elisabeth    Thomas,Missing,3.11,21357
The Loop (Hardcover),Jeremy Robert Johnson,Missing,3.42,4259
When I Arrived at the Castle (Paperback),Emily Carroll,Missing,3.70,3972
We Are All Completely Fine (Paperback),Daryl Gregory,Missing,3.75,4077
"The Wide, Carnivorous Sky and Other Monstrous Geographies (Paperback)",John  Langan,Missing,4.08,2398
The War of the Worlds (Paperback),H.G. Wells,Missing,3.83,284645
How to Sell a Haunted House (Hardcover),Grady Hendrix,Missing,4.14,265
The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death (Paperback),H.P. Lovecraft,Missing,4.23,6855
"We Find Ourselves (The Walking Dead, #15)",Robert Kirkman,Missing,4.12,12898
"What the Night Knows (What the Night Knows, #1)",Dean Koontz,Missing,3.77,19869
UR (Kindle Edition),Stephen King,Missing,3.72,19230
The Dark (Paperback),James Herbert,Missing,3.84,6728
Nightbitch (Hardcover),Rachel Yoder,Missing,3.66,18595
"Empire of the Vampire (Empire of the Vampire, #1)",Jay Kristoff,Missing,4.41,25222
Missing,Missing,Missing,0,0
Missing,Missing,Missing,0,0
The Diary of Ellen Rimbauer: My Life at Rose Red (Mass Market Paperback),Joyce Reardon,Missing,3.69,9800
Frankenstein (Paperback),Junji Ito,Missing,3.99,6995
Goddess of Filth (Paperback),V. Castro,Missing,3.75,2242
Venus in the Blind Spot (Hardcover),Junji Ito,Missing,4.14,7238
"You (You, #1)",Caroline Kepnes,Missing,3.95,207073
Life Expectancy (Paperback),Dean Koontz,Missing,3.99,35655
Sunshine (Mass Market Paperback),Robin McKinley,Missing,3.84,40845
El horror de Dunwich (Paperback),H.P. Lovecraft,Missing,3.81,7869
The Hole (Hardcover),Hye-Young Pyun,Missing,3.38,5062
Universal Harvester (Hardcover),John Darnielle,Missing,3.22,15225
"The Summer I Died (The Roger Huntington Saga, #1)",Ryan C. Thomas,Missing,3.86,2999
"Monster Island (Monster Island, #1)",David Wellington,Missing,3.60,10642
Dark Water (Paperback),Kōji Suzuki,Missing,3.62,4023
Sole Survivor (Paperback),Dean Koontz,Missing,3.80,28939
Ten (Hardcover),Gretchen McNeil,Missing,3.68,15260
The Woods Are Dark (Paperback),Richard Laymon,Missing,3.57,4915
Harrow Lake (Hardcover),Kat Ellis,Missing,3.56,3886
The Reddening (Hardcover),Adam Nevill,Missing,3.70,3433
The Servants of Twilight (Paperback),Leigh Nichols,Missing,3.90,20809
"Seize the Night (Moonlight Bay, #2)",Dean Koontz,Missing,4.09,28105
The Silence (Paperback),Tim Lebbon,Missing,3.82,5410
Song for the Unraveling of the World (Paperback),Brian Evenson,Missing,3.89,2650
The Supernatural Enhancements (Hardcover),Edgar Cantero,Missing,3.64,7022
"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton,Missing,4.12,76406
The Auctioneer (Paperback),Joan Samson,Missing,3.82,2471
The Complete Tales and Poems (Hardcover),Edgar Allan Poe,Missing,4.49,8926
Leech (Hardcover),Hiron Ennes,Missing,3.84,808
"Outcast, Vol. 1: A Darkness Surrounds Him (Paperback)",Robert Kirkman,Missing,3.85,8279
We Need to Do Something (Paperback),Max Booth III,Missing,3.51,3502
Pine (Hardcover),Francine Toon,Missing,3.40,11457
Stinger (Kindle Edition),Robert McCammon,Missing,3.89,7966
Devil House (Hardcover),John Darnielle,Missing,3.33,7645
The Daughter of Doctor Moreau (Hardcover),Silvia Moreno-Garcia,Missing,3.69,8716
"Seed of Destruction (Hellboy, #1)",Mike Mignola,Missing,4.14,70711
Winter Moon (Paperback),Dean Koontz,Missing,3.86,17702
"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,Missing,4.11,72381
"The Curse of the Mummy's Tomb (Goosebumps, #5)",R.L. Stine,Missing,3.67,14518
When No One Is Watching (Paperback),Alyssa Cole,Missing,3.53,70029
Dead and Alive (Dean Koontz's Frankenstein #3),Dean Koontz,Missing,4.02,24590
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,Missing,3.96,244649
"A Larger World (The Walking Dead, #16)",Robert Kirkman,Missing,4.16,12039
The Book of Cold Cases (Hardcover),Simone St. James,Missing,3.83,67902
Koko (Paperback),Peter Straub,Missing,3.59,9358
"Season of Mists (The Sandman, #4)",Neil Gaiman,Missing,4.54,71247
"The Source (Necroscope, #3)",Brian Lumley,Missing,4.15,6478
Usher's Passing (Mass Market Paperback),Robert McCammon,Missing,3.94,4806
"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",Carrie Ryan,Missing,3.91,30608
The Companion (Hardcover),Katie Alender,Missing,3.85,5733
The Boy Who Drew Monsters (Hardcover),Keith Donohue,Missing,3.48,6586
The Face (Mass Market Paperback),Dean Koontz,Missing,3.73,21795
Missing,Missing,Missing,0,0
Missing,Missing,Missing,0,0
Small Favors (Hardcover),Erin A. Craig,Missing,4.05,11067
Unbury Carol (Hardcover),Josh Malerman,Missing,3.33,5196
House (Kindle Edition),Frank E. Peretti,Missing,3.57,25380
"The Low, Low Woods (Hardcover)",Carmen Maria Machado,Missing,3.94,3793
Reprieve (Hardcover),James Han Mattson,Missing,3.43,4549
Survive the Night (Hardcover),Riley Sager,Missing,3.51,82348
The Dream-Quest of Unknown Kadath (Mass Market Paperback),H.P. Lovecraft,Missing,3.96,6674
Woom (Kindle Edition),Duncan Ralston,Missing,3.43,9581
"Sanctum (Asylum, #2)",Madeleine Roux,Missing,3.88,17649
Krampus: The Yule Lord (Hardcover),Brom,Missing,4.10,7305
Island (Paperback),Richard Laymon,Missing,3.79,6371
Echo (Hardcover),Thomas Olde Heuvelt,Missing,3.54,3522
"Sandman Slim (Sandman Slim, #1)",Richard Kadrey,Missing,3.94,35141
Everville (Book of the Art #2),Clive Barker,Missing,4.04,10543
The Canterville Ghost (Hardcover),Oscar Wilde,Missing,3.88,66181
The Merry Spinster: Tales of Everyday Horror (Paperback),Daniel M. Lavery,Missing,3.30,5985
"Something to Fear (The Walking Dead, #17)",Robert Kirkman,Missing,4.33,13300
Darkness (Paperback),John Saul,Missing,3.95,20855
"Day by Day Armageddon (Day by Day Armageddon, #1)",J.L. Bourne,Missing,4.01,17417
Wanderers (ebook),Chuck Wendig,Missing,3.97,20389
The Body (Paperback),Robin Waterfield,Missing,4.28,40320
Thirteen Storeys (Paperback),Jonathan Sims,Missing,3.93,3802
The Bird Eater (Audio CD),Ania Ahlborn,Missing,3.51,8109
Blockade Billy (Hardcover),Stephen King,Missing,3.46,21174
"The First Days (As the World Dies, #1)",Rhiannon Frater,Missing,3.77,9642
Anya's Ghost (Hardcover),Vera Brosgol,Missing,3.91,79642
The Demonologist (Hardcover),Andrew Pyper,Missing,3.32,9289
"Vampire Mountain (Cirque Du Freak, #4)",Darren Shan,Missing,4.16,32559
Dagon (Kindle Edition),H.P. Lovecraft,Missing,3.70,7478
Inspection (Kindle Edition),Josh Malerman,Missing,3.48,6718
The Drowning Girl (Paperback),Caitlín R. Kiernan,Missing,3.72,5042
"Snow, Glass, Apples (Hardcover)",Colleen Doran,Missing,4.10,10059
Blindness (Kindle Edition),José Saramago,Missing,4.16,252069
Wait Till Helen Comes (Paperback),Mary Downing Hahn,Missing,4.13,21994
By the Light of the Moon (Paperback),Dean Koontz,Missing,3.88,24556
"My Favorite Thing Is Monsters, Vol. 1 (My Favorite Thing Is Monsters, #1)",Emil Ferris,Missing,4.22,20106
"My Soul to Keep (African Immortals, #1)",Tananarive Due,Missing,4.15,5587
"Prince Lestat (The Vampire Chronicles, #11)",Anne Rice,Missing,3.82,22018
Falling Angel (Hardcover),William Hjortsberg,Missing,3.91,4608
"The Tomb (Repairman Jack, #1)",F. Paul Wilson,Missing,4.05,8295
Wormwood (Mass Market Paperback),Poppy Z. Brite,Missing,3.92,5534
Shutter (Hardcover),Courtney Alameda,Missing,3.77,2837
"Harrow the Ninth (The Locked Tomb, #2)",Tamsyn Muir,Missing,4.29,39527
The Enigma of Amigara Fault (ebook),Junji Ito,Missing,4.35,6845
"The Living Dead (The Living Dead, #1)",John Joseph Adams,Missing,3.85,9082
"Trials of Death (Cirque Du Freak, #5)",Darren Shan,Missing,4.25,30296
