Title,Author,Year,Rating,Raters
"Warm Bodies (Warm Bodies, #1)",Isaac Marion,2010,3.91,102805
"Off Season (Dead River, #1)",Jack Ketchum,1980,3.8,12381
There's Someone Inside Your House (Hardcover),Stephanie Perkins,2017,3.4,32459
"14 (Threshold, #1)",Peter Clines,2012,3.96,34145
Summer Sons (Hardcover),Lee Mandelo,2021,3.82,6178
"Wytches, Volume 1 (Paperback)",Scott Snyder,2014,3.8,15109
"Ninth House (Alex Stern, #1)",Leigh Bardugo,2019,4.04,187813
At the Mountains of Madness and Other Tales of Terror (Mass Market Paperback),H.P. Lovecraft,1981,4.26,23642
Sour Candy (Kindle Edition),Kealan Patrick Burke,2015,3.74,9585
The Masque of the Red Death (Paperback),Edgar Allan Poe,1842,4.08,33325
Near the Bone (Paperback),Christina Henry,2021,3.75,8335
Dark Matter (Hardcover),Michelle Paver,2010,3.98,14609
"Miles Behind Us (The Walking Dead, #2)",Robert Kirkman,2004,4.23,38139
The Good House (Paperback),Tananarive Due,2003,3.98,5992
Survivor Song (Hardcover),Paul Tremblay,2020,3.63,13124
Things We Lost in the Fire (Hardcover),Mariana Enríquez,2016,4.07,25609
The Case of Charles Dexter Ward (Paperback),H.P. Lovecraft,1941,4.15,18240
The Great God Pan (Paperback),Arthur Machen,1890,3.7,12195
The Shadows (Paperback),Alex North,2020,3.74,44089
In the Tall Grass (Audio CD),Stephen King,2012,3.65,23889
I Have No Mouth and I Must Scream (Mass Market Paperback),Harlan Ellison,1967,3.9,28682
Just Like Home (Hardcover),Sarah Gailey,2022,3.47,7674
"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,2019,4.23,84099
"Girl of Nightmares (Anna, #2)",Kendare Blake,2012,3.85,30624
Necronomicon: The Best Weird Tales (Hardcover),H.P. Lovecraft,2008,4.2,16029
The Black Cat (Paperback),Edgar Allan Poe,1843,4.04,37262
The King in Yellow (Paperback),Robert W. Chambers,1895,3.51,13583
The Monster of Elendhaven (Hardcover),Jennifer Giesbrecht,2019,3.57,7005
"Welcome to Dead House (Goosebumps, #1)",R.L. Stine,1992,3.84,33291
Those Across the River (Hardcover),Christopher Buehlman,2011,3.69,9665
"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice,1993,3.87,58972
Lost Souls (Paperback),Poppy Z. Brite,1992,3.9,17250
Tomie (Hardcover),Junji Ito,1987,4.12,18657
The Dark Descent of Elizabeth Frankenstein (Hardcover),Kiersten White,2018,3.9,18215
Authority (Paperback),Jeff VanderMeer,2014,3.53,72960
Brother (Paperback),Ania Ahlborn,2015,3.97,9349
"Rolling in the Deep (Rolling in the Deep, #0.5)",Mira Grant,2015,3.99,7627
"The Diviners (The Diviners, #1)",Libba Bray,2012,3.94,93805
Danse Macabre (Paperback),Stephen King,1981,3.66,27168
The Monk (Paperback),Matthew Gregory Lewis,1796,3.82,25602
Dracul (Hardcover),Dacre Stoker,2018,4.13,12463
Elevation (Hardcover),Stephen King,2018,3.66,107893
The Mummy (Ramses the Damned #1),Anne Rice,1989,3.85,45403
Disappearance at Devil's Rock (Hardcover),Paul Tremblay,2016,3.59,12970
Song of Kali (Paperback),Dan Simmons,1985,3.61,12568
"Hannibal Rising (Hannibal Lecter, #4)",Thomas  Harris,2006,3.55,44299
"This Book Is Full of Spiders (John Dies at the End, #2)",David  Wong,2012,4.25,28288
Gyo (Hardcover),Junji Ito,2002,3.87,17436
Rage (Paperback),Richard Bachman,1977,3.75,41631
Lord of the Flies (Paperback),William Golding,1954,3.69,2638528
The Shadow over Innsmouth (Paperback),H.P. Lovecraft,1936,4.12,16727
The Fog (Paperback),James Herbert,1975,3.89,25075
Harvest Home (Hardcover),Thomas Tryon,1973,3.84,8541
Hidden Pictures (Hardcover),Jason Rekulak,2020,4.24,42721
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,1990,4.07,891203
"Pines (Wayward Pines, #1)",Blake Crouch,2012,3.94,104331
The Thief of Always (Hardcover),Clive Barker,1992,4.2,30941
The Collector (Paperback),John Fowles,1963,3.98,69363
The Pit and the Pendulum (Paperback),Edgar Allan Poe,1842,4.19,53783
Burnt Offerings (Hardcover),Robert Marasco,1973,3.8,7426
Craven Manor (Paperback),Darcy Coates,2017,3.95,13076
Rebecca (ebook),Daphne du Maurier,1938,4.24,559491
Lightning (Mass Market Paperback),Dean Koontz,1988,4.08,59499
Seed (ebook),Ania Ahlborn,2011,3.72,11480
"Safety Behind Bars (The Walking Dead, #3)",Robert Kirkman,2005,4.3,32400
"The Keep (Adversary Cycle, #1)",F. Paul Wilson,1981,4.0,18190
White Smoke (Hardcover),Tiffany D. Jackson,2021,3.85,11072
"Deadline (Newsflesh, #2)",Mira Grant,2011,4.1,25329
"Malorie (Bird Box, #2)",Josh Malerman,2020,3.82,18767
The Metamorphosis (Paperback),Franz Kafka,1915,3.84,846994
"The City of Mirrors (The Passage, #3)",Justin Cronin,2016,4.2,51422
"Patient Zero (Joe Ledger, #1)",Jonathan Maberry,2009,3.99,28213
Sundial (Hardcover),Catriona Ward,2022,3.83,8034
"Cirque Du Freak: A Living Nightmare (Cirque Du Freak, #1)",Darren Shan,2000,4.08,55499
Slasher Girls & Monster Boys (Kindle Edition),April Genevieve Tucholke,2015,3.87,8491
The Halloween Tree (Paperback),Ray Bradbury,1972,3.79,27158
"Rot & Ruin (Rot & Ruin, #1)",Jonathan Maberry,2010,4.1,34091
Prodigal Son (Dean Koontz's Frankenstein #1),Dean Koontz,2005,4.03,34971
Boy's Life (Kindle Edition),Robert McCammon,1991,4.38,30776
The Whisper Man (Hardcover),Alex North,2019,4.04,128060
The House Next Door (Mass Market Paperback),Anne Rivers Siddons,1978,3.87,10879
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,2004,3.9,200529
This Thing Between Us (Paperback),Gus Moreno,2021,3.78,7562
The Girl in Red (Paperback),Christina Henry,2019,3.71,12439
Last Days (Paperback),Adam Nevill,2012,3.81,5866
The October Country (Hardcover),Ray Bradbury,1955,4.13,16615
A Cosmology of Monsters (Hardcover),Shaun Hamill,2019,3.78,7744
The Deep (ebook),Alma Katsu,2020,3.34,7860
"Anno Dracula (Anno Dracula, #1)",Kim Newman,1992,3.77,13382
Dark Harvest (Paperback),Norman Partridge,2006,3.68,6609
Chasing the Boogeyman (Hardcover),Richard  Chizmar,2021,4.0,15195
Stolen Tongues (Kindle Edition),Felix Blackwell,2017,3.97,10664
"Forever Odd (Odd Thomas, #2)",Dean Koontz,2005,3.98,73995
A House at the Bottom of a Lake (Kindle Edition),Josh Malerman,2016,3.21,13492
The Taking of Jake Livingston (Hardcover),Ryan Douglass,2021,3.47,9232
Paperbacks from Hell: The Twisted History of '70s and '80s Horror Fiction (Paperback),Grady Hendrix,2017,4.3,7791
"Taltos (Lives of the Mayfair Witches, #3)",Anne Rice,1994,3.81,51483
The House on the Borderland (Paperback),William Hope Hodgson,1908,3.62,7622
The Return (Hardcover),Rachel   Harrison,2020,3.32,10140
House of Salt and Sorrows (Hardcover),Erin A. Craig,2019,3.93,65085
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,1993,4.02,142183
More Scary Stories to Tell in the Dark (Hardcover),Alvin Schwartz,1984,4.11,16959
"Welcome to Night Vale (Welcome to Night Vale, #1)",Joseph Fink,2015,3.83,37853
Shiver: Selected Stories (Hardcover),Junji Ito,2015,4.35,12609
The Taking (Mass Market Paperback),Dean Koontz,2004,3.79,38419
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror (Paperback),Robert Louis Stevenson,1886,3.94,119217
Rules for Vanishing (Hardcover),Kate Alice Marshall,2019,3.8,7418
The Bad Place (Mass Market Paperback),Dean Koontz,1990,3.93,35928
"Infected (Infected, #1)",Scott Sigler,2008,3.84,20298
Strangers (Paperback),Dean Koontz,1986,4.01,44327
"Monstress, Vol. 1: Awakening (Paperback)",Marjorie M. Liu,2016,3.96,56801
"The Heart's Desire (The Walking Dead, #4)",Robert Kirkman,2005,4.2,28927
The Coldest Girl in Coldtown (Hardcover),Holly Black,2013,3.84,66339
The Graveyard Apartment (Hardcover),Mariko Koike,1988,3.24,3540
The Complete Fiction (Leather Bound),H.P. Lovecraft,1937,4.35,12258
The Cipher (Paperback),Kathe Koja,1991,3.57,4706
Midnight (Paperback),Dean Koontz,1989,3.85,25858
Zone One (Hardcover),Colson Whitehead,2011,3.26,22185
Our Wives Under the Sea (Paperback),Julia Armfield,2022,3.93,9611
"The Boy on the Bridge (The Girl With All the Gifts, #2)",M.R. Carey,2017,3.96,23473
