,Title,Author,Year,Rating,Raters,Genres
649,"Haunted (David Ash, #1)",James Herbert,1988,3.79,7269,"Horror,Fiction,Paranormal,Fantasy,Fantasy,Mystery,Gothic,Fantasy,Horror,Thriller"
650,Cackle (Paperback),Rachel   Harrison,2021,3.7,13332,"Horror,Fantasy,Fiction,Paranormal,Fantasy,Adult,Holiday,Audiobook,Fantasy,Contemporary"
651,"Hollow City (Miss Peregrine's Peculiar Children, #2)",Ransom Riggs,2014,4.06,224148,"Fantasy,Young Adult,Fiction,Fantasy,Historical,Horror,Science Fiction,Mystery,Adventure,Fantasy"
652,The Night Gardener (Hardcover),Jonathan Auxier,2014,4.06,18679,"Fantasy,Childrens,Horror,Mystery,Young Adult,Fiction,Historical,Childrens,Childrens,Fantasy"
653,The Door to December (Paperback),Richard Paige,1985,3.97,36647,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Thriller,Science Fiction,Adult,Fantasy"
654,"The Enemy (The Enemy, #1)",Charlie Higson,2009,4.1,23292,"Horror,Horror,Young Adult,Science Fiction,Fiction,Apocalyptic,Science Fiction,Fantasy,Thriller,Science Fiction"
655,The Lesser Dead (Hardcover),Christopher Buehlman,2014,4.03,4250,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Fantasy,Audiobook,Thriller,Adult,Fantasy"
656,"Books of Blood, Volume Three (Books of Blood, #3)",Clive Barker,1984,4.17,11424,"Horror,Short Stories,Fiction,Fantasy,Anthologies,Thriller,Short Stories,Anthologies,Mystery,Fantasy"
657,American Elsewhere (Paperback),Robert Jackson Bennett,2013,3.78,6423,"Horror,Fantasy,Fiction,Science Fiction,Mystery,Fantasy,Fantasy,Speculative Fiction,Fantasy,Science Fiction Fantasy"
658,The Devil in Silver (Hardcover),Victor LaValle,2012,3.55,4925,"Horror,Fiction,Fantasy,Thriller,Mystery,Audiobook,Mental Health,Literary Fiction,Health,Adult"
659,"Reliquary (Pendergast, #2)",Douglas Preston,1997,4.03,43591,"Thriller,Mystery,Horror,Fiction,Thriller,Suspense,Science Fiction,Mystery,Adventure,Audiobook"
660,"Vamphyri! (Necroscope, #2)",Brian Lumley,1988,4.11,7520,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Science Fiction,Thriller,Fantasy,Fantasy,Novels"
661,"Metro 2033 (Metro, #1)",Dmitry Glukhovsky,2002,4.01,54355,"Science Fiction,Fiction,Horror,Apocalyptic,Science Fiction,Fantasy,Cultural,Science Fiction,Literature,Audiobook"
662,Night Chills (Paperback),Dean Koontz,1976,3.89,25349,"Horror,Fiction,Thriller,Suspense,Mystery,Science Fiction,Thriller,Novels,Fantasy,Adult Fiction"
663,"City of Ghosts (Cassidy Blake, #1)",Victoria Schwab,2018,3.9,57659,"Fantasy,Childrens,Fantasy,Young Adult,Audiobook,Horror,Paranormal,Fiction,Childrens,Fantasy"
664,Ghost Stories of an Antiquary (Paperback),M.R. James,1904,4.06,4901,"Horror,Short Stories,Fiction,Classics,Gothic,Horror,Paranormal,Fantasy,Fantasy,Fantasy"
665,Hunted (Kindle Edition),Darcy Coates,2018,4.08,9746,"Horror,Thriller,Mystery,Fiction,Thriller,Suspense,Adult,Holiday,Audiobook,Mystery"
666,"Blood Canticle (The Vampire Chronicles, #10)",Anne Rice,2003,3.73,23409,"Paranormal,Horror,Fantasy,Fiction,Fantasy,Fantasy,Fantasy,Paranormal,Gothic,Occult"
667,Come with Me (Kindle Edition),Ronald Malfi,2021,4.02,6329,"Horror,Thriller,Mystery,Fiction,Thriller,Audiobook,Mystery,Suspense,Adult,Fantasy"
668,Who Goes There? (Paperback),John W. Campbell Jr.,1938,3.82,8448,"Horror,Science Fiction,Fiction,Classics,Short Stories,Novella,Science Fiction,Thriller,Audiobook,Fantasy"
669,The Mary Shelley Club (Hardcover),Goldy Moldavsky,2021,3.93,7736,"Horror,Young Adult,Thriller,Mystery,Fiction,Thriller,Contemporary,Audiobook,Suspense,Mystery"
670,Floating Dragon (Paperback),Peter Straub,1982,3.84,11938,"Horror,Fiction,Fantasy,Thriller,Science Fiction,Fantasy,Suspense,Fantasy,Novels,Literature"
671,"The Curse of the Wendigo (The Monstrumologist, #2)",Rick Yancey,2010,4.17,7233,"Horror,Young Adult,Fantasy,Historical,Fantasy,Fiction,Historical,Mystery,Fantasy,Folklore"
672,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,1995,4.16,92048,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Horror,Romance,Fiction,Fantasy,Mystery"
673,Suicide Forest (World's Scariest Places #1),Jeremy Bates,2014,3.7,5969,"Horror,Thriller,Fiction,Mystery,Fantasy,Cultural,Suspense,Fantasy,Adventure,Fantasy"
676,Ghost Wall (Hardcover),Sarah Moss,2018,3.77,20053,"Fiction,Horror,Literary Fiction,Contemporary,Novella,Audiobook,Historical,European Literature,Adult,Novels"
677,"Hater (Hater, #1)",David Moody,2006,3.65,10099,"Horror,Horror,Fiction,Science Fiction,Apocalyptic,Science Fiction,Science Fiction,Thriller,Fantasy,Adult Fiction"
678,Alice Isn't Dead (Hardcover),Joseph Fink,2018,3.65,7783,"Horror,Fiction,Fantasy,Mystery,LGBT,LGBT,Thriller,Audiobook,Adult,Science Fiction"
679,The Loney (Hardcover),Andrew Michael Hurley,2014,3.27,15196,"Horror,Fiction,Gothic,Mystery,Thriller,Contemporary,Literary Fiction,European Literature,Suspense,Religion"
680,The Sandman Vol. 3: Dream Country (Hardcover),Neil Gaiman,1990,4.24,113477,"Sequential Art,Sequential Art,Fantasy,Fiction,Horror,Graphic Novels Comics,Comics,Fantasy,Fantasy,Science Fiction Fantasy"
681,The Midwich Cuckoos (Mass Market Paperback),John Wyndham,1957,3.91,22742,"Science Fiction,Horror,Fiction,Classics,Fantasy,Science Fiction Fantasy,Speculative Fiction,European Literature,Audiobook,Novels"
682,Nightbitch (Hardcover),Rachel Yoder,2021,3.65,20136,"Fiction,Horror,Magical Realism,Contemporary,Fantasy,Literary Fiction,Feminism,Audiobook,Adult,Novels"
683,The Thing on the Doorstep and Other Weird Stories (Paperback),H.P. Lovecraft,1937,4.29,9507,"Horror,Short Stories,Fiction,Classics,Fantasy,Science Fiction,Fantasy,Gothic,Horror,Literature"
684,"Monster Blood (Goosebumps, #3)",R.L. Stine,1992,3.52,12192,"Horror,Childrens,Fiction,Childrens,Young Adult,Fantasy,Mystery,Fantasy,Thriller,Novels"
685,The Secret of Crickley Hall (Hardcover),James Herbert,2006,3.91,8816,"Horror,Fiction,Thriller,Paranormal,Fantasy,Fantasy,Fantasy,Mystery,Horror,Audiobook"
686,"Attack on Titan, Vol. 1 (Attack on Titan, #1)",Hajime Isayama,2009,4.47,202139,"Sequential Art,Sequential Art,Fantasy,Horror,Sequential Art,Fiction,Science Fiction,Science Fiction,Young Adult,Action"
687,Foe (Hardcover),Iain Reid,2018,3.72,14259,"Horror,Science Fiction,Fiction,Thriller,Mystery,Audiobook,Thriller,Adult,Suspense,Cultural"
688,"Johannes Cabal the Necromancer (Johannes Cabal, #1)",Jonathan L. Howard,2009,3.92,19427,"Fantasy,Horror,Fiction,Science Fiction,Humor,Fantasy,Fantasy,Paranormal,Fantasy,Audiobook"
689,"Dead Voices (Small Spaces, #2)",Katherine Arden,2019,4.07,8034,"Childrens,Horror,Fantasy,Fantasy,Mystery,Fiction,Childrens,Paranormal,Young Adult,Audiobook"
690,Thornhill (Kindle Edition),Pam Smy,2017,3.78,11758,"Sequential Art,Horror,Young Adult,Childrens,Mystery,Fiction,Fantasy,Paranormal,Gothic,Fantasy"
691,"Your House Is on Fire, Your Children All Gone (Paperback)",Stefan Kiesbye,2012,3.32,3695,"Horror,Fiction,Short Stories,Historical,Adult,Gothic,Cultural,Mystery,Dark,Fantasy"
692,The Replacement (Hardcover),Brenna Yovanoff,2010,3.55,19706,"Young Adult,Fantasy,Horror,Fantasy,Fantasy,Fiction,Fantasy,Young Adult,Paranormal,Romance"
693,"Spiral (Ring, #2)",Kōji Suzuki,1995,3.76,5753,"Horror,Fiction,Cultural,Asian Literature,Mystery,Science Fiction,Thriller,Fantasy,Fantasy,Cultural"
694,"The Three (The Three, #1)",Sarah Lotz,2014,3.31,13637,"Horror,Fiction,Thriller,Mystery,Science Fiction,Fantasy,Suspense,Fantasy,Thriller,Adult"
695,We Need to Talk About Kevin (Paperback),Lionel Shriver,2003,4.07,182594,"Fiction,Contemporary,Thriller,Horror,Mystery,Drama,Adult,Psychology,Literary Fiction,Book Club"
696,Catherine House (Hardcover),Elisabeth    Thomas,2020,3.11,21792,"Fiction,Mystery,Horror,Thriller,Gothic,Thriller,Adult,Audiobook,Contemporary,Fantasy"
697,Daughters Unto Devils (Hardcover),Amy Lukavics,2015,3.58,3884,"Horror,Young Adult,Historical,Historical,Fiction,Fantasy,Fantasy,Fantasy,Mystery,Young Adult"
698,Frankenstein in Baghdad (Paperback),Ahmed Saadawi,2013,3.57,14293,"Horror,Fiction,Fantasy,Novels,Magical Realism,Literary Fiction,Science Fiction,Contemporary,War,Literature"
699,"Hammers on Bone (Persons Non Grata, #1)",Cassandra Khaw,2016,3.64,3670,"Horror,Fantasy,Novella,Fiction,Fantasy,Mystery,Horror,Mystery,Short Stories,Adult"
700,"Mr. Monster (John Cleaver, #2)",Dan Wells,2010,4.11,13033,"Horror,Young Adult,Thriller,Fantasy,Mystery,Fiction,Fantasy,Mystery,Fantasy,Fantasy"
701,"No Way Out (The Walking Dead, #14)",Robert Kirkman,2011,4.32,17109,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
702,Tales of H.P. Lovecraft (Paperback),H.P. Lovecraft,1935,4.23,9170,"Horror,Fiction,Short Stories,Classics,Fantasy,Science Fiction,Gothic,Literature,Fantasy,Horror"
703,The Daughter of Doctor Moreau (Hardcover),Silvia Moreno-Garcia,2022,3.67,11025,"Historical,Horror,Fiction,Fantasy,Science Fiction,Historical,Retellings,Gothic,Adult,Audiobook"
704,The Loop (Hardcover),Jeremy Robert Johnson,2020,3.41,4424,"Horror,Science Fiction,Fiction,Thriller,Young Adult,Horror,Audiobook,Mystery,Science Fiction,Thriller"
705,Goddess of Filth (Paperback),V. Castro,2021,3.74,2500,"Horror,Novella,Fiction,Fantasy,Feminism,Fantasy,Adult,Fantasy,Audiobook,Young Adult"
706,The Turn of the Key (Hardcover),Ruth Ware,2019,3.94,220721,"Mystery,Thriller,Fiction,Thriller,Audiobook,Adult,Suspense,Horror,Contemporary,Adult Fiction"
707,Occultation and Other Stories (Hardcover),Laird Barron,2010,4.08,3208,"Horror,Short Stories,Fiction,Fantasy,Horror,Fantasy,Anthologies,Anthologies,Speculative Fiction,Short Stories"
708,"Lockdown (Escape from Furnace, #1)",Alexander Gordon Smith,2009,4.11,19140,"Young Adult,Horror,Science Fiction,Science Fiction,Thriller,Fantasy,Fiction,Adventure,Young Adult,Suspense"
709,Tunnels of Blood (Cirque du Freak #3),Darren Shan,2000,4.14,36065,"Fantasy,Young Adult,Horror,Paranormal,Fiction,Fantasy,Fantasy,Adventure,Childrens,Fantasy"
710,Demon Seed (Paperback),Dean Koontz,1973,3.44,14849,"Horror,Fiction,Thriller,Science Fiction,Suspense,Mystery,Thriller,Fantasy,Mystery,Literature"
711,Billy Summers (Hardcover),Stephen King,2021,4.23,112103,"Fiction,Thriller,Horror,Mystery,Mystery,Audiobook,Thriller,Suspense,Adult,Contemporary"
712,"One Day at Horrorland (Goosebumps, #16)",R.L. Stine,1994,3.91,18050,"Horror,Childrens,Fiction,Young Adult,Childrens,Fantasy,Mystery,Fantasy,Thriller,Childrens"
713,"Lair (Rats, #2)",James Herbert,1979,3.94,7211,"Horror,Fiction,Thriller,Audiobook,Science Fiction,Animals,Fantasy,Novels,European Literature,Apocalyptic"
714,Beloved (Kindle Edition),Toni Morrison,1987,3.92,390658,"Fiction,Classics,Historical,Magical Realism,Literature,Historical,Cultural,Academic,Novels,Literary Fiction"
715,Cold Moon Over Babylon (Paperback),Michael McDowell,1980,3.98,3243,"Horror,Gothic,Fiction,Mystery,Gothic,Thriller,Fantasy,Fantasy,Audiobook,Paranormal"
716,The Need (Hardcover),Helen          Phillips,2019,3.15,13183,"Horror,Fiction,Thriller,Science Fiction,Mystery,Thriller,Adult,Audiobook,Suspense,Literary Fiction"
717,The Book Eaters (Hardcover),Sunyi Dean,2022,3.73,11449,"Fantasy,Horror,Fiction,LGBT,Adult,Writing,LGBT,Gothic,Audiobook,LGBT"
718,"Empire of the Vampire (Empire of the Vampire, #1)",Jay Kristoff,2021,4.4,26719,"Fantasy,Paranormal,Horror,Adult,Fantasy,Fiction,Fantasy,Dark,Fantasy,Fantasy"
719,Frankenstein (Paperback),Junji Ito,1999,3.99,7296,"Sequential Art,Horror,Sequential Art,Sequential Art,Fiction,Short Stories,Fantasy,Science Fiction,Gothic,Graphic Novels Manga"
720,"The Wide, Carnivorous Sky and Other Monstrous Geographies (Paperback)",John  Langan,2013,4.08,2444,"Horror,Short Stories,Fiction,Fantasy,Fantasy,Horror,Anthologies,Anthologies,Audiobook,Science Fiction"
721,Venus in the Blind Spot (Hardcover),Junji Ito,2019,4.14,7567,"Horror,Sequential Art,Sequential Art,Sequential Art,Short Stories,Fiction,Adult,Graphic Novels Manga,Fantasy,Cultural"
722,When I Arrived at the Castle (Paperback),Emily Carroll,2019,3.7,4021,"Sequential Art,Horror,Sequential Art,Fantasy,LGBT,Fiction,LGBT,Paranormal,Graphic Novels Comics,Gothic"
723,The War of the Worlds (Paperback),H.G. Wells,1897,3.83,286540,"Classics,Science Fiction,Fiction,Fantasy,Horror,Science Fiction Fantasy,Literature,Audiobook,Novels,Science Fiction"
724,"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,1980,3.82,60894,"Fiction,Horror,Young Adult,Romance,Gothic,Drama,Thriller,Mystery,Adult,Classics"
725,We Are All Completely Fine (Paperback),Daryl Gregory,2014,3.75,4101,"Horror,Fantasy,Fiction,Fantasy,Novella,Fantasy,Fantasy,Short Stories,Science Fiction,Adult"
728,El horror de Dunwich (Paperback),H.P. Lovecraft,1929,3.81,8060,"Horror,Short Stories,Fiction,Classics,Horror,Fantasy,Audiobook,Fantasy,Science Fiction,Lovecraftian"
729,The Hole (Hardcover),Hye-Young Pyun,2016,3.38,5249,"Horror,Fiction,Thriller,Mystery,Cultural,Adult,Literature,Thriller,Suspense,Audiobook"
730,UR (Kindle Edition),Stephen King,2009,3.73,19346,"Horror,Fiction,Short Stories,Fantasy,Science Fiction,Audiobook,Thriller,Mystery,Novella,Fantasy"
731,The Dark (Paperback),James Herbert,1980,3.84,6752,"Horror,Fiction,Thriller,Fantasy,Fantasy,Fantasy,European Literature,Anthologies,Modern,Adult"
732,"What the Night Knows (What the Night Knows, #1)",Dean Koontz,2010,3.77,19926,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Fantasy,Audiobook,Fantasy,Thriller"
733,Devil House (Hardcover),John Darnielle,2022,3.31,8290,"Horror,Fiction,Mystery,Thriller,Mystery,Audiobook,Adult,Thriller,Novels,Contemporary"
734,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death (Paperback),H.P. Lovecraft,1934,4.23,6864,"Horror,Fiction,Fantasy,Short Stories,Classics,Horror,Science Fiction,Anthologies,Fantasy,Lovecraftian"
735,"You (You, #1)",Caroline Kepnes,2014,3.95,209482,"Thriller,Fiction,Mystery,Thriller,Contemporary,Audiobook,Adult,Suspense,Horror,Mystery"
736,"We Find Ourselves (The Walking Dead, #15)",Robert Kirkman,2011,4.12,12927,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
737,"The Summer I Died (The Roger Huntington Saga, #1)",Ryan C. Thomas,2006,3.86,3086,"Horror,Thriller,Horror,Fiction,Mystery,Dark,Suspense,Holiday,Novella,Adult Fiction"
738,The Reddening (Hardcover),Adam Nevill,2019,3.7,3511,"Horror,Fiction,Thriller,Fantasy,Fantasy,Audiobook,Adult,Religion,Holiday,Folklore"
739,The Book of Cold Cases (Hardcover),Simone St. James,2022,3.82,73218,"Mystery,Thriller,Thriller,Fiction,Horror,Fantasy,Audiobook,Adult,Suspense,Mystery"
740,The Diary of Ellen Rimbauer: My Life at Rose Red (Mass Market Paperback),Joyce Reardon,2001,3.69,9821,"Horror,Fiction,Historical,Fantasy,Thriller,Fantasy,Fantasy,Mystery,Paranormal,Historical"
741,Life Expectancy (Paperback),Dean Koontz,2005,3.99,35714,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Thriller,Humor,Audiobook,Fantasy"
742,Sunshine (Mass Market Paperback),Robin McKinley,2003,3.84,40966,"Paranormal,Fantasy,Fantasy,Fantasy,Fiction,Horror,Young Adult,Romance,Fantasy,Adult"
743,Woom (Kindle Edition),Duncan Ralston,2016,3.43,10336,"Horror,Fiction,Thriller,Novella,Horror,Dark,Adult,Short Stories,Mystery,Contemporary"
744,Universal Harvester (Hardcover),John Darnielle,2017,3.22,15404,"Fiction,Horror,Mystery,Audiobook,Literary Fiction,Novels,Thriller,Adult,Thriller,Adult Fiction"
745,Ten (Hardcover),Gretchen McNeil,2012,3.68,15412,"Young Adult,Mystery,Horror,Thriller,Fiction,Thriller,Contemporary,Suspense,Romance,Retellings"
746,Sole Survivor (Paperback),Dean Koontz,1997,3.8,29036,"Horror,Fiction,Thriller,Mystery,Suspense,Thriller,Fantasy,Science Fiction,Fantasy,Fantasy"
747,Small Favors (Hardcover),Erin A. Craig,2021,4.05,11637,"Fantasy,Horror,Young Adult,Romance,Fiction,Mystery,Retellings,Historical,Young Adult,Fantasy"
748,The Woods Are Dark (Paperback),Richard Laymon,1981,3.57,4950,"Horror,Horror,Fiction,Thriller,Audiobook,Novels,Suspense,Adult,Mystery,Fantasy"
749,"Monster Island (Monster Island, #1)",David Wellington,2004,3.6,10655,"Horror,Horror,Fiction,Apocalyptic,Science Fiction,Fantasy,Science Fiction,Science Fiction,Thriller,Fantasy"
750,The Auctioneer (Paperback),Joan Samson,1976,3.82,2571,"Horror,Fiction,Classics,Thriller,Suspense,Audiobook,Literary Fiction,Literature,Thriller,Holiday"
751,We Need to Do Something (Paperback),Max Booth III,2020,3.5,3667,"Horror,Novella,Thriller,Fiction,Adult,Short Stories,LGBT,Audiobook,Fantasy,Adventure"
752,Harrow Lake (Hardcover),Kat Ellis,2020,3.56,3965,"Horror,Young Adult,Mystery,Thriller,Fiction,Thriller,Contemporary,Fantasy,Audiobook,Mystery"
753,"Seize the Night (Moonlight Bay, #2)",Dean Koontz,1998,4.09,28173,"Horror,Fiction,Thriller,Mystery,Suspense,Science Fiction,Thriller,Fantasy,Fantasy,Fantasy"
754,The Silence (Paperback),Tim Lebbon,2015,3.82,5482,"Horror,Fiction,Science Fiction,Apocalyptic,Thriller,Science Fiction,Science Fiction,Adult,Audiobook,Suspense"
755,Krampus: The Yule Lord (Hardcover),Brom,2012,4.1,7503,"Fantasy,Horror,Fiction,Fantasy,Holiday,Fantasy,Fantasy,Holiday,Audiobook,Adult"
756,Song for the Unraveling of the World (Paperback),Brian Evenson,2019,3.89,2729,"Horror,Short Stories,Fiction,Fantasy,Fantasy,Adult,Science Fiction,Anthologies,Speculative Fiction,Literature"
757,Stinger (Kindle Edition),Robert McCammon,1988,3.89,8009,"Horror,Science Fiction,Fiction,Thriller,Fantasy,Science Fiction,Folklore,Suspense,Contemporary,Modern"
758,When No One Is Watching (Paperback),Alyssa Cole,2020,3.53,71726,"Thriller,Mystery,Fiction,Thriller,Audiobook,Horror,Contemporary,Adult,Suspense,Adult Fiction"
759,Echo (Hardcover),Thomas Olde Heuvelt,2019,3.54,3726,"Horror,Fiction,Thriller,Fantasy,Mystery,Adult,LGBT,Fantasy,Fantasy,LGBT"
760,The Supernatural Enhancements (Hardcover),Edgar Cantero,2014,3.64,7062,"Horror,Mystery,Fantasy,Fiction,Fantasy,Gothic,Fantasy,Thriller,Adult,Paranormal"
761,The Complete Tales and Poems (Hardcover),Edgar Allan Poe,1938,4.49,8973,"Classics,Poetry,Horror,Fiction,Short Stories,Gothic,Mystery,Fantasy,Literature,Anthologies"
762,The Servants of Twilight (Paperback),Leigh Nichols,1984,3.9,20975,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Fantasy,Fantasy,Thriller,Adult"
763,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton,1996,4.12,76544,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Horror,Romance,Fiction,Fantasy,Shapeshifters"
764,"The Low, Low Woods (Hardcover)",Carmen Maria Machado,2020,3.94,3939,"Horror,Sequential Art,Sequential Art,LGBT,Fiction,LGBT,Fantasy,Graphic Novels Comics,Adult,Superheroes"
765,Pine (Hardcover),Francine Toon,2020,3.4,11713,"Horror,Fiction,Mystery,Thriller,Gothic,Mystery,Cultural,Contemporary,Adult,Thriller"
766,"Outcast, Vol. 1: A Darkness Surrounds Him (Paperback)",Robert Kirkman,2015,3.85,8306,"Sequential Art,Sequential Art,Horror,Fiction,Graphic Novels Comics,Fantasy,Comics,Fantasy,Fantasy,Paranormal"
767,Winter Moon (Paperback),Dean Koontz,1994,3.86,17749,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Science Fiction,Thriller,Fantasy,Romance"
768,"The Curse of the Mummy's Tomb (Goosebumps, #5)",R.L. Stine,1993,3.67,14603,"Horror,Childrens,Fiction,Young Adult,Childrens,Fantasy,Mystery,Thriller,Fantasy,Adventure"
769,Dead and Alive (Dean Koontz's Frankenstein #3),Dean Koontz,2009,4.02,24643,"Horror,Fiction,Fantasy,Thriller,Science Fiction,Mystery,Suspense,Fantasy,Horror,Fantasy"
770,Dark Water (Paperback),Kōji Suzuki,1996,3.64,3902,"Horror,Short Stories,Fiction,Cultural,Asian Literature,Mystery,Thriller,Fantasy,Cultural,Fantasy"
771,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,1996,4.11,72504,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Horror,Romance,Fiction,Fantasy,Mystery"
772,Reprieve (Hardcover),James Han Mattson,2021,3.43,4789,"Horror,Fiction,Thriller,Mystery,Thriller,Adult,Audiobook,LGBT,Literary Fiction,Historical"
773,"Hellboy, Vol. 1: Seed of Destruction (Paperback)",Mike Mignola,1994,4.14,71050,"Sequential Art,Sequential Art,Horror,Fantasy,Fiction,Graphic Novels Comics,Comics,Fantasy,Fantasy,Comics"
774,Usher's Passing (Mass Market Paperback),Robert McCammon,1984,3.94,4854,"Horror,Mystery,Gothic,Fiction,Fantasy,Suspense,Fantasy,Fantasy,Thriller,Gothic"
775,The Sandman Vol. 4: Season of Mists (Hardcover),Neil Gaiman,1990,4.54,71962,"Sequential Art,Sequential Art,Fantasy,Fiction,Horror,Graphic Novels Comics,Comics,Fantasy,Fantasy,Science Fiction Fantasy"
776,"A Larger World (The Walking Dead, #16)",Robert Kirkman,2012,4.16,12087,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Fantasy"
777,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,2002,3.96,245013,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Fiction,Mystery,Romance,Fantasy,Adult"
780,"The Source (Necroscope, #3)",Brian Lumley,1989,4.15,6495,"Horror,Paranormal,Fantasy,Fiction,Science Fiction,Fantasy,Thriller,Fantasy,Fantasy,Novels"
781,Koko (Paperback),Peter Straub,1988,3.59,9395,"Horror,Fiction,Thriller,Mystery,Mystery,Suspense,War,Fantasy,Thriller,Fantasy"
782,Survive the Night (Hardcover),Riley Sager,2021,3.51,85515,"Thriller,Mystery,Thriller,Fiction,Horror,Audiobook,Adult,Suspense,Contemporary,Adult Fiction"
783,House (Kindle Edition),Frank E. Peretti,2006,3.57,25464,"Horror,Christian Fiction,Fiction,Christian,Thriller,Mystery,Fantasy,Suspense,Fantasy,Adult"
784,"Wanderers (Wanderers, #1)",Chuck Wendig,2019,3.97,20778,"Science Fiction,Fiction,Horror,Science Fiction,Apocalyptic,Science Fiction,Audiobook,Thriller,Fantasy,Science Fiction Fantasy"
785,The Face (Mass Market Paperback),Dean Koontz,2003,3.73,21849,"Horror,Fiction,Thriller,Mystery,Suspense,Thriller,Fantasy,Fantasy,Fantasy,Mystery"
786,The Canterville Ghost (Hardcover),Oscar Wilde,1887,3.88,67003,"Classics,Fiction,Short Stories,Fantasy,Horror,Humor,Gothic,Paranormal,Fantasy,Literature"
787,The Dream-Quest of Unknown Kadath (Mass Market Paperback),H.P. Lovecraft,1943,3.96,6716,"Horror,Fantasy,Fiction,Horror,Short Stories,Classics,Fantasy,Lovecraftian,Science Fiction,Adventure"
788,Unbury Carol (Hardcover),Josh Malerman,2018,3.33,5247,"Horror,Fantasy,Westerns,Fiction,Thriller,Adult,Audiobook,Historical,Mystery,Fantasy"
789,The Boy Who Drew Monsters (Hardcover),Keith Donohue,2014,3.48,6630,"Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Adult,Fantasy,Adult Fiction,Suspense"
790,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",Carrie Ryan,2010,3.91,30634,"Young Adult,Horror,Science Fiction,Horror,Fantasy,Fiction,Apocalyptic,Romance,Fantasy,Science Fiction"
791,The Companion (Hardcover),Katie Alender,2020,3.85,5897,"Horror,Young Adult,Mystery,Thriller,Gothic,Thriller,Fiction,Suspense,Contemporary,Romance"
792,Little Eve (Hardcover),Catriona Ward,2018,3.84,2556,"Horror,Gothic,Historical,Mystery,Fiction,Religion,Adult,Thriller,Historical,Fantasy"
793,"Sanctum (Asylum, #2)",Madeleine Roux,2014,3.88,17809,"Horror,Young Adult,Fantasy,Mystery,Fiction,Fantasy,Thriller,Paranormal,Fantasy,Audiobook"
794,Anya's Ghost (Hardcover),Vera Brosgol,2011,3.91,80263,"Sequential Art,Young Adult,Sequential Art,Fantasy,Fiction,Horror,Fantasy,Graphic Novels Comics,Paranormal,Fantasy"
795,Thirteen Storeys (Paperback),Jonathan Sims,2020,3.93,3961,"Horror,Fiction,Thriller,Mystery,Short Stories,Fantasy,Adult,Fantasy,Audiobook,Fantasy"
796,The Fervor (Hardcover),Alma Katsu,2022,3.66,2164,"Horror,Historical,Fiction,Historical,Thriller,Adult,Fantasy,Fantasy,War,War"
797,"Snow, Glass, Apples (Hardcover)",Colleen Doran,2019,4.1,10270,"Sequential Art,Fantasy,Horror,Sequential Art,Retellings,Fiction,Fantasy,Paranormal,Graphic Novels Comics,Short Stories"
798,"Sandman Slim (Sandman Slim, #1)",Richard Kadrey,2009,3.94,35212,"Fantasy,Fantasy,Horror,Fiction,Fantasy,Fantasy,Mystery,Fantasy,Paranormal,Mystery"
799,Everville (Book of the Art #2),Clive Barker,1994,4.04,10560,"Horror,Fantasy,Fiction,Fantasy,Fantasy,Thriller,Science Fiction,Fantasy,Suspense,Science Fiction Fantasy"
800,Tell Me I’m Worthless (Paperback),Alison Rumfitt,2021,4.03,2094,"Horror,Fiction,LGBT,LGBT,Gothic,Adult,Contemporary,LGBT,LGBT,Queer"
801,Island (Paperback),Richard Laymon,1991,3.79,6396,"Horror,Thriller,Fiction,Horror,Mystery,Novels,Adventure,Suspense,Mystery,Action"
802,You've Lost a Lot of Blood (Paperback),Eric LaRocca,2022,3.42,3384,"Horror,LGBT,Adult,LGBT,Novella,Fiction,Thriller,Short Stories,Science Fiction,Fantasy"
