,Title,Author,Year,Rating,Raters,Genres
300,I Have No Mouth and I Must Scream (Mass Market Paperback),Harlan Ellison,1967,3.9,29077,"Science Fiction,Horror,Short Stories,Fiction,Classics,Fantasy,Science Fiction,Apocalyptic,Speculative Fiction,Science Fiction Fantasy"
301,The Shadows (Paperback),Alex North,2020,3.74,45166,"Horror,Thriller,Mystery,Fiction,Thriller,Audiobook,Adult,Mystery,Suspense,Contemporary"
302,"Miles Behind Us (The Walking Dead, #2)",Robert Kirkman,2004,4.23,38293,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
303,The Case of Charles Dexter Ward (Paperback),H.P. Lovecraft,1941,4.15,18408,"Horror,Fiction,Classics,Fantasy,Horror,Mystery,Science Fiction,Fantasy,Short Stories,Gothic"
304,The Great God Pan (Paperback),Arthur Machen,1890,3.69,12352,"Horror,Classics,Fiction,Fantasy,Gothic,Short Stories,Fantasy,Literature,Novella,Literature"
305,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,2019,4.23,87899,"Fantasy,Science Fiction,LGBT,Fiction,Horror,LGBT,Adult,LGBT,Mystery,Audiobook"
306,In the Tall Grass (Audio CD),Stephen King,2012,3.65,24081,"Horror,Short Stories,Fiction,Audiobook,Thriller,Novella,Fantasy,Fantasy,Adult,Fantasy"
307,Necronomicon: The Best Weird Tales (Hardcover),H.P. Lovecraft,2008,4.2,16147,"Horror,Fantasy,Fiction,Classics,Short Stories,Science Fiction,Audiobook,Gothic,Horror,Mystery"
308,Brother (Paperback),Ania Ahlborn,2015,3.97,10240,"Horror,Thriller,Fiction,Adult,Audiobook,Thriller,Dark,Mystery,Adult Fiction,Suspense"
309,The Black Cat (Paperback),Edgar Allan Poe,1843,4.04,37937,"Classics,Horror,Short Stories,Fiction,Gothic,Mystery,Academic,Literature,Literature,Audiobook"
312,The Monster of Elendhaven (Hardcover),Jennifer Giesbrecht,2019,3.57,7178,"Horror,Fantasy,LGBT,Novella,Fiction,Adult,LGBT,Gothic,Audiobook,Fantasy"
313,"Girl of Nightmares (Anna, #2)",Kendare Blake,2012,3.85,30683,"Young Adult,Horror,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Fantasy,Fiction,Fantasy"
314,Tomie (Hardcover),Junji Ito,1987,4.12,19486,"Sequential Art,Horror,Sequential Art,Sequential Art,Fiction,Fantasy,Adult,Cultural,Comics Manga,Asian Literature"
315,"Welcome to Dead House (Goosebumps, #1)",R.L. Stine,1992,3.84,33503,"Horror,Childrens,Fiction,Childrens,Young Adult,Fantasy,Fantasy,Mystery,Thriller,Audiobook"
316,The King in Yellow (Paperback),Robert W. Chambers,1895,3.51,13792,"Horror,Short Stories,Fiction,Classics,Fantasy,Fantasy,Gothic,Mystery,Literature,Romance"
317,Those Across the River (Hardcover),Christopher Buehlman,2011,3.69,9863,"Horror,Fiction,Historical,Fantasy,Mystery,Fantasy,Shapeshifters,Thriller,Historical,Audiobook"
318,Lost Souls (Paperback),Poppy Z. Brite,1992,3.9,17308,"Horror,Paranormal,Fiction,Fantasy,LGBT,Fantasy,Gothic,Fantasy,Fantasy,LGBT"
319,The Dark Descent of Elizabeth Frankenstein (Hardcover),Kiersten White,2018,3.9,18471,"Horror,Young Adult,Historical,Retellings,Fantasy,Historical,Fiction,Science Fiction,Gothic,Audiobook"
320,"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice,1993,3.87,59168,"Horror,Fantasy,Fiction,Fantasy,Paranormal,Fantasy,Fantasy,Paranormal,Gothic,Fantasy"
321,"Rolling in the Deep (Rolling in the Deep, #0.5)",Mira Grant,2015,3.99,7772,"Horror,Fantasy,Science Fiction,Fiction,Novella,Mythology,Audiobook,Short Stories,Adult,Thriller"
322,Dracul (Hardcover),Dacre Stoker,2018,4.13,12910,"Horror,Historical,Fiction,Paranormal,Fantasy,Gothic,Fantasy,Historical,Thriller,Adult"
323,The Monk (Paperback),Matthew Gregory Lewis,1796,3.82,25839,"Classics,Gothic,Horror,Fiction,Literature,Fantasy,Literature,Historical,Novels,European Literature"
324,Authority (Paperback),Jeff VanderMeer,2014,3.53,73590,"Science Fiction,Fiction,Horror,Fantasy,Mystery,Audiobook,Science Fiction Fantasy,Science Fiction,Fantasy,Speculative Fiction"
325,"The Diviners (The Diviners, #1)",Libba Bray,2012,3.94,94148,"Fantasy,Young Adult,Historical,Fantasy,Mystery,Historical,Horror,Fiction,Audiobook,Fantasy"
326,Gyo (Hardcover),Junji Ito,2002,3.87,18003,"Horror,Sequential Art,Sequential Art,Sequential Art,Fiction,Cultural,Science Fiction,Comics Manga,Adult,Graphic Novels Manga"
327,Elevation (Hardcover),Stephen King,2018,3.66,109604,"Fiction,Horror,Fantasy,Audiobook,Short Stories,Novella,Mystery,Adult,Science Fiction,Thriller"
328,Danse Macabre (Paperback),Stephen King,1981,3.66,27307,"Horror,Nonfiction,Language,Writing,Reference,Writing,Biography,Criticism,History,Audiobook"
329,Disappearance at Devil's Rock (Hardcover),Paul Tremblay,2016,3.6,13105,"Horror,Mystery,Fiction,Thriller,Thriller,Audiobook,Suspense,Fantasy,Mystery,Adult"
330,Song of Kali (Paperback),Dan Simmons,1985,3.61,12676,"Horror,Fantasy,Fiction,Thriller,Cultural,Mystery,Science Fiction,Fantasy,Novels,Fantasy"
331,"This Book Is Full of Spiders (John Dies at the End, #2)",David  Wong,2012,4.25,28498,"Horror,Fiction,Humor,Fantasy,Science Fiction,Humor,Horror,Fantasy,Audiobook,Fantasy"
332,Rage (Paperback),Richard Bachman,1977,3.75,42062,"Horror,Fiction,Thriller,Mystery,Novels,Suspense,Audiobook,Short Stories,Adult,Literature"
333,Our Wives Under the Sea (Paperback),Julia Armfield,2022,3.91,12082,"Horror,Fiction,LGBT,LGBT,LGBT,Contemporary,Adult,Literary Fiction,Audiobook,Gothic"
334,The Mummy (Ramses the Damned #1),Anne Rice,1989,3.85,45527,"Horror,Fantasy,Fiction,Fantasy,Fantasy,Historical,Romance,Historical,Fantasy,Northern Africa"
335,"Hannibal Rising (Hannibal Lecter, #4)",Thomas  Harris,2006,3.55,44544,"Horror,Fiction,Thriller,Mystery,Mystery,Suspense,Thriller,Novels,Adult,Audiobook"
336,Lord of the Flies (Paperback),William Golding,1954,3.69,2654812,"Classics,Fiction,Young Adult,Academic,Literature,Science Fiction,Academic,Novels,Young Adult,Adventure"
337,Sundial (Hardcover),Catriona Ward,2022,3.82,8867,"Horror,Thriller,Fiction,Mystery,Adult,Thriller,Audiobook,Suspense,Dark,Thriller"
338,Harvest Home (Hardcover),Thomas Tryon,1973,3.84,8673,"Horror,Fiction,Mystery,Gothic,Classics,Thriller,Holiday,Suspense,Adult,Fantasy"
339,The Shadow over Innsmouth (Paperback),H.P. Lovecraft,1936,4.12,17066,"Horror,Fiction,Classics,Fantasy,Short Stories,Horror,Science Fiction,Audiobook,Fantasy,Mystery"
340,"Pines (Wayward Pines, #1)",Blake Crouch,2012,3.94,105108,"Thriller,Mystery,Science Fiction,Fiction,Horror,Thriller,Science Fiction,Suspense,Audiobook,Fantasy"
341,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,1990,4.08,895033,"Science Fiction,Fiction,Thriller,Adventure,Fantasy,Horror,Classics,Science Fiction Fantasy,Animals,Adult"
342,The Fog (Paperback),James Herbert,1975,3.89,25149,"Horror,Fiction,Thriller,Science Fiction,Mystery,Fantasy,Audiobook,Fantasy,Novels,Fantasy"
343,The Thief of Always (Hardcover),Clive Barker,1992,4.2,31113,"Fantasy,Horror,Fiction,Young Adult,Childrens,Childrens,Adventure,Fantasy,Fantasy,Fantasy"
344,The Collector (Paperback),John Fowles,1963,3.98,70082,"Fiction,Classics,Horror,Thriller,Mystery,Mystery,Novels,Literature,European Literature,Thriller"
345,Burnt Offerings (Hardcover),Robert Marasco,1973,3.8,7502,"Horror,Fiction,Fantasy,Gothic,Thriller,Audiobook,Classics,Fantasy,Fantasy,Mystery"
346,White Smoke (Hardcover),Tiffany D. Jackson,2021,3.85,11636,"Horror,Young Adult,Thriller,Mystery,Fiction,Fantasy,Audiobook,Contemporary,Thriller,Fantasy"
347,The Pit and the Pendulum (Paperback),Edgar Allan Poe,1842,4.19,54044,"Classics,Horror,Short Stories,Fiction,Gothic,Mystery,Literature,Poetry,Academic,Literature"
348,Craven Manor (Paperback),Darcy Coates,2017,3.95,13329,"Horror,Fantasy,Mystery,Fiction,Paranormal,Fantasy,Thriller,Gothic,Fantasy,Adult"
349,Seed (ebook),Ania Ahlborn,2011,3.73,11807,"Horror,Fiction,Fantasy,Fantasy,Thriller,Audiobook,Fantasy,Paranormal,Mystery,Thriller"
350,Rebecca (ebook),Daphne du Maurier,1938,4.24,564302,"Classics,Fiction,Mystery,Gothic,Romance,Historical,Thriller,Horror,Thriller,Suspense"
351,The Metamorphosis (Paperback),Franz Kafka,1915,3.84,860243,"Classics,Fiction,Fantasy,Literature,Philosophy,Short Stories,Academic,Horror,European Literature,Novels"
352,Lightning (Mass Market Paperback),Dean Koontz,1988,4.08,59677,"Horror,Fiction,Thriller,Science Fiction,Science Fiction,Suspense,Mystery,Fantasy,Thriller,Audiobook"
353,This Thing Between Us (Paperback),Gus Moreno,2021,3.78,8272,"Horror,Fiction,Thriller,Adult,Audiobook,Mystery,Fantasy,Science Fiction,Adult Fiction,Fantasy"
354,"Safety Behind Bars (The Walking Dead, #3)",Robert Kirkman,2005,4.3,32533,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
355,"Malorie (Bird Box, #2)",Josh Malerman,2020,3.82,19095,"Horror,Fiction,Thriller,Science Fiction,Apocalyptic,Audiobook,Science Fiction,Adult,Mystery,Suspense"
356,Stolen Tongues (Kindle Edition),Felix Blackwell,2017,3.95,12110,"Horror,Fiction,Fantasy,Thriller,Adult,Fantasy,Fantasy,Audiobook,Mystery,Contemporary"
357,"The Keep (Adversary Cycle, #1)",F. Paul Wilson,1981,3.99,18240,"Horror,Fiction,Fantasy,Paranormal,Thriller,Historical,Fantasy,Mystery,Fantasy,War"
358,"Deadline (Newsflesh, #2)",Mira Grant,2011,4.1,25396,"Horror,Horror,Science Fiction,Fiction,Science Fiction,Apocalyptic,Young Adult,Thriller,Fantasy,Science Fiction"
359,"Patient Zero (Joe Ledger, #1)",Jonathan Maberry,2009,3.99,28289,"Horror,Horror,Thriller,Fiction,Science Fiction,Audiobook,Mystery,Fantasy,Action,Suspense"
360,Slasher Girls & Monster Boys (Kindle Edition),April Genevieve Tucholke,2015,3.87,8542,"Horror,Short Stories,Young Adult,Anthologies,Fantasy,Fantasy,Thriller,Fiction,Mystery,Fantasy"
361,"The City of Mirrors (The Passage, #3)",Justin Cronin,2016,4.2,51659,"Horror,Fiction,Fantasy,Science Fiction,Apocalyptic,Science Fiction,Paranormal,Thriller,Audiobook,Science Fiction"
364,The Halloween Tree (Paperback),Ray Bradbury,1972,3.79,27840,"Fantasy,Horror,Fiction,Holiday,Classics,Young Adult,Audiobook,Childrens,Childrens,Science Fiction"
365,The Whisper Man (Paperback),Alex North,2019,4.04,130750,"Thriller,Mystery,Horror,Fiction,Thriller,Mystery,Audiobook,Suspense,Adult,Contemporary"
366,Boy's Life (Kindle Edition),Robert McCammon,1991,4.38,31004,"Horror,Fiction,Fantasy,Mystery,Young Adult,Historical,Magical Realism,Young Adult,Thriller,Adventure"
367,Last Days (Paperback),Adam Nevill,2012,3.81,5968,"Horror,Fiction,Fantasy,Thriller,Religion,Mystery,Fantasy,Fantasy,Adult,Paranormal"
368,The House Next Door (Mass Market Paperback),Anne Rivers Siddons,1978,3.88,11023,"Horror,Fiction,Mystery,Gothic,Fantasy,Suspense,Fantasy,Paranormal,Thriller,American"
369,A House at the Bottom of a Lake (Kindle Edition),Josh Malerman,2016,3.21,13807,"Horror,Fantasy,Fiction,Thriller,Novella,Young Adult,Mystery,Magical Realism,Adult,Thriller"
370,Prodigal Son (Dean Koontz's Frankenstein #1),Dean Koontz,2005,4.03,35040,"Horror,Fiction,Thriller,Fantasy,Mystery,Science Fiction,Fantasy,Suspense,Horror,Audiobook"
371,"Cirque Du Freak: A Living Nightmare (Cirque Du Freak, #1)",Darren Shan,2000,4.08,55724,"Fantasy,Horror,Young Adult,Paranormal,Fiction,Fantasy,Fantasy,Childrens,Fantasy,Adventure"
372,"Rot & Ruin (Rot & Ruin, #1)",Jonathan Maberry,2010,4.1,34186,"Horror,Young Adult,Horror,Science Fiction,Apocalyptic,Fiction,Science Fiction,Fantasy,Fantasy,Young Adult"
373,The Girl in Red (Paperback),Christina Henry,2019,3.71,12722,"Horror,Fantasy,Retellings,Fiction,Science Fiction,Science Fiction,Young Adult,Apocalyptic,Fantasy,Adult"
374,The October Country (Hardcover),Ray Bradbury,1955,4.13,16876,"Horror,Short Stories,Fiction,Fantasy,Science Fiction,Classics,Holiday,Anthologies,Science Fiction Fantasy,Short Stories"
375,The Taking of Jake Livingston (Hardcover),Ryan Douglass,2021,3.47,9711,"Horror,Young Adult,LGBT,Fantasy,Fantasy,LGBT,Thriller,Fiction,Contemporary,Paranormal"
376,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,2004,3.9,201113,"Fiction,Mystery,Thriller,Mystery,Horror,Thriller,Suspense,Adult,Audiobook,Contemporary"
377,A Cosmology of Monsters (Hardcover),Shaun Hamill,2019,3.78,7912,"Horror,Fantasy,Fiction,Adult,Folklore,Audiobook,Mystery,Holiday,Fantasy,Fantasy"
378,Chasing the Boogeyman (Hardcover),Richard  Chizmar,2021,3.99,16083,"Horror,Thriller,Mystery,Fiction,Mystery,Thriller,Crime,Audiobook,Adult,Suspense"
379,Dark Harvest (Paperback),Norman Partridge,2006,3.67,6869,"Horror,Holiday,Fiction,Fantasy,Fantasy,Fantasy,Thriller,Novella,Mystery,Young Adult"
380,The Deep (ebook),Alma Katsu,2020,3.33,8025,"Horror,Historical,Fiction,Historical,Mystery,Fantasy,Fantasy,Adult,Thriller,Paranormal"
381,Shiver: Selected Stories (Hardcover),Junji Ito,2015,4.35,13237,"Sequential Art,Horror,Sequential Art,Short Stories,Sequential Art,Fiction,Fantasy,Graphic Novels Manga,Cultural,Adult"
382,"Anno Dracula (Anno Dracula, #1)",Kim Newman,1992,3.77,13454,"Horror,Fantasy,Paranormal,Fiction,Historical,Science Fiction,Science Fiction,Fantasy,Historical,Mystery"
383,Paperbacks from Hell: The Twisted History of '70s and '80s Horror Fiction (Paperback),Grady Hendrix,2017,4.3,7934,"Horror,Nonfiction,History,Writing,Art,Reference,Culture,Humor,Audiobook,Criticism"
384,The Return (Hardcover),Rachel   Harrison,2020,3.32,10446,"Horror,Thriller,Fiction,Mystery,Adult,Audiobook,Thriller,Suspense,Adult Fiction,Fantasy"
385,House of Salt and Sorrows (Hardcover),Erin A. Craig,2019,3.93,66711,"Fantasy,Young Adult,Retellings,Horror,Mystery,Romance,Fiction,Young Adult,Fantasy,Audiobook"
386,"Forever Odd (Odd Thomas, #2)",Dean Koontz,2005,3.98,74172,"Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Fantasy,Suspense,Fantasy,Paranormal"
387,The House on the Borderland (Paperback),William Hope Hodgson,1908,3.62,7700,"Horror,Fantasy,Fiction,Classics,Fantasy,Gothic,Science Fiction,Horror,Fantasy,Novels"
388,"Taltos (Lives of the Mayfair Witches, #3)",Anne Rice,1994,3.81,51631,"Horror,Fantasy,Fiction,Fantasy,Paranormal,Fantasy,Fantasy,Paranormal,Gothic,Fantasy"
389,Rules for Vanishing (Hardcover),Kate Alice Marshall,2019,3.8,7655,"Horror,Young Adult,Mystery,Fantasy,Fantasy,Thriller,LGBT,Fiction,Paranormal,Thriller"
390,"Welcome to Night Vale (Welcome to Night Vale, #1)",Joseph Fink,2015,3.83,38032,"Fantasy,Fiction,Horror,Science Fiction,Humor,Mystery,Audiobook,Fantasy,Fantasy,Adult"
391,More Scary Stories to Tell in the Dark (Hardcover),Alvin Schwartz,1984,4.11,17077,"Horror,Short Stories,Fiction,Childrens,Young Adult,Childrens,Fantasy,Fantasy,Holiday,Paranormal"
392,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror (Paperback),Robert Louis Stevenson,1886,3.94,120136,"Classics,Horror,Fiction,Gothic,Science Fiction,Short Stories,Fantasy,Mystery,Literature,Literature"
393,The Taking (Mass Market Paperback),Dean Koontz,2004,3.79,38538,"Horror,Fiction,Thriller,Science Fiction,Suspense,Mystery,Fantasy,Fantasy,Fantasy,Science Fiction"
394,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,1993,4.02,142495,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Horror,Fiction,Romance,Mystery,Fantasy"
395,The Bad Place (Mass Market Paperback),Dean Koontz,1990,3.93,36031,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Fantasy,Fantasy,Science Fiction,Thriller"
396,The Graveyard Apartment (Hardcover),Mariko Koike,1988,3.25,3601,"Horror,Fiction,Cultural,Mystery,Fantasy,Asian Literature,Adult,Paranormal,Fantasy,Fantasy"
397,"Infected (Infected, #1)",Scott Sigler,2008,3.84,20371,"Horror,Science Fiction,Fiction,Thriller,Horror,Audiobook,Science Fiction,Fantasy,Science Fiction Fantasy,Science Fiction"
398,"Monstress, Vol. 1: Awakening (Paperback)",Marjorie M. Liu,2016,3.96,57133,"Sequential Art,Fantasy,Sequential Art,Horror,Fiction,Science Fiction,Graphic Novels Comics,Adult,Comics,Science Fiction"
399,Strangers (Paperback),Dean Koontz,1986,4.01,44406,"Horror,Fiction,Thriller,Suspense,Mystery,Science Fiction,Fantasy,Thriller,Fantasy,Fantasy"
400,"The Heart's Desire (The Walking Dead, #4)",Robert Kirkman,2005,4.2,29025,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
401,The Cipher (Paperback),Kathe Koja,1991,3.57,4792,"Horror,Fiction,Fantasy,Science Fiction,Fantasy,Horror,Adult,Novels,Holiday,Adult Fiction"
402,The Complete Fiction (Leather Bound),H.P. Lovecraft,1937,4.35,12327,"Horror,Fiction,Classics,Fantasy,Short Stories,Science Fiction,Anthologies,Anthologies,Fantasy,Horror"
403,The Children on the Hill (Hardcover),Jennifer  McMahon,2022,3.88,15557,"Horror,Thriller,Mystery,Fiction,Thriller,Suspense,Adult,Audiobook,Gothic,Historical"
404,The Coldest Girl in Coldtown (Hardcover),Holly Black,2013,3.84,66675,"Young Adult,Fantasy,Paranormal,Fantasy,Horror,Fantasy,Romance,Fiction,Fantasy,Science Fiction"
405,Certain Dark Things (Paperback),Silvia Moreno-Garcia,2016,3.75,10713,"Fantasy,Horror,Paranormal,Fantasy,Fiction,Fantasy,Adult,Audiobook,Fantasy,Young Adult"
406,Midnight (Paperback),Dean Koontz,1989,3.85,25923,"Horror,Fiction,Thriller,Suspense,Mystery,Science Fiction,Fantasy,Fantasy,Thriller,Audiobook"
407,Zone One (Hardcover),Colson Whitehead,2011,3.26,22352,"Fiction,Horror,Horror,Science Fiction,Apocalyptic,Science Fiction,Science Fiction,Fantasy,Audiobook,Novels"
408,A Clockwork Orange (Paperback),Anthony Burgess,1962,4.0,668136,"Classics,Fiction,Science Fiction,Science Fiction,Literature,Horror,Novels,Classics,Mystery,European Literature"
409,The Castle of Otranto (Paperback),Horace Walpole,1764,3.18,29826,"Classics,Gothic,Horror,Fiction,Literature,Fantasy,Literature,Mystery,European Literature,Novels"
410,"The Boy on the Bridge (The Girl With All the Gifts, #2)",M.R. Carey,2017,3.96,23618,"Horror,Fiction,Science Fiction,Horror,Science Fiction,Apocalyptic,Audiobook,Fantasy,Science Fiction,Thriller"
411,Tick Tock (Paperback),Dean Koontz,1996,3.74,33135,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Fantasy,Fantasy,Thriller,Romance"
412,"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",Kerri Maniscalco,2016,3.97,116195,"Historical,Mystery,Young Adult,Historical,Romance,Horror,Fantasy,Thriller,Fiction,Thriller"
413,Blaze (Hardcover),Richard Bachman,2007,3.75,46201,"Horror,Fiction,Thriller,Mystery,Mystery,Suspense,Audiobook,Novels,Adult,Thriller"
416,Mapping the Interior (ebook),Stephen Graham Jones,2017,3.81,5113,"Horror,Fiction,Novella,Fantasy,Short Stories,Adult,Fantasy,Paranormal,Magical Realism,Fantasy"
417,"American Vampire, Vol. 1 (Hardcover)",Scott Snyder,2010,3.98,24399,"Sequential Art,Sequential Art,Horror,Paranormal,Fiction,Fantasy,Graphic Novels Comics,Comics,Historical,Fantasy"
418,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,2001,3.96,522899,"Fantasy,Paranormal,Fantasy,Romance,Fantasy,Fiction,Mystery,Romance,Fantasy,Horror"
419,Handling the Undead (Paperback),John Ajvide Lindqvist,2005,3.48,11473,"Horror,Horror,Fiction,Fantasy,European Literature,Fantasy,Fantasy,Cultural,European Literature,Novels"
420,A Certain Hunger (Audible Audio),Chelsea G. Summers,2019,3.92,13449,"Horror,Fiction,Contemporary,Thriller,Adult,Feminism,Literary Fiction,Thriller,Womens,Mystery"
421,From Hell (Paperback),Alan Moore,1999,4.18,38170,"Sequential Art,Sequential Art,Horror,Fiction,Historical,Mystery,Graphic Novels Comics,Comics,Mystery,Historical"
422,The Sandman Vol. 2: The Doll's House (Hardcover),Neil Gaiman,1990,4.43,97119,"Sequential Art,Sequential Art,Fantasy,Fiction,Horror,Graphic Novels Comics,Comics,Fantasy,Fantasy,Adult"
423,Lakewood (Hardcover),Megan Giddings,2020,3.52,9634,"Horror,Fiction,Science Fiction,Thriller,Adult,Audiobook,Mystery,Thriller,Science Fiction,Race"
424,Acceptance (Paperback),Jeff VanderMeer,2014,3.62,56649,"Science Fiction,Fiction,Horror,Fantasy,Audiobook,Science Fiction Fantasy,Mystery,Fantasy,Science Fiction,Speculative Fiction"
425,When the Reckoning Comes (Paperback),LaTanya McQueen,2021,3.72,4302,"Horror,Fiction,Thriller,Mystery,Historical,Adult,Thriller,Audiobook,Fantasy,Race"
426,"Something is Killing the Children, Vol. 1 (Paperback)",James Tynion IV,2020,4.14,12213,"Sequential Art,Horror,Sequential Art,Fantasy,Graphic Novels Comics,Fiction,Adult,Comics,Fantasy,Fantasy"
427,"Merrick (The Vampire Chronicles, #7)",Anne Rice,2000,3.75,41068,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Fantasy,Paranormal,Fantasy,Gothic,Adult"
428,Mister B. Gone (Hardcover),Clive Barker,2007,3.34,13751,"Horror,Fantasy,Fiction,Paranormal,Historical,Fantasy,Fantasy,Fantasy,Novels,Adult"
429,A Stir of Echoes (Paperback),Richard Matheson,1958,3.87,13472,"Horror,Fiction,Mystery,Thriller,Fantasy,Fantasy,Fantasy,Audiobook,Paranormal,Science Fiction"
430,In the Miso Soup (Paperback),Ryū Murakami,1997,3.62,24484,"Horror,Fiction,Cultural,Asian Literature,Thriller,Mystery,Mystery,Contemporary,Novels,Cultural"
431,Trigger Warning: Short Fictions and Disturbances (Hardcover),Neil Gaiman,2015,3.92,57594,"Fantasy,Short Stories,Fiction,Horror,Science Fiction,Audiobook,Anthologies,Poetry,Adult,Science Fiction Fantasy"
432,House of Hunger (Hardcover),Alexis Henderson,2022,3.72,3779,"Horror,Fantasy,Gothic,Paranormal,Adult,Fiction,LGBT,Historical,Fantasy,LGBT"
433,In the House in the Dark of the Woods (Hardcover),Laird Hunt,2018,3.33,6022,"Horror,Fiction,Fantasy,Historical,Paranormal,Adult,Historical,Fantasy,Thriller,Adult Fiction"
434,"The Screaming Staircase (Lockwood & Co., #1)",Jonathan Stroud,2013,4.22,40194,"Fantasy,Young Adult,Mystery,Horror,Fantasy,Childrens,Fiction,Paranormal,Fantasy,Adventure"
435,Drawing Blood (Paperback),Poppy Z. Brite,1993,4.02,10129,"Horror,Fiction,Fantasy,LGBT,Paranormal,Romance,Fantasy,Romance,LGBT,LGBT"
436,The Croning (Hardcover),Laird Barron,2012,3.73,4504,"Horror,Fiction,Fantasy,Fantasy,Horror,Fantasy,Adult,Fantasy,Audiobook,Novels"
437,Gallant (Hardcover),V.E. Schwab,2022,3.79,59682,"Fantasy,Young Adult,Horror,Fiction,Fantasy,Gothic,Mystery,Audiobook,Young Adult,Fantasy"
438,Shadowland (Mass Market Paperback),Peter Straub,1980,3.9,11921,"Horror,Fantasy,Fiction,Thriller,Fantasy,Mystery,Fantasy,Fantasy,Novels,Suspense"
439,"Brother Odd (Odd Thomas, #3)",Dean Koontz,2006,4.0,64202,"Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Fantasy,Suspense,Fantasy,Thriller"
440,And the Trees Crept In (Hardcover),Dawn Kurtagich,2016,3.56,5875,"Horror,Young Adult,Mystery,Fantasy,Fantasy,Fiction,Thriller,Suspense,Fantasy,Audiobook"
441,Hideaway (Mass Market Paperback),Dean Koontz,1992,3.86,34735,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Fantasy,Fantasy,Thriller,Science Fiction"
442,"Ghost Road Blues (Pine Deep, #1)",Jonathan Maberry,2006,3.78,8140,"Horror,Fiction,Thriller,Horror,Holiday,Fantasy,Audiobook,Fantasy,Paranormal,Fantasy"
443,Fledgling (Paperback),Octavia E. Butler,2005,3.85,26816,"Fantasy,Fiction,Horror,Paranormal,Science Fiction,Fantasy,Audiobook,Speculative Fiction,Science Fiction Fantasy,Fantasy"
444,The Dangers of Smoking in Bed (Hardcover),Mariana Enríquez,2009,3.87,20122,"Short Stories,Horror,Fiction,Magical Realism,Contemporary,Literary Fiction,Fantasy,Adult,Short Stories,European Literature"
445,Kin (Hardcover),Kealan Patrick Burke,2011,3.91,4406,"Horror,Thriller,Mystery,Fiction,Adult,Suspense,Dark,Horror,Thriller,Thriller"
446,Mongrels (Hardcover),Stephen Graham Jones,2016,3.94,6429,"Horror,Fantasy,Fiction,Shapeshifters,Young Adult,Young Adult,Fantasy,Fantasy,Fantasy,Audiobook"
447,Imajica (Paperback),Clive Barker,1991,4.17,22116,"Fantasy,Horror,Fiction,Science Fiction,Fantasy,Science Fiction Fantasy,Speculative Fiction,Novels,Epic,Audiobook"
448,"The Merciless (The Merciless, #1)",Danielle Vega,2014,3.59,15590,"Horror,Young Adult,Fantasy,Fantasy,Fiction,Thriller,Mystery,Contemporary,Fantasy,Paranormal"
449,"The Best Defense (The Walking Dead, #5)",Robert Kirkman,2006,4.28,25104,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
450,The King in Yellow and Other Horror Stories (Paperback),Robert W. Chambers,1970,3.69,7971,"Horror,Fiction,Short Stories,Fantasy,Classics,Fantasy,Gothic,Fantasy,Mystery,Literature"
451,"American Gods (American Gods, #1)",Neil Gaiman,2001,4.11,862097,"Fantasy,Fiction,Fantasy,Fantasy,Audiobook,Science Fiction,Science Fiction Fantasy,Adult,Contemporary,Horror"
452,Between Two Fires (Hardcover),Christopher Buehlman,2012,4.24,8503,"Horror,Fantasy,Historical,Fiction,Historical,Fantasy,Audiobook,Historical,Fantasy,Historical Fiction"
453,Burn Our Bodies Down (ebook),Rory Power,2020,3.54,9506,"Horror,Young Adult,Mystery,Thriller,Fiction,LGBT,Contemporary,Thriller,LGBT,LGBT"
454,"Pandora (New Tales of the Vampires, #1)",Anne Rice,1998,3.78,43777,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Fantasy,Historical,Fantasy,Gothic,Historical"
