Title,Author,Year,Rating,Raters,Genres
"This Book Is Full of Spiders (John Dies at the End, #2)",David  Wong,2012,4.25,28498,"Horror,Fiction,Humor,Fantasy,Science Fiction,Humor,Horror,Fantasy,Audiobook,Fantasy"
Rage (Paperback),Richard Bachman,1977,3.75,42062,"Horror,Fiction,Thriller,Mystery,Novels,Suspense,Audiobook,Short Stories,Adult,Literature"
Our Wives Under the Sea (Paperback),Julia Armfield,2022,3.91,12082,"Horror,Fiction,LGBT,LGBT,LGBT,Contemporary,Adult,Literary Fiction,Audiobook,Gothic"
The Mummy (Ramses the Damned #1),Anne Rice,1989,3.85,45527,"Horror,Fantasy,Fiction,Fantasy,Fantasy,Historical,Romance,Historical,Fantasy,Northern Africa"
"Hannibal Rising (Hannibal Lecter, #4)",Thomas  Harris,2006,3.55,44544,"Horror,Fiction,Thriller,Mystery,Mystery,Suspense,Thriller,Novels,Adult,Audiobook"
Lord of the Flies (Paperback),William Golding,1954,3.69,2654812,"Classics,Fiction,Young Adult,Academic,Literature,Science Fiction,Academic,Novels,Young Adult,Adventure"
Sundial (Hardcover),Catriona Ward,2022,3.82,8867,"Horror,Thriller,Fiction,Mystery,Adult,Thriller,Audiobook,Suspense,Dark,Thriller"
Harvest Home (Hardcover),Thomas Tryon,1973,3.84,8673,"Horror,Fiction,Mystery,Gothic,Classics,Thriller,Holiday,Suspense,Adult,Fantasy"
The Shadow over Innsmouth (Paperback),H.P. Lovecraft,1936,4.12,17066,"Horror,Fiction,Classics,Fantasy,Short Stories,Horror,Science Fiction,Audiobook,Fantasy,Mystery"
"Pines (Wayward Pines, #1)",Blake Crouch,2012,3.94,105108,"Thriller,Mystery,Science Fiction,Fiction,Horror,Thriller,Science Fiction,Suspense,Audiobook,Fantasy"
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,1990,4.08,895033,"Science Fiction,Fiction,Thriller,Adventure,Fantasy,Horror,Classics,Science Fiction Fantasy,Animals,Adult"
The Fog (Paperback),James Herbert,1975,3.89,25149,"Horror,Fiction,Thriller,Science Fiction,Mystery,Fantasy,Audiobook,Fantasy,Novels,Fantasy"
The Thief of Always (Hardcover),Clive Barker,1992,4.20,31113,"Fantasy,Horror,Fiction,Young Adult,Childrens,Childrens,Adventure,Fantasy,Fantasy,Fantasy"
The Collector (Paperback),John Fowles,1963,3.98,70082,"Fiction,Classics,Horror,Thriller,Mystery,Mystery,Novels,Literature,European Literature,Thriller"
Burnt Offerings (Hardcover),Robert Marasco,1973,3.80,7502,"Horror,Fiction,Fantasy,Gothic,Thriller,Audiobook,Classics,Fantasy,Fantasy,Mystery"
White Smoke (Hardcover),Tiffany D. Jackson,2021,3.85,11636,"Horror,Young Adult,Thriller,Mystery,Fiction,Fantasy,Audiobook,Contemporary,Thriller,Fantasy"
The Pit and the Pendulum (Paperback),Edgar Allan Poe,1842,4.19,54044,"Classics,Horror,Short Stories,Fiction,Gothic,Mystery,Literature,Poetry,Academic,Literature"
Craven Manor (Paperback),Darcy Coates,2017,3.95,13329,"Horror,Fantasy,Mystery,Fiction,Paranormal,Fantasy,Thriller,Gothic,Fantasy,Adult"
Seed (ebook),Ania Ahlborn,2011,3.73,11807,"Horror,Fiction,Fantasy,Fantasy,Thriller,Audiobook,Fantasy,Paranormal,Mystery,Thriller"
Rebecca (ebook),Daphne du Maurier,1938,4.24,564302,"Classics,Fiction,Mystery,Gothic,Romance,Historical,Thriller,Horror,Thriller,Suspense"
The Metamorphosis (Paperback),Franz Kafka,1915,3.84,860243,"Classics,Fiction,Fantasy,Literature,Philosophy,Short Stories,Academic,Horror,European Literature,Novels"
Lightning (Mass Market Paperback),Dean Koontz,1988,4.08,59677,"Horror,Fiction,Thriller,Science Fiction,Science Fiction,Suspense,Mystery,Fantasy,Thriller,Audiobook"
This Thing Between Us (Paperback),Gus Moreno,2021,3.78,8272,"Horror,Fiction,Thriller,Adult,Audiobook,Mystery,Fantasy,Science Fiction,Adult Fiction,Fantasy"
"Safety Behind Bars (The Walking Dead, #3)",Robert Kirkman,2005,4.30,32533,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
"Malorie (Bird Box, #2)",Josh Malerman,2020,3.82,19095,"Horror,Fiction,Thriller,Science Fiction,Apocalyptic,Audiobook,Science Fiction,Adult,Mystery,Suspense"
Stolen Tongues (Kindle Edition),Felix Blackwell,2017,3.95,12110,"Horror,Fiction,Fantasy,Thriller,Adult,Fantasy,Fantasy,Audiobook,Mystery,Contemporary"
"The Keep (Adversary Cycle, #1)",F. Paul Wilson,1981,3.99,18240,"Horror,Fiction,Fantasy,Paranormal,Thriller,Historical,Fantasy,Mystery,Fantasy,War"
"Deadline (Newsflesh, #2)",Mira Grant,2011,4.10,25396,"Horror,Horror,Science Fiction,Fiction,Science Fiction,Apocalyptic,Young Adult,Thriller,Fantasy,Science Fiction"
"Patient Zero (Joe Ledger, #1)",Jonathan Maberry,2009,3.99,28289,"Horror,Horror,Thriller,Fiction,Science Fiction,Audiobook,Mystery,Fantasy,Action,Suspense"
Slasher Girls & Monster Boys (Kindle Edition),April Genevieve Tucholke,2015,3.87,8542,"Horror,Short Stories,Young Adult,Anthologies,Fantasy,Fantasy,Thriller,Fiction,Mystery,Fantasy"
"The City of Mirrors (The Passage, #3)",Justin Cronin,2016,4.20,51659,"Horror,Fiction,Fantasy,Science Fiction,Apocalyptic,Science Fiction,Paranormal,Thriller,Audiobook,Science Fiction"
Missing,Missing,0,0,0,","
Missing,Missing,0,0,0,
The Halloween Tree (Paperback),Ray Bradbury,1972,3.79,27840,"Fantasy,Horror,Fiction,Holiday,Classics,Young Adult,Audiobook,Childrens,Childrens,Science Fiction"
The Whisper Man (Paperback),Alex North,2019,4.04,130750,"Thriller,Mystery,Horror,Fiction,Thriller,Mystery,Audiobook,Suspense,Adult,Contemporary"
Boy's Life (Kindle Edition),Robert McCammon,1991,4.38,31004,"Horror,Fiction,Fantasy,Mystery,Young Adult,Historical,Magical Realism,Young Adult,Thriller,Adventure"
Last Days (Paperback),Adam Nevill,2012,3.81,5968,"Horror,Fiction,Fantasy,Thriller,Religion,Mystery,Fantasy,Fantasy,Adult,Paranormal"
The House Next Door (Mass Market Paperback),Anne Rivers Siddons,1978,3.88,11023,"Horror,Fiction,Mystery,Gothic,Fantasy,Suspense,Fantasy,Paranormal,Thriller,American"
A House at the Bottom of a Lake (Kindle Edition),Josh Malerman,2016,3.21,13807,"Horror,Fantasy,Fiction,Thriller,Novella,Young Adult,Mystery,Magical Realism,Adult,Thriller"
Prodigal Son (Dean Koontz's Frankenstein #1),Dean Koontz,2005,4.03,35040,"Horror,Fiction,Thriller,Fantasy,Mystery,Science Fiction,Fantasy,Suspense,Horror,Audiobook"
"Cirque Du Freak: A Living Nightmare (Cirque Du Freak, #1)",Darren Shan,2000,4.08,55724,"Fantasy,Horror,Young Adult,Paranormal,Fiction,Fantasy,Fantasy,Childrens,Fantasy,Adventure"
"Rot & Ruin (Rot & Ruin, #1)",Jonathan Maberry,2010,4.10,34186,"Horror,Young Adult,Horror,Science Fiction,Apocalyptic,Fiction,Science Fiction,Fantasy,Fantasy,Young Adult"
The Girl in Red (Paperback),Christina Henry,2019,3.71,12722,"Horror,Fantasy,Retellings,Fiction,Science Fiction,Science Fiction,Young Adult,Apocalyptic,Fantasy,Adult"
The October Country (Hardcover),Ray Bradbury,1955,4.13,16876,"Horror,Short Stories,Fiction,Fantasy,Science Fiction,Classics,Holiday,Anthologies,Science Fiction Fantasy,Short Stories"
The Taking of Jake Livingston (Hardcover),Ryan Douglass,2021,3.47,9711,"Horror,Young Adult,LGBT,Fantasy,Fantasy,LGBT,Thriller,Fiction,Contemporary,Paranormal"
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,2004,3.90,201113,"Fiction,Mystery,Thriller,Mystery,Horror,Thriller,Suspense,Adult,Audiobook,Contemporary"
A Cosmology of Monsters (Hardcover),Shaun Hamill,2019,3.78,7912,"Horror,Fantasy,Fiction,Adult,Folklore,Audiobook,Mystery,Holiday,Fantasy,Fantasy"
Chasing the Boogeyman (Hardcover),Richard  Chizmar,2021,3.99,16083,"Horror,Thriller,Mystery,Fiction,Mystery,Thriller,Crime,Audiobook,Adult,Suspense"
Dark Harvest (Paperback),Norman Partridge,2006,3.67,6869,"Horror,Holiday,Fiction,Fantasy,Fantasy,Fantasy,Thriller,Novella,Mystery,Young Adult"
The Deep (ebook),Alma Katsu,2020,3.33,8025,"Horror,Historical,Fiction,Historical,Mystery,Fantasy,Fantasy,Adult,Thriller,Paranormal"
Shiver: Selected Stories (Hardcover),Junji Ito,2015,4.35,13237,"Sequential Art,Horror,Sequential Art,Short Stories,Sequential Art,Fiction,Fantasy,Graphic Novels Manga,Cultural,Adult"
"Anno Dracula (Anno Dracula, #1)",Kim Newman,1992,3.77,13454,"Horror,Fantasy,Paranormal,Fiction,Historical,Science Fiction,Science Fiction,Fantasy,Historical,Mystery"
Paperbacks from Hell: The Twisted History of '70s and '80s Horror Fiction (Paperback),Grady Hendrix,2017,4.30,7934,"Horror,Nonfiction,History,Writing,Art,Reference,Culture,Humor,Audiobook,Criticism"
The Return (Hardcover),Rachel   Harrison,2020,3.32,10446,"Horror,Thriller,Fiction,Mystery,Adult,Audiobook,Thriller,Suspense,Adult Fiction,Fantasy"
House of Salt and Sorrows (Hardcover),Erin A. Craig,2019,3.93,66711,"Fantasy,Young Adult,Retellings,Horror,Mystery,Romance,Fiction,Young Adult,Fantasy,Audiobook"
"Forever Odd (Odd Thomas, #2)",Dean Koontz,2005,3.98,74172,"Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Fantasy,Suspense,Fantasy,Paranormal"
The House on the Borderland (Paperback),William Hope Hodgson,1908,3.62,7700,"Horror,Fantasy,Fiction,Classics,Fantasy,Gothic,Science Fiction,Horror,Fantasy,Novels"
"Taltos (Lives of the Mayfair Witches, #3)",Anne Rice,1994,3.81,51631,"Horror,Fantasy,Fiction,Fantasy,Paranormal,Fantasy,Fantasy,Paranormal,Gothic,Fantasy"
Rules for Vanishing (Hardcover),Kate Alice Marshall,2019,3.80,7655,"Horror,Young Adult,Mystery,Fantasy,Fantasy,Thriller,LGBT,Fiction,Paranormal,Thriller"
"Welcome to Night Vale (Welcome to Night Vale, #1)",Joseph Fink,2015,3.83,38032,"Fantasy,Fiction,Horror,Science Fiction,Humor,Mystery,Audiobook,Fantasy,Fantasy,Adult"
More Scary Stories to Tell in the Dark (Hardcover),Alvin Schwartz,1984,4.11,17077,"Horror,Short Stories,Fiction,Childrens,Young Adult,Childrens,Fantasy,Fantasy,Holiday,Paranormal"
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror (Paperback),Robert Louis Stevenson,1886,3.94,120136,"Classics,Horror,Fiction,Gothic,Science Fiction,Short Stories,Fantasy,Mystery,Literature,Literature"
The Taking (Mass Market Paperback),Dean Koontz,2004,3.79,38538,"Horror,Fiction,Thriller,Science Fiction,Suspense,Mystery,Fantasy,Fantasy,Fantasy,Science Fiction"
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,1993,4.02,142495,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Horror,Fiction,Romance,Mystery,Fantasy"
The Bad Place (Mass Market Paperback),Dean Koontz,1990,3.93,36031,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Fantasy,Fantasy,Science Fiction,Thriller"
The Graveyard Apartment (Hardcover),Mariko Koike,1988,3.25,3601,"Horror,Fiction,Cultural,Mystery,Fantasy,Asian Literature,Adult,Paranormal,Fantasy,Fantasy"
"Infected (Infected, #1)",Scott Sigler,2008,3.84,20371,"Horror,Science Fiction,Fiction,Thriller,Horror,Audiobook,Science Fiction,Fantasy,Science Fiction Fantasy,Science Fiction"
"Monstress, Vol. 1: Awakening (Paperback)",Marjorie M. Liu,2016,3.96,57133,"Sequential Art,Fantasy,Sequential Art,Horror,Fiction,Science Fiction,Graphic Novels Comics,Adult,Comics,Science Fiction"
Strangers (Paperback),Dean Koontz,1986,4.01,44406,"Horror,Fiction,Thriller,Suspense,Mystery,Science Fiction,Fantasy,Thriller,Fantasy,Fantasy"
"The Heart's Desire (The Walking Dead, #4)",Robert Kirkman,2005,4.20,29025,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
The Cipher (Paperback),Kathe Koja,1991,3.57,4792,"Horror,Fiction,Fantasy,Science Fiction,Fantasy,Horror,Adult,Novels,Holiday,Adult Fiction"
The Complete Fiction (Leather Bound),H.P. Lovecraft,1937,4.35,12327,"Horror,Fiction,Classics,Fantasy,Short Stories,Science Fiction,Anthologies,Anthologies,Fantasy,Horror"
The Children on the Hill (Hardcover),Jennifer  McMahon,2022,3.88,15557,"Horror,Thriller,Mystery,Fiction,Thriller,Suspense,Adult,Audiobook,Gothic,Historical"
The Coldest Girl in Coldtown (Hardcover),Holly Black,2013,3.84,66675,"Young Adult,Fantasy,Paranormal,Fantasy,Horror,Fantasy,Romance,Fiction,Fantasy,Science Fiction"
Certain Dark Things (Paperback),Silvia Moreno-Garcia,2016,3.75,10713,"Fantasy,Horror,Paranormal,Fantasy,Fiction,Fantasy,Adult,Audiobook,Fantasy,Young Adult"
Midnight (Paperback),Dean Koontz,1989,3.85,25923,"Horror,Fiction,Thriller,Suspense,Mystery,Science Fiction,Fantasy,Fantasy,Thriller,Audiobook"
Zone One (Hardcover),Colson Whitehead,2011,3.26,22352,"Fiction,Horror,Horror,Science Fiction,Apocalyptic,Science Fiction,Science Fiction,Fantasy,Audiobook,Novels"
A Clockwork Orange (Paperback),Anthony Burgess,1962,4.00,668136,"Classics,Fiction,Science Fiction,Science Fiction,Literature,Horror,Novels,Classics,Mystery,European Literature"
The Castle of Otranto (Paperback),Horace Walpole,1764,3.18,29826,"Classics,Gothic,Horror,Fiction,Literature,Fantasy,Literature,Mystery,European Literature,Novels"
"The Boy on the Bridge (The Girl With All the Gifts, #2)",M.R. Carey,2017,3.96,23618,"Horror,Fiction,Science Fiction,Horror,Science Fiction,Apocalyptic,Audiobook,Fantasy,Science Fiction,Thriller"
Tick Tock (Paperback),Dean Koontz,1996,3.74,33135,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Fantasy,Fantasy,Thriller,Romance"
"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",Kerri Maniscalco,2016,3.97,116195,"Historical,Mystery,Young Adult,Historical,Romance,Horror,Fantasy,Thriller,Fiction,Thriller"
Blaze (Hardcover),Richard Bachman,2007,3.75,46201,"Horror,Fiction,Thriller,Mystery,Mystery,Suspense,Audiobook,Novels,Adult,Thriller"
Missing,Missing,0,0,0,
Missing,Missing,0,0,0,",,"
Mapping the Interior (ebook),Stephen Graham Jones,2017,3.81,5113,"Horror,Fiction,Novella,Fantasy,Short Stories,Adult,Fantasy,Paranormal,Magical Realism,Fantasy"
"American Vampire, Vol. 1 (Hardcover)",Scott Snyder,2010,3.98,24399,"Sequential Art,Sequential Art,Horror,Paranormal,Fiction,Fantasy,Graphic Novels Comics,Comics,Historical,Fantasy"
"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,2001,3.96,522899,"Fantasy,Paranormal,Fantasy,Romance,Fantasy,Fiction,Mystery,Romance,Fantasy,Horror"
Handling the Undead (Paperback),John Ajvide Lindqvist,2005,3.48,11473,"Horror,Horror,Fiction,Fantasy,European Literature,Fantasy,Fantasy,Cultural,European Literature,Novels"
A Certain Hunger (Audible Audio),Chelsea G. Summers,2019,3.92,13449,"Horror,Fiction,Contemporary,Thriller,Adult,Feminism,Literary Fiction,Thriller,Womens,Mystery"
From Hell (Paperback),Alan Moore,1999,4.18,38170,"Sequential Art,Sequential Art,Horror,Fiction,Historical,Mystery,Graphic Novels Comics,Comics,Mystery,Historical"
The Sandman Vol. 2: The Doll's House (Hardcover),Neil Gaiman,1990,4.43,97119,"Sequential Art,Sequential Art,Fantasy,Fiction,Horror,Graphic Novels Comics,Comics,Fantasy,Fantasy,Adult"
Lakewood (Hardcover),Megan Giddings,2020,3.52,9634,"Horror,Fiction,Science Fiction,Thriller,Adult,Audiobook,Mystery,Thriller,Science Fiction,Race"
Acceptance (Paperback),Jeff VanderMeer,2014,3.62,56649,"Science Fiction,Fiction,Horror,Fantasy,Audiobook,Science Fiction Fantasy,Mystery,Fantasy,Science Fiction,Speculative Fiction"
When the Reckoning Comes (Paperback),LaTanya McQueen,2021,3.72,4302,"Horror,Fiction,Thriller,Mystery,Historical,Adult,Thriller,Audiobook,Fantasy,Race"
"Something is Killing the Children, Vol. 1 (Paperback)",James Tynion IV,2020,4.14,12213,"Sequential Art,Horror,Sequential Art,Fantasy,Graphic Novels Comics,Fiction,Adult,Comics,Fantasy,Fantasy"
"Merrick (The Vampire Chronicles, #7)",Anne Rice,2000,3.75,41068,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Fantasy,Paranormal,Fantasy,Gothic,Adult"
Mister B. Gone (Hardcover),Clive Barker,2007,3.34,13751,"Horror,Fantasy,Fiction,Paranormal,Historical,Fantasy,Fantasy,Fantasy,Novels,Adult"
A Stir of Echoes (Paperback),Richard Matheson,1958,3.87,13472,"Horror,Fiction,Mystery,Thriller,Fantasy,Fantasy,Fantasy,Audiobook,Paranormal,Science Fiction"
In the Miso Soup (Paperback),Ryū Murakami,1997,3.62,24484,"Horror,Fiction,Cultural,Asian Literature,Thriller,Mystery,Mystery,Contemporary,Novels,Cultural"
Trigger Warning: Short Fictions and Disturbances (Hardcover),Neil Gaiman,2015,3.92,57594,"Fantasy,Short Stories,Fiction,Horror,Science Fiction,Audiobook,Anthologies,Poetry,Adult,Science Fiction Fantasy"
House of Hunger (Hardcover),Alexis Henderson,2022,3.72,3779,"Horror,Fantasy,Gothic,Paranormal,Adult,Fiction,LGBT,Historical,Fantasy,LGBT"
In the House in the Dark of the Woods (Hardcover),Laird Hunt,2018,3.33,6022,"Horror,Fiction,Fantasy,Historical,Paranormal,Adult,Historical,Fantasy,Thriller,Adult Fiction"
"The Screaming Staircase (Lockwood & Co., #1)",Jonathan Stroud,2013,4.22,40194,"Fantasy,Young Adult,Mystery,Horror,Fantasy,Childrens,Fiction,Paranormal,Fantasy,Adventure"
Drawing Blood (Paperback),Poppy Z. Brite,1993,4.02,10129,"Horror,Fiction,Fantasy,LGBT,Paranormal,Romance,Fantasy,Romance,LGBT,LGBT"
The Croning (Hardcover),Laird Barron,2012,3.73,4504,"Horror,Fiction,Fantasy,Fantasy,Horror,Fantasy,Adult,Fantasy,Audiobook,Novels"
Gallant (Hardcover),V.E. Schwab,2022,3.79,59682,"Fantasy,Young Adult,Horror,Fiction,Fantasy,Gothic,Mystery,Audiobook,Young Adult,Fantasy"
Shadowland (Mass Market Paperback),Peter Straub,1980,3.90,11921,"Horror,Fantasy,Fiction,Thriller,Fantasy,Mystery,Fantasy,Fantasy,Novels,Suspense"
"Brother Odd (Odd Thomas, #3)",Dean Koontz,2006,4.00,64202,"Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Fantasy,Suspense,Fantasy,Thriller"
And the Trees Crept In (Hardcover),Dawn Kurtagich,2016,3.56,5875,"Horror,Young Adult,Mystery,Fantasy,Fantasy,Fiction,Thriller,Suspense,Fantasy,Audiobook"
Hideaway (Mass Market Paperback),Dean Koontz,1992,3.86,34735,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Fantasy,Fantasy,Thriller,Science Fiction"
"Ghost Road Blues (Pine Deep, #1)",Jonathan Maberry,2006,3.78,8140,"Horror,Fiction,Thriller,Horror,Holiday,Fantasy,Audiobook,Fantasy,Paranormal,Fantasy"
Fledgling (Paperback),Octavia E. Butler,2005,3.85,26816,"Fantasy,Fiction,Horror,Paranormal,Science Fiction,Fantasy,Audiobook,Speculative Fiction,Science Fiction Fantasy,Fantasy"
The Dangers of Smoking in Bed (Hardcover),Mariana Enríquez,2009,3.87,20122,"Short Stories,Horror,Fiction,Magical Realism,Contemporary,Literary Fiction,Fantasy,Adult,Short Stories,European Literature"
Kin (Hardcover),Kealan Patrick Burke,2011,3.91,4406,"Horror,Thriller,Mystery,Fiction,Adult,Suspense,Dark,Horror,Thriller,Thriller"
Mongrels (Hardcover),Stephen Graham Jones,2016,3.94,6429,"Horror,Fantasy,Fiction,Shapeshifters,Young Adult,Young Adult,Fantasy,Fantasy,Fantasy,Audiobook"
Imajica (Paperback),Clive Barker,1991,4.17,22116,"Fantasy,Horror,Fiction,Science Fiction,Fantasy,Science Fiction Fantasy,Speculative Fiction,Novels,Epic,Audiobook"
"The Merciless (The Merciless, #1)",Danielle Vega,2014,3.59,15590,"Horror,Young Adult,Fantasy,Fantasy,Fiction,Thriller,Mystery,Contemporary,Fantasy,Paranormal"
"The Best Defense (The Walking Dead, #5)",Robert Kirkman,2006,4.28,25104,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
The King in Yellow and Other Horror Stories (Paperback),Robert W. Chambers,1970,3.69,7971,"Horror,Fiction,Short Stories,Fantasy,Classics,Fantasy,Gothic,Fantasy,Mystery,Literature"
"American Gods (American Gods, #1)",Neil Gaiman,2001,4.11,862097,"Fantasy,Fiction,Fantasy,Fantasy,Audiobook,Science Fiction,Science Fiction Fantasy,Adult,Contemporary,Horror"
Between Two Fires (Hardcover),Christopher Buehlman,2012,4.24,8503,"Horror,Fantasy,Historical,Fiction,Historical,Fantasy,Audiobook,Historical,Fantasy,Historical Fiction"
Burn Our Bodies Down (ebook),Rory Power,2020,3.54,9506,"Horror,Young Adult,Mystery,Thriller,Fiction,LGBT,Contemporary,Thriller,LGBT,LGBT"
"Pandora (New Tales of the Vampires, #1)",Anne Rice,1998,3.78,43777,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Fantasy,Historical,Fantasy,Gothic,Historical"
"Tokyo Ghoul, Tome 1 (Tokyo Ghoul, #1)",Sui Ishida,2012,4.42,122935,"Sequential Art,Horror,Fantasy,Sequential Art,Sequential Art,Fiction,Fantasy,Young Adult,Manga,Fantasy"
"The Murders of Molly Southbourne (Molly Southbourne, #1)",Tade Thompson,2017,3.82,5155,"Horror,Science Fiction,Novella,Fiction,Fantasy,Thriller,Adult,Short Stories,Mystery,Thriller"
The Fall of the House of Usher and Other Tales (Paperback),Edgar Allan Poe,1849,4.17,71644,"Classics,Horror,Fiction,Short Stories,Gothic,Literature,Mystery,Fantasy,Poetry,Literature"
The Shining Girls (Hardcover),Lauren Beukes,2013,3.54,47089,"Fiction,Mystery,Horror,Thriller,Science Fiction,Science Fiction,Mystery,Fantasy,Thriller,Historical"
One Past Midnight: The Langoliers (Audio Cassette),Stephen King,1990,3.92,38310,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Short Stories,Mystery,Fantasy,Audiobook,Fantasy"
Wylding Hall (ebook),Elizabeth Hand,2015,3.82,5491,"Horror,Fantasy,Fiction,Gothic,Mystery,Fantasy,Music,Novella,Audiobook,Paranormal"
The Last Days of Jack Sparks (Paperback),Jason Arnopp,2016,3.89,7838,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Fantasy,Paranormal,Adult,Thriller"
Lock Every Door (ebook),Riley Sager,2019,3.91,146733,"Thriller,Mystery,Thriller,Fiction,Horror,Audiobook,Adult,Suspense,Contemporary,Adult Fiction"
Fairy Tale (Hardcover),Stephen King,2022,4.23,61949,"Fantasy,Horror,Fiction,Audiobook,Thriller,Adult,Science Fiction,Adventure,Science Fiction Fantasy,Young Adult"
"Blackout (Newsflesh, #3)",Mira Grant,2012,4.09,21979,"Horror,Horror,Science Fiction,Fiction,Science Fiction,Apocalyptic,Young Adult,Thriller,Fantasy,Science Fiction"
The Bone Houses (Hardcover),Emily Lloyd-Jones,2019,4.01,17649,"Fantasy,Young Adult,Horror,Historical,Fiction,Young Adult,Horror,Fantasy,Historical,Audiobook"
Missing,Missing,0,0,0,
Missing,Missing,0,0,0,",,,,,,"
"Night of the Living Dummy (Goosebumps, #7)",R.L. Stine,1993,3.84,28309,"Horror,Childrens,Fiction,Young Adult,Childrens,Fantasy,Mystery,Thriller,Fantasy,Audiobook"
Suffer the Children (Paperback),John Saul,1977,3.92,30061,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Adult,Fantasy,Thriller,Fantasy"
Sharp Objects (Paperback),Gillian Flynn,2006,4.01,878621,"Mystery,Fiction,Thriller,Thriller,Mystery,Suspense,Audiobook,Adult,Contemporary,Horror"
Manhunt (Paperback),Gretchen Felker-Martin,2022,3.63,4765,"Horror,Fiction,LGBT,LGBT,Science Fiction,Science Fiction,Adult,Apocalyptic,LGBT,Thriller"
The Drowning Kind (Hardcover),Jennifer  McMahon,2021,3.83,20112,"Horror,Mystery,Thriller,Fiction,Thriller,Fantasy,Audiobook,Suspense,Historical,Adult"
"Chilling Adventures of Sabrina, Vol. 1: The Crucible (Paperback)",Roberto Aguirre-Sacasa,2016,3.95,12594,"Sequential Art,Horror,Sequential Art,Fantasy,Paranormal,Young Adult,Fiction,Graphic Novels Comics,Fantasy,Fantasy"
The Bad Seed (Paperback),William March,1954,4.03,17724,"Horror,Fiction,Classics,Thriller,Mystery,Suspense,Thriller,Mystery,Novels,Adult"
I Remember You (Paperback),Yrsa Sigurdardottir,2010,3.85,9753,"Horror,Mystery,Fiction,Thriller,Mystery,Fantasy,Paranormal,Thriller,Suspense,Scandinavian Lite..."
Growing Things and Other Stories (Hardcover),Paul Tremblay,2019,3.49,5361,"Horror,Short Stories,Fiction,Anthologies,Adult,Thriller,Audiobook,Fantasy,Short Stories,Anthologies"
The Wind Through the Keyhole (Kindle Edition),Stephen King,2012,4.15,75977,"Fantasy,Fiction,Horror,Science Fiction,Westerns,Audiobook,Adventure,Science Fiction Fantasy,Thriller,Fantasy"
Collected Ghost Stories (Hardcover),M.R. James,1931,4.14,7220,"Horror,Short Stories,Classics,Fiction,Gothic,Horror,Paranormal,Fantasy,Fantasy,Fantasy"
More Tales to Chill Your Bones (Paperback),Alvin Schwartz,1991,4.16,15232,"Horror,Short Stories,Fiction,Childrens,Young Adult,Childrens,Fantasy,Fantasy,Holiday,Paranormal"
"Blood And Gold (The Vampire Chronicles, #8)",Anne Rice,2001,3.91,33693,"Paranormal,Horror,Fantasy,Fiction,Fantasy,Fantasy,Fantasy,Gothic,Historical,Adult"
Little Heaven (Hardcover),Nick Cutter,2017,3.79,5551,"Horror,Fiction,Thriller,Religion,Audiobook,Adult,Suspense,Mystery,Holiday,Thriller"
The Scarlet Gospels (Hardcover),Clive Barker,2015,3.49,8834,"Horror,Fiction,Fantasy,Fantasy,Thriller,Fantasy,Fantasy,Fantasy,Audiobook,Paranormal"
"Say Cheese and Die! (Goosebumps, #4)",R.L. Stine,1992,3.77,24208,"Horror,Childrens,Fiction,Childrens,Young Adult,Fantasy,Mystery,Fantasy,Childrens,Thriller"
Fragments of Horror (Hardcover),Junji Ito,2014,4.10,11832,"Sequential Art,Horror,Sequential Art,Sequential Art,Short Stories,Fiction,Fantasy,Asian Literature,Cultural,Adult"
The Child Thief (Hardcover),Brom,2009,4.09,16503,"Fantasy,Horror,Retellings,Fiction,Young Adult,Fantasy,Adult,Dark,Fantasy,Fantasy"
Dark Places (Hardcover),Gillian Flynn,2009,3.95,678647,"Mystery,Fiction,Thriller,Thriller,Mystery,Suspense,Adult,Audiobook,Horror,Contemporary"
Shutter Island (Mass Market Paperback),Dennis Lehane,2003,4.10,181845,"Mystery,Fiction,Thriller,Horror,Thriller,Suspense,Mystery,Thriller,Adult,Novels"
