Title,Author,Year,Rating,Raters,Genres
Smoke and Mirrors: Short Fiction and Illusions (Mass Market Paperback),Neil Gaiman,1998,4.02,68955,
"Vittorio, The Vampire (New Tales of the Vampires, #2)",Anne Rice,1999,3.53,27074,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Fantasy,Historical,Fantasy,Gothic,Historical"
Goth (Paperback),Otsuichi,2002,4.05,3815,"Horror,Fiction,Mystery,Short Stories,Asian Literature,Sequential Art,Cultural,Thriller,Novels,Literature"
"Night Watch (Watch, #1)",Sergei Lukyanenko,1998,3.97,42152,"Fantasy,Fantasy,Fiction,Horror,Paranormal,Fantasy,Cultural,Fantasy,Science Fiction,Fantasy"
"Life Among Them (The Walking Dead, #12)",Robert Kirkman,2010,4.31,19798,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
Fragile Things: Short Fictions and Wonders (Paperback),Neil Gaiman,2006,3.96,67006,"Fantasy,Short Stories,Fiction,Horror,Science Fiction,Poetry,Anthologies,Audiobook,Science Fiction Fantasy,Fantasy"
"Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)",Joseph Delaney,2004,4.00,46870,"Fantasy,Young Adult,Horror,Fiction,Fantasy,Fantasy,Childrens,Paranormal,Fantasy,Adventure"
The Toll (Paperback),Cherie Priest,2019,3.42,2802,"Horror,Fiction,Gothic,Fantasy,Mystery,Thriller,Gothic,Fantasy,Fantasy,Adult"
Zombie (Paperback),Joyce Carol Oates,1995,3.34,9952,"Horror,Fiction,Mystery,Thriller,Mystery,Novels,Contemporary,Dark,Horror,Literary Fiction"
Road of Bones (Hardcover),Christopher Golden,2022,3.46,3181,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Adult,Fantasy,Suspense,Thriller"
172 Hours on the Moon (Paperback),Johan Harstad,2008,3.54,12892,"Horror,Young Adult,Science Fiction,Fiction,Thriller,Mystery,Space,Fantasy,Fantasy,Adventure"
"Unwind (Unwind, #1)",Neal Shusterman,2007,4.17,214004,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Horror,Young Adult,Thriller,Adventure,Adventure"
How to Sell a Haunted House (Hardcover),Grady Hendrix,2023,4.12,383,"Horror,Fiction,Adult,Thriller,Mystery,Fantasy,Fantasy,Thriller,Contemporary,Adult Fiction"
"Down Among the Sticks and Bones (Wayward Children, #2)",Seanan McGuire,2017,4.15,44740,"Fantasy,Young Adult,Fiction,Audiobook,Horror,LGBT,Novella,LGBT,Paranormal,Fantasy"
From the Corner of His Eye (Mass Market Paperback),Dean Koontz,2000,4.05,31351,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Thriller,Fantasy,Fantasy,Science Fiction"
The Ghost Tree (Paperback),Christina Henry,2020,3.82,4806,"Horror,Mystery,Fantasy,Fiction,Young Adult,Fantasy,Thriller,Paranormal,Fantasy,Adult"
"Haunted (David Ash, #1)",James Herbert,1988,3.79,7269,"Horror,Fiction,Paranormal,Fantasy,Fantasy,Mystery,Gothic,Fantasy,Horror,Thriller"
Cackle (Paperback),Rachel   Harrison,2021,3.70,13332,"Horror,Fantasy,Fiction,Paranormal,Fantasy,Adult,Holiday,Audiobook,Fantasy,Contemporary"
"Hollow City (Miss Peregrine's Peculiar Children, #2)",Ransom Riggs,2014,4.06,224148,"Fantasy,Young Adult,Fiction,Fantasy,Historical,Horror,Science Fiction,Mystery,Adventure,Fantasy"
The Night Gardener (Hardcover),Jonathan Auxier,2014,4.06,18679,"Fantasy,Childrens,Horror,Mystery,Young Adult,Fiction,Historical,Childrens,Childrens,Fantasy"
The Door to December (Paperback),Richard Paige,1985,3.97,36647,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Thriller,Science Fiction,Adult,Fantasy"
"The Enemy (The Enemy, #1)",Charlie Higson,2009,4.10,23292,"Horror,Horror,Young Adult,Science Fiction,Fiction,Apocalyptic,Science Fiction,Fantasy,Thriller,Science Fiction"
The Lesser Dead (Hardcover),Christopher Buehlman,2014,4.03,4250,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Fantasy,Audiobook,Thriller,Adult,Fantasy"
"Books of Blood, Volume Three (Books of Blood, #3)",Clive Barker,1984,4.17,11424,"Horror,Short Stories,Fiction,Fantasy,Anthologies,Thriller,Short Stories,Anthologies,Mystery,Fantasy"
American Elsewhere (Paperback),Robert Jackson Bennett,2013,3.78,6423,"Horror,Fantasy,Fiction,Science Fiction,Mystery,Fantasy,Fantasy,Speculative Fiction,Fantasy,Science Fiction Fantasy"
The Devil in Silver (Hardcover),Victor LaValle,2012,3.55,4925,"Horror,Fiction,Fantasy,Thriller,Mystery,Audiobook,Mental Health,Literary Fiction,Health,Adult"
"Reliquary (Pendergast, #2)",Douglas Preston,1997,4.03,43591,"Thriller,Mystery,Horror,Fiction,Thriller,Suspense,Science Fiction,Mystery,Adventure,Audiobook"
"Vamphyri! (Necroscope, #2)",Brian Lumley,1988,4.11,7520,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Science Fiction,Thriller,Fantasy,Fantasy,Novels"
"Metro 2033 (Metro, #1)",Dmitry Glukhovsky,2002,4.01,54355,"Science Fiction,Fiction,Horror,Apocalyptic,Science Fiction,Fantasy,Cultural,Science Fiction,Literature,Audiobook"
Night Chills (Paperback),Dean Koontz,1976,3.89,25349,"Horror,Fiction,Thriller,Suspense,Mystery,Science Fiction,Thriller,Novels,Fantasy,Adult Fiction"
"City of Ghosts (Cassidy Blake, #1)",Victoria Schwab,2018,3.90,57659,"Fantasy,Childrens,Fantasy,Young Adult,Audiobook,Horror,Paranormal,Fiction,Childrens,Fantasy"
Ghost Stories of an Antiquary (Paperback),M.R. James,1904,4.06,4901,"Horror,Short Stories,Fiction,Classics,Gothic,Horror,Paranormal,Fantasy,Fantasy,Fantasy"
Hunted (Kindle Edition),Darcy Coates,2018,4.08,9746,"Horror,Thriller,Mystery,Fiction,Thriller,Suspense,Adult,Holiday,Audiobook,Mystery"
"Blood Canticle (The Vampire Chronicles, #10)",Anne Rice,2003,3.73,23409,"Paranormal,Horror,Fantasy,Fiction,Fantasy,Fantasy,Fantasy,Paranormal,Gothic,Occult"
Come with Me (Kindle Edition),Ronald Malfi,2021,4.02,6329,"Horror,Thriller,Mystery,Fiction,Thriller,Audiobook,Mystery,Suspense,Adult,Fantasy"
Who Goes There? (Paperback),John W. Campbell Jr.,1938,3.82,8448,"Horror,Science Fiction,Fiction,Classics,Short Stories,Novella,Science Fiction,Thriller,Audiobook,Fantasy"
The Mary Shelley Club (Hardcover),Goldy Moldavsky,2021,3.93,7736,"Horror,Young Adult,Thriller,Mystery,Fiction,Thriller,Contemporary,Audiobook,Suspense,Mystery"
Floating Dragon (Paperback),Peter Straub,1982,3.84,11938,"Horror,Fiction,Fantasy,Thriller,Science Fiction,Fantasy,Suspense,Fantasy,Novels,Literature"
"The Curse of the Wendigo (The Monstrumologist, #2)",Rick Yancey,2010,4.17,7233,"Horror,Young Adult,Fantasy,Historical,Fantasy,Fiction,Historical,Mystery,Fantasy,Folklore"
"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,1995,4.16,92048,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Horror,Romance,Fiction,Fantasy,Mystery"
Suicide Forest (World's Scariest Places #1),Jeremy Bates,2014,3.70,5969,"Horror,Thriller,Fiction,Mystery,Fantasy,Cultural,Suspense,Fantasy,Adventure,Fantasy"
Missing,Missing,0,0,0,","
Missing,Missing,0,0,0,",,,,,,,,,,,,,,"
Ghost Wall (Hardcover),Sarah Moss,2018,3.77,20053,"Fiction,Horror,Literary Fiction,Contemporary,Novella,Audiobook,Historical,European Literature,Adult,Novels"
"Hater (Hater, #1)",David Moody,2006,3.65,10099,"Horror,Horror,Fiction,Science Fiction,Apocalyptic,Science Fiction,Science Fiction,Thriller,Fantasy,Adult Fiction"
Alice Isn't Dead (Hardcover),Joseph Fink,2018,3.65,7783,"Horror,Fiction,Fantasy,Mystery,LGBT,LGBT,Thriller,Audiobook,Adult,Science Fiction"
The Loney (Hardcover),Andrew Michael Hurley,2014,3.27,15196,"Horror,Fiction,Gothic,Mystery,Thriller,Contemporary,Literary Fiction,European Literature,Suspense,Religion"
The Sandman Vol. 3: Dream Country (Hardcover),Neil Gaiman,1990,4.24,113477,"Sequential Art,Sequential Art,Fantasy,Fiction,Horror,Graphic Novels Comics,Comics,Fantasy,Fantasy,Science Fiction Fantasy"
The Midwich Cuckoos (Mass Market Paperback),John Wyndham,1957,3.91,22742,"Science Fiction,Horror,Fiction,Classics,Fantasy,Science Fiction Fantasy,Speculative Fiction,European Literature,Audiobook,Novels"
Nightbitch (Hardcover),Rachel Yoder,2021,3.65,20136,"Fiction,Horror,Magical Realism,Contemporary,Fantasy,Literary Fiction,Feminism,Audiobook,Adult,Novels"
The Thing on the Doorstep and Other Weird Stories (Paperback),H.P. Lovecraft,1937,4.29,9507,"Horror,Short Stories,Fiction,Classics,Fantasy,Science Fiction,Fantasy,Gothic,Horror,Literature"
"Monster Blood (Goosebumps, #3)",R.L. Stine,1992,3.52,12192,"Horror,Childrens,Fiction,Childrens,Young Adult,Fantasy,Mystery,Fantasy,Thriller,Novels"
The Secret of Crickley Hall (Hardcover),James Herbert,2006,3.91,8816,"Horror,Fiction,Thriller,Paranormal,Fantasy,Fantasy,Fantasy,Mystery,Horror,Audiobook"
"Attack on Titan, Vol. 1 (Attack on Titan, #1)",Hajime Isayama,2009,4.47,202139,"Sequential Art,Sequential Art,Fantasy,Horror,Sequential Art,Fiction,Science Fiction,Science Fiction,Young Adult,Action"
Foe (Hardcover),Iain Reid,2018,3.72,14259,"Horror,Science Fiction,Fiction,Thriller,Mystery,Audiobook,Thriller,Adult,Suspense,Cultural"
"Johannes Cabal the Necromancer (Johannes Cabal, #1)",Jonathan L. Howard,2009,3.92,19427,"Fantasy,Horror,Fiction,Science Fiction,Humor,Fantasy,Fantasy,Paranormal,Fantasy,Audiobook"
"Dead Voices (Small Spaces, #2)",Katherine Arden,2019,4.07,8034,"Childrens,Horror,Fantasy,Fantasy,Mystery,Fiction,Childrens,Paranormal,Young Adult,Audiobook"
Thornhill (Kindle Edition),Pam Smy,2017,3.78,11758,"Sequential Art,Horror,Young Adult,Childrens,Mystery,Fiction,Fantasy,Paranormal,Gothic,Fantasy"
"Your House Is on Fire, Your Children All Gone (Paperback)",Stefan Kiesbye,2012,3.32,3695,"Horror,Fiction,Short Stories,Historical,Adult,Gothic,Cultural,Mystery,Dark,Fantasy"
The Replacement (Hardcover),Brenna Yovanoff,2010,3.55,19706,"Young Adult,Fantasy,Horror,Fantasy,Fantasy,Fiction,Fantasy,Young Adult,Paranormal,Romance"
"Spiral (Ring, #2)",Kōji Suzuki,1995,3.76,5753,"Horror,Fiction,Cultural,Asian Literature,Mystery,Science Fiction,Thriller,Fantasy,Fantasy,Cultural"
"The Three (The Three, #1)",Sarah Lotz,2014,3.31,13637,"Horror,Fiction,Thriller,Mystery,Science Fiction,Fantasy,Suspense,Fantasy,Thriller,Adult"
We Need to Talk About Kevin (Paperback),Lionel Shriver,2003,4.07,182594,"Fiction,Contemporary,Thriller,Horror,Mystery,Drama,Adult,Psychology,Literary Fiction,Book Club"
Catherine House (Hardcover),Elisabeth    Thomas,2020,3.11,21792,"Fiction,Mystery,Horror,Thriller,Gothic,Thriller,Adult,Audiobook,Contemporary,Fantasy"
Daughters Unto Devils (Hardcover),Amy Lukavics,2015,3.58,3884,"Horror,Young Adult,Historical,Historical,Fiction,Fantasy,Fantasy,Fantasy,Mystery,Young Adult"
Frankenstein in Baghdad (Paperback),Ahmed Saadawi,2013,3.57,14293,"Horror,Fiction,Fantasy,Novels,Magical Realism,Literary Fiction,Science Fiction,Contemporary,War,Literature"
"Hammers on Bone (Persons Non Grata, #1)",Cassandra Khaw,2016,3.64,3670,"Horror,Fantasy,Novella,Fiction,Fantasy,Mystery,Horror,Mystery,Short Stories,Adult"
"Mr. Monster (John Cleaver, #2)",Dan Wells,2010,4.11,13033,"Horror,Young Adult,Thriller,Fantasy,Mystery,Fiction,Fantasy,Mystery,Fantasy,Fantasy"
"No Way Out (The Walking Dead, #14)",Robert Kirkman,2011,4.32,17109,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
Tales of H.P. Lovecraft (Paperback),H.P. Lovecraft,1935,4.23,9170,"Horror,Fiction,Short Stories,Classics,Fantasy,Science Fiction,Gothic,Literature,Fantasy,Horror"
The Daughter of Doctor Moreau (Hardcover),Silvia Moreno-Garcia,2022,3.67,11025,"Historical,Horror,Fiction,Fantasy,Science Fiction,Historical,Retellings,Gothic,Adult,Audiobook"
The Loop (Hardcover),Jeremy Robert Johnson,2020,3.41,4424,"Horror,Science Fiction,Fiction,Thriller,Young Adult,Horror,Audiobook,Mystery,Science Fiction,Thriller"
Goddess of Filth (Paperback),V. Castro,2021,3.74,2500,"Horror,Novella,Fiction,Fantasy,Feminism,Fantasy,Adult,Fantasy,Audiobook,Young Adult"
The Turn of the Key (Hardcover),Ruth Ware,2019,3.94,220721,"Mystery,Thriller,Fiction,Thriller,Audiobook,Adult,Suspense,Horror,Contemporary,Adult Fiction"
Occultation and Other Stories (Hardcover),Laird Barron,2010,4.08,3208,"Horror,Short Stories,Fiction,Fantasy,Horror,Fantasy,Anthologies,Anthologies,Speculative Fiction,Short Stories"
"Lockdown (Escape from Furnace, #1)",Alexander Gordon Smith,2009,4.11,19140,"Young Adult,Horror,Science Fiction,Science Fiction,Thriller,Fantasy,Fiction,Adventure,Young Adult,Suspense"
Tunnels of Blood (Cirque du Freak #3),Darren Shan,2000,4.14,36065,"Fantasy,Young Adult,Horror,Paranormal,Fiction,Fantasy,Fantasy,Adventure,Childrens,Fantasy"
Demon Seed (Paperback),Dean Koontz,1973,3.44,14849,"Horror,Fiction,Thriller,Science Fiction,Suspense,Mystery,Thriller,Fantasy,Mystery,Literature"
Billy Summers (Hardcover),Stephen King,2021,4.23,112103,"Fiction,Thriller,Horror,Mystery,Mystery,Audiobook,Thriller,Suspense,Adult,Contemporary"
"One Day at Horrorland (Goosebumps, #16)",R.L. Stine,1994,3.91,18050,"Horror,Childrens,Fiction,Young Adult,Childrens,Fantasy,Mystery,Fantasy,Thriller,Childrens"
"Lair (Rats, #2)",James Herbert,1979,3.94,7211,"Horror,Fiction,Thriller,Audiobook,Science Fiction,Animals,Fantasy,Novels,European Literature,Apocalyptic"
Beloved (Kindle Edition),Toni Morrison,1987,3.92,390658,"Fiction,Classics,Historical,Magical Realism,Literature,Historical,Cultural,Academic,Novels,Literary Fiction"
Cold Moon Over Babylon (Paperback),Michael McDowell,1980,3.98,3243,"Horror,Gothic,Fiction,Mystery,Gothic,Thriller,Fantasy,Fantasy,Audiobook,Paranormal"
The Need (Hardcover),Helen          Phillips,2019,3.15,13183,"Horror,Fiction,Thriller,Science Fiction,Mystery,Thriller,Adult,Audiobook,Suspense,Literary Fiction"
The Book Eaters (Hardcover),Sunyi Dean,2022,3.73,11449,"Fantasy,Horror,Fiction,LGBT,Adult,Writing,LGBT,Gothic,Audiobook,LGBT"
"Empire of the Vampire (Empire of the Vampire, #1)",Jay Kristoff,2021,4.40,26719,"Fantasy,Paranormal,Horror,Adult,Fantasy,Fiction,Fantasy,Dark,Fantasy,Fantasy"
Frankenstein (Paperback),Junji Ito,1999,3.99,7296,"Sequential Art,Horror,Sequential Art,Sequential Art,Fiction,Short Stories,Fantasy,Science Fiction,Gothic,Graphic Novels Manga"
"The Wide, Carnivorous Sky and Other Monstrous Geographies (Paperback)",John  Langan,2013,4.08,2444,"Horror,Short Stories,Fiction,Fantasy,Fantasy,Horror,Anthologies,Anthologies,Audiobook,Science Fiction"
Venus in the Blind Spot (Hardcover),Junji Ito,2019,4.14,7567,"Horror,Sequential Art,Sequential Art,Sequential Art,Short Stories,Fiction,Adult,Graphic Novels Manga,Fantasy,Cultural"
When I Arrived at the Castle (Paperback),Emily Carroll,2019,3.70,4021,"Sequential Art,Horror,Sequential Art,Fantasy,LGBT,Fiction,LGBT,Paranormal,Graphic Novels Comics,Gothic"
The War of the Worlds (Paperback),H.G. Wells,1897,3.83,286540,"Classics,Science Fiction,Fiction,Fantasy,Horror,Science Fiction Fantasy,Literature,Audiobook,Novels,Science Fiction"
"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,1980,3.82,60894,"Fiction,Horror,Young Adult,Romance,Gothic,Drama,Thriller,Mystery,Adult,Classics"
We Are All Completely Fine (Paperback),Daryl Gregory,2014,3.75,4101,"Horror,Fantasy,Fiction,Fantasy,Novella,Fantasy,Fantasy,Short Stories,Science Fiction,Adult"
Missing,Missing,0,0,0,
Missing,Missing,0,0,0,
El horror de Dunwich (Paperback),H.P. Lovecraft,1929,3.81,8060,"Horror,Short Stories,Fiction,Classics,Horror,Fantasy,Audiobook,Fantasy,Science Fiction,Lovecraftian"
The Hole (Hardcover),Hye-Young Pyun,2016,3.38,5249,"Horror,Fiction,Thriller,Mystery,Cultural,Adult,Literature,Thriller,Suspense,Audiobook"
UR (Kindle Edition),Stephen King,2009,3.73,19346,"Horror,Fiction,Short Stories,Fantasy,Science Fiction,Audiobook,Thriller,Mystery,Novella,Fantasy"
The Dark (Paperback),James Herbert,1980,3.84,6752,"Horror,Fiction,Thriller,Fantasy,Fantasy,Fantasy,European Literature,Anthologies,Modern,Adult"
"What the Night Knows (What the Night Knows, #1)",Dean Koontz,2010,3.77,19926,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Fantasy,Audiobook,Fantasy,Thriller"
Devil House (Hardcover),John Darnielle,2022,3.31,8290,"Horror,Fiction,Mystery,Thriller,Mystery,Audiobook,Adult,Thriller,Novels,Contemporary"
The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death (Paperback),H.P. Lovecraft,1934,4.23,6864,"Horror,Fiction,Fantasy,Short Stories,Classics,Horror,Science Fiction,Anthologies,Fantasy,Lovecraftian"
"You (You, #1)",Caroline Kepnes,2014,3.95,209482,"Thriller,Fiction,Mystery,Thriller,Contemporary,Audiobook,Adult,Suspense,Horror,Mystery"
"We Find Ourselves (The Walking Dead, #15)",Robert Kirkman,2011,4.12,12927,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
"The Summer I Died (The Roger Huntington Saga, #1)",Ryan C. Thomas,2006,3.86,3086,"Horror,Thriller,Horror,Fiction,Mystery,Dark,Suspense,Holiday,Novella,Adult Fiction"
The Reddening (Hardcover),Adam Nevill,2019,3.70,3511,"Horror,Fiction,Thriller,Fantasy,Fantasy,Audiobook,Adult,Religion,Holiday,Folklore"
The Book of Cold Cases (Hardcover),Simone St. James,2022,3.82,73218,"Mystery,Thriller,Thriller,Fiction,Horror,Fantasy,Audiobook,Adult,Suspense,Mystery"
The Diary of Ellen Rimbauer: My Life at Rose Red (Mass Market Paperback),Joyce Reardon,2001,3.69,9821,"Horror,Fiction,Historical,Fantasy,Thriller,Fantasy,Fantasy,Mystery,Paranormal,Historical"
Life Expectancy (Paperback),Dean Koontz,2005,3.99,35714,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Thriller,Humor,Audiobook,Fantasy"
Sunshine (Mass Market Paperback),Robin McKinley,2003,3.84,40966,"Paranormal,Fantasy,Fantasy,Fantasy,Fiction,Horror,Young Adult,Romance,Fantasy,Adult"
Woom (Kindle Edition),Duncan Ralston,2016,3.43,10336,"Horror,Fiction,Thriller,Novella,Horror,Dark,Adult,Short Stories,Mystery,Contemporary"
Universal Harvester (Hardcover),John Darnielle,2017,3.22,15404,"Fiction,Horror,Mystery,Audiobook,Literary Fiction,Novels,Thriller,Adult,Thriller,Adult Fiction"
Ten (Hardcover),Gretchen McNeil,2012,3.68,15412,"Young Adult,Mystery,Horror,Thriller,Fiction,Thriller,Contemporary,Suspense,Romance,Retellings"
Sole Survivor (Paperback),Dean Koontz,1997,3.80,29036,"Horror,Fiction,Thriller,Mystery,Suspense,Thriller,Fantasy,Science Fiction,Fantasy,Fantasy"
Small Favors (Hardcover),Erin A. Craig,2021,4.05,11637,"Fantasy,Horror,Young Adult,Romance,Fiction,Mystery,Retellings,Historical,Young Adult,Fantasy"
The Woods Are Dark (Paperback),Richard Laymon,1981,3.57,4950,"Horror,Horror,Fiction,Thriller,Audiobook,Novels,Suspense,Adult,Mystery,Fantasy"
"Monster Island (Monster Island, #1)",David Wellington,2004,3.60,10655,"Horror,Horror,Fiction,Apocalyptic,Science Fiction,Fantasy,Science Fiction,Science Fiction,Thriller,Fantasy"
The Auctioneer (Paperback),Joan Samson,1976,3.82,2571,"Horror,Fiction,Classics,Thriller,Suspense,Audiobook,Literary Fiction,Literature,Thriller,Holiday"
We Need to Do Something (Paperback),Max Booth III,2020,3.50,3667,"Horror,Novella,Thriller,Fiction,Adult,Short Stories,LGBT,Audiobook,Fantasy,Adventure"
Harrow Lake (Hardcover),Kat Ellis,2020,3.56,3965,"Horror,Young Adult,Mystery,Thriller,Fiction,Thriller,Contemporary,Fantasy,Audiobook,Mystery"
"Seize the Night (Moonlight Bay, #2)",Dean Koontz,1998,4.09,28173,"Horror,Fiction,Thriller,Mystery,Suspense,Science Fiction,Thriller,Fantasy,Fantasy,Fantasy"
The Silence (Paperback),Tim Lebbon,2015,3.82,5482,"Horror,Fiction,Science Fiction,Apocalyptic,Thriller,Science Fiction,Science Fiction,Adult,Audiobook,Suspense"
Krampus: The Yule Lord (Hardcover),Brom,2012,4.10,7503,"Fantasy,Horror,Fiction,Fantasy,Holiday,Fantasy,Fantasy,Holiday,Audiobook,Adult"
Song for the Unraveling of the World (Paperback),Brian Evenson,2019,3.89,2729,"Horror,Short Stories,Fiction,Fantasy,Fantasy,Adult,Science Fiction,Anthologies,Speculative Fiction,Literature"
Stinger (Kindle Edition),Robert McCammon,1988,3.89,8009,"Horror,Science Fiction,Fiction,Thriller,Fantasy,Science Fiction,Folklore,Suspense,Contemporary,Modern"
When No One Is Watching (Paperback),Alyssa Cole,2020,3.53,71726,"Thriller,Mystery,Fiction,Thriller,Audiobook,Horror,Contemporary,Adult,Suspense,Adult Fiction"
Echo (Hardcover),Thomas Olde Heuvelt,2019,3.54,3726,"Horror,Fiction,Thriller,Fantasy,Mystery,Adult,LGBT,Fantasy,Fantasy,LGBT"
The Supernatural Enhancements (Hardcover),Edgar Cantero,2014,3.64,7062,"Horror,Mystery,Fantasy,Fiction,Fantasy,Gothic,Fantasy,Thriller,Adult,Paranormal"
The Complete Tales and Poems (Hardcover),Edgar Allan Poe,1938,4.49,8973,"Classics,Poetry,Horror,Fiction,Short Stories,Gothic,Mystery,Fantasy,Literature,Anthologies"
The Servants of Twilight (Paperback),Leigh Nichols,1984,3.90,20975,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Fantasy,Fantasy,Thriller,Adult"
"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton,1996,4.12,76544,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Horror,Romance,Fiction,Fantasy,Shapeshifters"
"The Low, Low Woods (Hardcover)",Carmen Maria Machado,2020,3.94,3939,"Horror,Sequential Art,Sequential Art,LGBT,Fiction,LGBT,Fantasy,Graphic Novels Comics,Adult,Superheroes"
Pine (Hardcover),Francine Toon,2020,3.40,11713,"Horror,Fiction,Mystery,Thriller,Gothic,Mystery,Cultural,Contemporary,Adult,Thriller"
"Outcast, Vol. 1: A Darkness Surrounds Him (Paperback)",Robert Kirkman,2015,3.85,8306,"Sequential Art,Sequential Art,Horror,Fiction,Graphic Novels Comics,Fantasy,Comics,Fantasy,Fantasy,Paranormal"
Winter Moon (Paperback),Dean Koontz,1994,3.86,17749,"Horror,Fiction,Thriller,Suspense,Mystery,Fantasy,Science Fiction,Thriller,Fantasy,Romance"
"The Curse of the Mummy's Tomb (Goosebumps, #5)",R.L. Stine,1993,3.67,14603,"Horror,Childrens,Fiction,Young Adult,Childrens,Fantasy,Mystery,Thriller,Fantasy,Adventure"
Dead and Alive (Dean Koontz's Frankenstein #3),Dean Koontz,2009,4.02,24643,"Horror,Fiction,Fantasy,Thriller,Science Fiction,Mystery,Suspense,Fantasy,Horror,Fantasy"
Dark Water (Paperback),Kōji Suzuki,1996,3.64,3902,"Horror,Short Stories,Fiction,Cultural,Asian Literature,Mystery,Thriller,Fantasy,Cultural,Fantasy"
"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,1996,4.11,72504,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Horror,Romance,Fiction,Fantasy,Mystery"
Reprieve (Hardcover),James Han Mattson,2021,3.43,4789,"Horror,Fiction,Thriller,Mystery,Thriller,Adult,Audiobook,LGBT,Literary Fiction,Historical"
"Hellboy, Vol. 1: Seed of Destruction (Paperback)",Mike Mignola,1994,4.14,71050,"Sequential Art,Sequential Art,Horror,Fantasy,Fiction,Graphic Novels Comics,Comics,Fantasy,Fantasy,Comics"
Usher's Passing (Mass Market Paperback),Robert McCammon,1984,3.94,4854,"Horror,Mystery,Gothic,Fiction,Fantasy,Suspense,Fantasy,Fantasy,Thriller,Gothic"
The Sandman Vol. 4: Season of Mists (Hardcover),Neil Gaiman,1990,4.54,71962,"Sequential Art,Sequential Art,Fantasy,Fiction,Horror,Graphic Novels Comics,Comics,Fantasy,Fantasy,Science Fiction Fantasy"
"A Larger World (The Walking Dead, #16)",Robert Kirkman,2012,4.16,12087,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Fantasy"
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,2002,3.96,245013,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Fiction,Mystery,Romance,Fantasy,Adult"
Missing,Missing,0,0,0,
Missing,Missing,0,0,0,","
"The Source (Necroscope, #3)",Brian Lumley,1989,4.15,6495,"Horror,Paranormal,Fantasy,Fiction,Science Fiction,Fantasy,Thriller,Fantasy,Fantasy,Novels"
Koko (Paperback),Peter Straub,1988,3.59,9395,"Horror,Fiction,Thriller,Mystery,Mystery,Suspense,War,Fantasy,Thriller,Fantasy"
Survive the Night (Hardcover),Riley Sager,2021,3.51,85515,"Thriller,Mystery,Thriller,Fiction,Horror,Audiobook,Adult,Suspense,Contemporary,Adult Fiction"
House (Kindle Edition),Frank E. Peretti,2006,3.57,25464,"Horror,Christian Fiction,Fiction,Christian,Thriller,Mystery,Fantasy,Suspense,Fantasy,Adult"
"Wanderers (Wanderers, #1)",Chuck Wendig,2019,3.97,20778,"Science Fiction,Fiction,Horror,Science Fiction,Apocalyptic,Science Fiction,Audiobook,Thriller,Fantasy,Science Fiction Fantasy"
The Face (Mass Market Paperback),Dean Koontz,2003,3.73,21849,"Horror,Fiction,Thriller,Mystery,Suspense,Thriller,Fantasy,Fantasy,Fantasy,Mystery"
The Canterville Ghost (Hardcover),Oscar Wilde,1887,3.88,67003,"Classics,Fiction,Short Stories,Fantasy,Horror,Humor,Gothic,Paranormal,Fantasy,Literature"
The Dream-Quest of Unknown Kadath (Mass Market Paperback),H.P. Lovecraft,1943,3.96,6716,"Horror,Fantasy,Fiction,Horror,Short Stories,Classics,Fantasy,Lovecraftian,Science Fiction,Adventure"
Unbury Carol (Hardcover),Josh Malerman,2018,3.33,5247,"Horror,Fantasy,Westerns,Fiction,Thriller,Adult,Audiobook,Historical,Mystery,Fantasy"
The Boy Who Drew Monsters (Hardcover),Keith Donohue,2014,3.48,6630,"Horror,Fiction,Fantasy,Thriller,Mystery,Fantasy,Adult,Fantasy,Adult Fiction,Suspense"
